photo_id,inv_id,status,error_reason,n_landmarks_found,model_name,processing_time_s,processed_at
WB1_23_0010_S_1,WB1_23_0010,FAILED,no_local_maximum,0,weights,0.0858,2026-09-11T10:38:31+00:00
WB1_23_0010_S_2,WB1_23_0010,FAILED,no_local_maximum,0,weights,0.0854,2026-09-11T10:38:31+00:00
WB1_23_0010_S_3,WB1_23_0010,OK,,18,weights,0.0878,2026-09-11T10:38:31+00:00
WB1_23_0016_S_1,WB1_23_0016,OK,,18,weights,0.0895,2026-09-11T10:38:31+00:00
WB1_23_0016_S_2,WB1_23_0016,OK,,18,weights,0.0906,2026-09-11T10:38:31+00:00
WB1_23_0016_S_3,WB1_23_0016,FAILED,no_local_maximum,0,weights,0.0854,2026-09-11T10:38:31+00:00
WB1_23_0017_S_1,WB1_23_0017,SUSPECT,only_17_of_18_expected_maxima,17,weights,0.0885,2026-09-11T10:38:31+00:00
WB1_23_0017_S_2,WB1_23_0017,SUSPECT,only_17_of_18_expected_maxima,17,weights,0.0878,2026-09-11T10:38:31+00:00
WB1_23_0017_S_3,WB1_23_0017,SUSPECT,only_15_of_18_expected_maxima,15,weights,0.0882,2026-09-11T10:38:32+00:00
WB1_23_0018_S_1,WB1_23_0018,OK,,18,weights,0.0887,2026-09-11T10:38:32+00:00
WB1_23_0018_S_2,WB1_23_0018,OK,,18,weights,0.0893,2026-09-11T10:38:32+00:00
WB1_23_0018_S_3,WB1_23_0018,SUSPECT,only_17_of_18_expected_maxima,17,weights,0.0896,2026-09-11T10:38:32+00:00
WB1_23_0019_S_1,WB1_23_0019,OK,,18,weights,0.0897,2026-09-11T10:38:32+00:00
WB1_23_0019_S_2,WB1_23_0019,OK,,18,weights,0.0912,2026-09-11T10:38:32+00:00
WB1_23_0020_S_1,WB1_23_0020,OK,,18,weights,0.0902,2026-09-11T10:38:32+00:00
WB1_23_0020_S_2,WB1_23_0020,OK,,18,weights,0.0894,2026-09-11T10:38:32+00:00
WB1_23_0020_S_3,WB1_23_0020,OK,,18,weights,0.0902,2026-09-11T10:38:32+00:00
WB1_23_0021_S_1,WB1_23_0021,OK,,18,weights,0.0883,2026-09-11T10:38:32+00:00
WB1_23_0021_S_2,WB1_23_0021,OK,,18,weights,0.0895,2026-09-11T10:38:32+00:00
WB1_23_0021_S_3,WB1_23_0021,OK,,18,weights,0.0914,2026-09-11T10:38:33+00:00
WB1_23_0022_S_1,WB1_23_0022,OK,,18,weights,0.0892,2026-09-11T10:38:33+00:00
WB1_23_0022_S_2,WB1_23_0022,OK,,18,weights,0.0885,2026-09-11T10:38:33+00:00
WB1_23_0022_S_3,WB1_23_0022,OK,,18,weights,0.0898,2026-09-11T10:38:33+00:00
WB1_23_0023_S_1,WB1_23_0023,OK,,18,weights,0.0946,2026-09-11T10:38:33+00:00
WB1_23_0023_S_2,WB1_23_0023,OK,,18,weights,0.0886,2026-09-11T10:38:33+00:00
WB1_23_0023_S_3,WB1_23_0023,OK,,18,weights,0.0890,2026-09-11T10:38:33+00:00
WB1_23_0024_S_1,WB1_23_0024,OK,,18,weights,0.0880,2026-09-11T10:38:33+00:00
WB1_23_0024_S_2,WB1_23_0024,OK,,18,weights,0.0880,2026-09-11T10:38:33+00:00
WB1_23_0024_S_3,WB1_23_0024,OK,,18,weights,0.0876,2026-09-11T10:38:33+00:00
WB1_23_0025_S_1,WB1_23_0025,OK,,18,weights,0.1240,2026-09-11T10:38:33+00:00
WB1_23_0025_S_2,WB1_23_0025,OK,,18,weights,0.0908,2026-09-11T10:38:34+00:00
WB1_23_0025_S_3,WB1_23_0025,OK,,18,weights,0.0894,2026-09-11T10:38:34+00:00
WB1_23_0026_S_1,WB1_23_0026,OK,,18,weights,0.0909,2026-09-11T10:38:34+00:00
WB1_23_0026_S_2,WB1_23_0026,OK,,18,weights,0.0908,2026-09-11T10:38:34+00:00
WB1_23_0026_S_3,WB1_23_0026,OK,,18,weights,0.0886,2026-09-11T10:38:34+00:00
WB1_23_0031_S_1,WB1_23_0031,OK,,18,weights,0.0886,2026-09-11T10:38:34+00:00
WB1_23_0031_S_2,WB1_23_0031,OK,,18,weights,0.0906,2026-09-11T10:38:34+00:00
WB1_23_0031_S_3,WB1_23_0031,OK,,18,weights,0.0940,2026-09-11T10:38:34+00:00
WB1_23_0032_S_1,WB1_23_0032,OK,,18,weights,0.0962,2026-09-11T10:38:34+00:00
WB1_23_0032_S_2,WB1_23_0032,OK,,18,weights,0.0901,2026-09-11T10:38:34+00:00
WB1_23_0032_S_3,WB1_23_0032,OK,,18,weights,0.0889,2026-09-11T10:38:34+00:00
WB1_23_0033_S_1,WB1_23_0033,OK,,18,weights,0.0897,2026-09-11T10:38:35+00:00
WB1_23_0033_S_2,WB1_23_0033,OK,,18,weights,0.0889,2026-09-11T10:38:35+00:00
WB1_23_0033_S_3,WB1_23_0033,OK,,18,weights,0.0886,2026-09-11T10:38:35+00:00
WB1_23_0034_S_1,WB1_23_0034,OK,,18,weights,0.0896,2026-09-11T10:38:35+00:00
WB1_23_0034_S_2,WB1_23_0034,OK,,18,weights,0.0882,2026-09-11T10:38:35+00:00
WB1_23_0034_S_3,WB1_23_0034,OK,,18,weights,0.0898,2026-09-11T10:38:35+00:00
WB1_23_0035_S_1,WB1_23_0035,OK,,18,weights,0.0890,2026-09-11T10:38:35+00:00
WB1_23_0035_S_2,WB1_23_0035,OK,,18,weights,0.0898,2026-09-11T10:38:35+00:00
WB1_23_0035_S_3,WB1_23_0035,OK,,18,weights,0.0897,2026-09-11T10:38:35+00:00
WB1_23_0036_S_1,WB1_23_0036,OK,,18,weights,0.0887,2026-09-11T10:38:35+00:00
WB1_23_0036_S_2,WB1_23_0036,OK,,18,weights,0.0897,2026-09-11T10:38:35+00:00
WB1_23_0036_S_3,WB1_23_0036,OK,,18,weights,0.0899,2026-09-11T10:38:36+00:00
WB1_23_0037_S_1,WB1_23_0037,OK,,18,weights,0.0890,2026-09-11T10:38:36+00:00
WB1_23_0037_S_2,WB1_23_0037,OK,,18,weights,0.0900,2026-09-11T10:38:36+00:00
WB1_23_0037_S_3,WB1_23_0037,OK,,18,weights,0.0895,2026-09-11T10:38:36+00:00
WB1_23_0038_S_1,WB1_23_0038,OK,,18,weights,0.0888,2026-09-11T10:38:36+00:00
WB1_23_0038_S_2,WB1_23_0038,OK,,18,weights,0.0892,2026-09-11T10:38:36+00:00
WB1_23_0038_S_3,WB1_23_0038,OK,,18,weights,0.0897,2026-09-11T10:38:36+00:00
WB1_23_0039_S_1,WB1_23_0039,OK,,18,weights,0.0897,2026-09-11T10:38:36+00:00
WB1_23_0039_S_2,WB1_23_0039,OK,,18,weights,0.0895,2026-09-11T10:38:36+00:00
WB1_23_0039_S_3,WB1_23_0039,OK,,18,weights,0.0874,2026-09-11T10:38:36+00:00
WB1_23_0040_S_1,WB1_23_0040,OK,,18,weights,0.0891,2026-09-11T10:38:36+00:00
WB1_23_0040_S_2,WB1_23_0040,OK,,18,weights,0.0892,2026-09-11T10:38:37+00:00
WB1_23_0040_S_3,WB1_23_0040,OK,,18,weights,0.0897,2026-09-11T10:38:37+00:00
WB1_23_0062_S_1,WB1_23_0062,OK,,18,weights,0.0902,2026-09-11T10:38:37+00:00
WB1_23_0062_S_2,WB1_23_0062,OK,,18,weights,0.0903,2026-09-11T10:38:37+00:00
WB1_23_0062_S_3,WB1_23_0062,OK,,18,weights,0.0900,2026-09-11T10:38:37+00:00
WB1_23_0063_S_1,WB1_23_0063,OK,,18,weights,0.0901,2026-09-11T10:38:37+00:00
WB1_23_0063_S_2,WB1_23_0063,OK,,18,weights,0.0916,2026-09-11T10:38:37+00:00
WB1_23_0063_S_3,WB1_23_0063,OK,,18,weights,0.0885,2026-09-11T10:38:37+00:00
WB1_23_0064_S_1,WB1_23_0064,OK,,18,weights,0.0881,2026-09-11T10:38:37+00:00
WB1_23_0064_S_2,WB1_23_0064,OK,,18,weights,0.0889,2026-09-11T10:38:37+00:00
WB1_23_0064_S_3,WB1_23_0064,OK,,18,weights,0.0920,2026-09-11T10:38:37+00:00
WB1_23_0065_S_1,WB1_23_0065,OK,,18,weights,0.0897,2026-09-11T10:38:38+00:00
WB1_23_0065_S_2,WB1_23_0065,OK,,18,weights,0.0895,2026-09-11T10:38:38+00:00
WB1_23_0065_S_3,WB1_23_0065,OK,,18,weights,0.0899,2026-09-11T10:38:38+00:00
WB1_23_0066_S_1,WB1_23_0066,OK,,18,weights,0.0896,2026-09-11T10:38:38+00:00
WB1_23_0066_S_2,WB1_23_0066,OK,,18,weights,0.0903,2026-09-11T10:38:38+00:00
WB1_23_0066_S_3,WB1_23_0066,OK,,18,weights,0.0943,2026-09-11T10:38:38+00:00
WB1_23_0067_S_1,WB1_23_0067,OK,,18,weights,0.0925,2026-09-11T10:38:38+00:00
WB1_23_0067_S_2,WB1_23_0067,OK,,18,weights,0.0893,2026-09-11T10:38:38+00:00
WB1_23_0067_S_3,WB1_23_0067,OK,,18,weights,0.0882,2026-09-11T10:38:38+00:00
WB1_23_0068_S_1,WB1_23_0068,OK,,18,weights,0.0889,2026-09-11T10:38:38+00:00
WB1_23_0068_S_2,WB1_23_0068,OK,,18,weights,0.0895,2026-09-11T10:38:38+00:00
WB1_23_0068_S_3,WB1_23_0068,OK,,18,weights,0.0877,2026-09-11T10:38:38+00:00
WB1_23_0069_S_1,WB1_23_0069,OK,,18,weights,0.0896,2026-09-11T10:38:39+00:00
WB1_23_0069_S_2,WB1_23_0069,OK,,18,weights,0.0897,2026-09-11T10:38:39+00:00
WB1_23_0069_S_3,WB1_23_0069,OK,,18,weights,0.0892,2026-09-11T10:38:39+00:00
WB1_23_0070_S_1,WB1_23_0070,OK,,18,weights,0.0871,2026-09-11T10:38:39+00:00
WB1_23_0070_S_2,WB1_23_0070,OK,,18,weights,0.0881,2026-09-11T10:38:39+00:00
WB1_23_0070_S_3,WB1_23_0070,OK,,18,weights,0.0895,2026-09-11T10:38:39+00:00
WB1_23_0076_S_1,WB1_23_0076,OK,,18,weights,0.0908,2026-09-11T10:38:39+00:00
WB1_23_0076_S_2,WB1_23_0076,OK,,18,weights,0.0904,2026-09-11T10:38:39+00:00
WB1_23_0076_S_3,WB1_23_0076,OK,,18,weights,0.0905,2026-09-11T10:38:39+00:00
WB1_23_0077_S_1,WB1_23_0077,OK,,18,weights,0.0902,2026-09-11T10:38:39+00:00
WB1_23_0077_S_2,WB1_23_0077,OK,,18,weights,0.0896,2026-09-11T10:38:39+00:00
WB1_23_0077_S_3,WB1_23_0077,OK,,18,weights,0.0880,2026-09-11T10:38:40+00:00
WB1_23_0078_S_1,WB1_23_0078,OK,,18,weights,0.0923,2026-09-11T10:38:40+00:00
WB1_23_0078_S_2,WB1_23_0078,OK,,18,weights,0.0896,2026-09-11T10:38:40+00:00
WB1_23_0078_S_3,WB1_23_0078,OK,,18,weights,0.0910,2026-09-11T10:38:40+00:00
WB1_23_0079_S_1,WB1_23_0079,OK,,18,weights,0.0904,2026-09-11T10:38:40+00:00
WB1_23_0079_S_2,WB1_23_0079,OK,,18,weights,0.0914,2026-09-11T10:38:40+00:00
WB1_23_0079_S_3,WB1_23_0079,OK,,18,weights,0.0900,2026-09-11T10:38:40+00:00
WB1_23_0080_S_1,WB1_23_0080,OK,,18,weights,0.0896,2026-09-11T10:38:40+00:00
WB1_23_0080_S_2,WB1_23_0080,OK,,18,weights,0.0889,2026-09-11T10:38:40+00:00
WB1_23_0080_S_3,WB1_23_0080,OK,,18,weights,0.0917,2026-09-11T10:38:40+00:00
WB1_23_0081_S_1,WB1_23_0081,OK,,18,weights,0.0913,2026-09-11T10:38:40+00:00
WB1_23_0081_S_2,WB1_23_0081,OK,,18,weights,0.0906,2026-09-11T10:38:41+00:00
WB1_23_0081_S_3,WB1_23_0081,OK,,18,weights,0.0933,2026-09-11T10:38:41+00:00
WB1_23_0082_S_1,WB1_23_0082,OK,,18,weights,0.0892,2026-09-11T10:38:41+00:00
WB1_23_0082_S_2,WB1_23_0082,OK,,18,weights,0.0916,2026-09-11T10:38:41+00:00
WB1_23_0082_S_3,WB1_23_0082,OK,,18,weights,0.0907,2026-09-11T10:38:41+00:00
WB1_23_0083_S_1,WB1_23_0083,OK,,18,weights,0.0922,2026-09-11T10:38:41+00:00
WB1_23_0083_S_2,WB1_23_0083,OK,,18,weights,0.0900,2026-09-11T10:38:41+00:00
WB1_23_0083_S_3,WB1_23_0083,OK,,18,weights,0.0901,2026-09-11T10:38:41+00:00
WB1_23_0084_S_1,WB1_23_0084,OK,,18,weights,0.0893,2026-09-11T10:38:41+00:00
WB1_23_0084_S_2,WB1_23_0084,OK,,18,weights,0.0913,2026-09-11T10:38:41+00:00
WB1_23_0084_S_3,WB1_23_0084,OK,,18,weights,0.0920,2026-09-11T10:38:41+00:00
WB1_23_0085_S_1,WB1_23_0085,OK,,18,weights,0.0900,2026-09-11T10:38:42+00:00
WB1_23_0085_S_2,WB1_23_0085,OK,,18,weights,0.0888,2026-09-11T10:38:42+00:00
WB1_23_0085_S_3,WB1_23_0085,OK,,18,weights,0.0896,2026-09-11T10:38:42+00:00
WB1_23_0086_S_1,WB1_23_0086,OK,,18,weights,0.0885,2026-09-11T10:38:42+00:00
WB1_23_0086_S_2,WB1_23_0086,OK,,18,weights,0.0953,2026-09-11T10:38:42+00:00
WB1_23_0086_S_3,WB1_23_0086,OK,,18,weights,0.0907,2026-09-11T10:38:42+00:00
WB1_23_0087_S_1,WB1_23_0087,OK,,18,weights,0.0899,2026-09-11T10:38:42+00:00
WB1_23_0087_S_2,WB1_23_0087,OK,,18,weights,0.0911,2026-09-11T10:38:42+00:00
WB1_23_0087_S_3,WB1_23_0087,OK,,18,weights,0.0885,2026-09-11T10:38:42+00:00
WB1_23_0091_S_1,WB1_23_0091,OK,,18,weights,0.0911,2026-09-11T10:38:42+00:00
WB1_23_0091_S_2,WB1_23_0091,OK,,18,weights,0.0908,2026-09-11T10:38:42+00:00
WB1_23_0091_S_3,WB1_23_0091,OK,,18,weights,0.0920,2026-09-11T10:38:43+00:00
WB1_23_0092_S_1,WB1_23_0092,OK,,18,weights,0.0907,2026-09-11T10:38:43+00:00
WB1_23_0092_S_3,WB1_23_0092,OK,,18,weights,0.0907,2026-09-11T10:38:43+00:00
WB1_23_0093_S_1,WB1_23_0093,OK,,18,weights,0.0913,2026-09-11T10:38:43+00:00
WB1_23_0093_S_2,WB1_23_0093,OK,,18,weights,0.0891,2026-09-11T10:38:43+00:00
WB1_23_0093_S_3,WB1_23_0093,OK,,18,weights,0.0898,2026-09-11T10:38:43+00:00
WB1_23_0094_S_1,WB1_23_0094,OK,,18,weights,0.0899,2026-09-11T10:38:43+00:00
WB1_23_0094_S_2,WB1_23_0094,OK,,18,weights,0.0896,2026-09-11T10:38:43+00:00
WB1_23_0094_S_3,WB1_23_0094,OK,,18,weights,0.0889,2026-09-11T10:38:43+00:00
WB1_23_0095_S_1,WB1_23_0095,OK,,18,weights,0.0903,2026-09-11T10:38:43+00:00
WB1_23_0095_S_2,WB1_23_0095,OK,,18,weights,0.0889,2026-09-11T10:38:43+00:00
WB1_23_0095_S_3,WB1_23_0095,OK,,18,weights,0.0903,2026-09-11T10:38:44+00:00
WB1_23_0096_S_1,WB1_23_0096,OK,,18,weights,0.0918,2026-09-11T10:38:44+00:00
WB1_23_0096_S_2,WB1_23_0096,OK,,18,weights,0.0895,2026-09-11T10:38:44+00:00
WB1_23_0096_S_3,WB1_23_0096,OK,,18,weights,0.0886,2026-09-11T10:38:44+00:00
WB1_23_0097_S_1,WB1_23_0097,OK,,18,weights,0.0919,2026-09-11T10:38:44+00:00
WB1_23_0097_S_2,WB1_23_0097,OK,,18,weights,0.0907,2026-09-11T10:38:44+00:00
WB1_23_0097_S_3,WB1_23_0097,OK,,18,weights,0.0899,2026-09-11T10:38:44+00:00
WB1_23_0098_S_1,WB1_23_0098,OK,,18,weights,0.0889,2026-09-11T10:38:44+00:00
WB1_23_0098_S_2,WB1_23_0098,OK,,18,weights,0.0905,2026-09-11T10:38:44+00:00
WB1_23_0098_S_3,WB1_23_0098,OK,,18,weights,0.0899,2026-09-11T10:38:44+00:00
WB1_23_0099_S_1,WB1_23_0099,OK,,18,weights,0.0904,2026-09-11T10:38:44+00:00
WB1_23_0099_S_2,WB1_23_0099,OK,,18,weights,0.0916,2026-09-11T10:38:45+00:00
WB1_23_0099_S_3,WB1_23_0099,OK,,18,weights,0.0892,2026-09-11T10:38:45+00:00
WB1_23_0106_S_1,WB1_23_0106,SUSPECT,only_8_of_18_expected_maxima,8,weights,0.0885,2026-09-11T10:38:45+00:00
WB1_23_0106_S_2,WB1_23_0106,SUSPECT,only_14_of_18_expected_maxima,14,weights,0.0884,2026-09-11T10:38:45+00:00
WB1_23_0106_S_3,WB1_23_0106,OK,,18,weights,0.0900,2026-09-11T10:38:45+00:00
WB1_23_0107_S_1,WB1_23_0107,OK,,18,weights,0.0900,2026-09-11T10:38:45+00:00
WB1_23_0107_S_2,WB1_23_0107,OK,,18,weights,0.0910,2026-09-11T10:38:45+00:00
WB1_23_0107_S_3,WB1_23_0107,SUSPECT,only_17_of_18_expected_maxima,17,weights,0.0891,2026-09-11T10:38:45+00:00
WB1_23_0108_S_1,WB1_23_0108,OK,,18,weights,0.0895,2026-09-11T10:38:45+00:00
WB1_23_0108_S_2,WB1_23_0108,OK,,18,weights,0.0903,2026-09-11T10:38:45+00:00
WB1_23_0108_S_3,WB1_23_0108,SUSPECT,only_17_of_18_expected_maxima,17,weights,0.0905,2026-09-11T10:38:45+00:00
WB1_23_0109_S_1,WB1_23_0109,OK,,18,weights,0.0886,2026-09-11T10:38:46+00:00
WB1_23_0109_S_2,WB1_23_0109,OK,,18,weights,0.0899,2026-09-11T10:38:46+00:00
WB1_23_0110_S_1,WB1_23_0110,OK,,18,weights,0.0893,2026-09-11T10:38:46+00:00
WB1_23_0110_S_2,WB1_23_0110,OK,,18,weights,0.0905,2026-09-11T10:38:46+00:00
WB1_23_0111_S_1,WB1_23_0111,SUSPECT,only_15_of_18_expected_maxima,15,weights,0.0883,2026-09-11T10:38:46+00:00
WB1_23_0111_S_2,WB1_23_0111,OK,,18,weights,0.0885,2026-09-11T10:38:46+00:00
WB1_23_0111_S_3,WB1_23_0111,OK,,18,weights,0.0905,2026-09-11T10:38:46+00:00
WB1_23_0112_S_1,WB1_23_0112,OK,,18,weights,0.0898,2026-09-11T10:38:46+00:00
WB1_23_0112_S_2,WB1_23_0112,OK,,18,weights,0.0898,2026-09-11T10:38:46+00:00
WB1_23_0113_S_1,WB1_23_0113,OK,,18,weights,0.0912,2026-09-11T10:38:46+00:00
WB1_23_0113_S_2,WB1_23_0113,OK,,18,weights,0.0950,2026-09-11T10:38:46+00:00
WB1_23_0113_S_3,WB1_23_0113,OK,,18,weights,0.0904,2026-09-11T10:38:47+00:00
WB1_23_0114_S_1,WB1_23_0114,OK,,18,weights,0.0892,2026-09-11T10:38:47+00:00
WB1_23_0114_S_2,WB1_23_0114,OK,,18,weights,0.0910,2026-09-11T10:38:47+00:00
WB1_23_0114_S_3,WB1_23_0114,OK,,18,weights,0.0895,2026-09-11T10:38:47+00:00
WB1_23_0114_S_4,WB1_23_0114,OK,,18,weights,0.0885,2026-09-11T10:38:47+00:00
WB1_23_0115_S_1,WB1_23_0115,OK,,18,weights,0.0905,2026-09-11T10:38:47+00:00
WB1_23_0115_S_2,WB1_23_0115,OK,,18,weights,0.0906,2026-09-11T10:38:47+00:00
WB1_23_0115_S_3,WB1_23_0115,SUSPECT,only_17_of_18_expected_maxima,17,weights,0.0905,2026-09-11T10:38:47+00:00
WB1_23_0116_S_1,WB1_23_0116,FAILED,no_local_maximum,0,weights,0.0853,2026-09-11T10:38:47+00:00
WB1_23_0116_S_2,WB1_23_0116,OK,,18,weights,0.0896,2026-09-11T10:38:47+00:00
WB1_23_0116_S_3,WB1_23_0116,OK,,18,weights,0.0900,2026-09-11T10:38:47+00:00
WB1_23_0117_S_1,WB1_23_0117,OK,,18,weights,0.0965,2026-09-11T10:38:48+00:00
WB1_23_0117_S_2,WB1_23_0117,OK,,18,weights,0.0911,2026-09-11T10:38:48+00:00
WB1_23_0117_S_3,WB1_23_0117,OK,,18,weights,0.0907,2026-09-11T10:38:48+00:00
WB1_23_0118_S_1,WB1_23_0118,OK,,18,weights,0.0893,2026-09-11T10:38:48+00:00
WB1_23_0118_S_2,WB1_23_0118,OK,,18,weights,0.0884,2026-09-11T10:38:48+00:00
WB1_23_0118_S_3,WB1_23_0118,OK,,18,weights,0.0904,2026-09-11T10:38:48+00:00
WB1_23_0119_S_1,WB1_23_0119,OK,,18,weights,0.0887,2026-09-11T10:38:48+00:00
WB1_23_0119_S_2,WB1_23_0119,OK,,18,weights,0.0906,2026-09-11T10:38:48+00:00
WB1_23_0119_S_3,WB1_23_0119,OK,,18,weights,0.0893,2026-09-11T10:38:48+00:00
WB1_23_0120_S_1,WB1_23_0120,OK,,18,weights,0.0902,2026-09-11T10:38:48+00:00
WB1_23_0120_S_2,WB1_23_0120,OK,,18,weights,0.0884,2026-09-11T10:38:48+00:00
WB1_23_0120_S_3,WB1_23_0120,FAILED,no_local_maximum,0,weights,0.0842,2026-09-11T10:38:49+00:00
WB1_23_0121_S_1,WB1_23_0121,FAILED,no_local_maximum,0,weights,0.0852,2026-09-11T10:38:49+00:00
WB1_23_0121_S_2,WB1_23_0121,OK,,18,weights,0.0898,2026-09-11T10:38:49+00:00
WB1_23_0121_S_3,WB1_23_0121,OK,,18,weights,0.0904,2026-09-11T10:38:49+00:00
WB1_23_0122_S_1,WB1_23_0122,OK,,18,weights,0.0907,2026-09-11T10:38:49+00:00
WB1_23_0122_S_2,WB1_23_0122,OK,,18,weights,0.0890,2026-09-11T10:38:49+00:00
WB1_23_0122_S_3,WB1_23_0122,OK,,18,weights,0.0896,2026-09-11T10:38:49+00:00
WB1_23_0123_S_1,WB1_23_0123,OK,,18,weights,0.0916,2026-09-11T10:38:49+00:00
WB1_23_0123_S_2,WB1_23_0123,OK,,18,weights,0.0908,2026-09-11T10:38:49+00:00
WB1_23_0123_S_3,WB1_23_0123,OK,,18,weights,0.0907,2026-09-11T10:38:49+00:00
WB1_23_0124_S_1,WB1_23_0124,SUSPECT,only_17_of_18_expected_maxima,17,weights,0.0902,2026-09-11T10:38:49+00:00
WB1_23_0124_S_2,WB1_23_0124,OK,,18,weights,0.0907,2026-09-11T10:38:49+00:00
WB1_23_0124_S_3,WB1_23_0124,OK,,18,weights,0.0897,2026-09-11T10:38:50+00:00
WB1_23_0125_S_1,WB1_23_0125,OK,,18,weights,0.0904,2026-09-11T10:38:50+00:00
WB1_23_0125_S_2,WB1_23_0125,OK,,18,weights,0.0903,2026-09-11T10:38:50+00:00
WB1_23_0125_S_3,WB1_23_0125,OK,,18,weights,0.0904,2026-09-11T10:38:50+00:00
WB1_23_0126_S_1,WB1_23_0126,OK,,18,weights,0.0914,2026-09-11T10:38:50+00:00
WB1_23_0126_S_2,WB1_23_0126,OK,,18,weights,0.0902,2026-09-11T10:38:50+00:00
WB1_23_0126_S_3,WB1_23_0126,OK,,18,weights,0.0897,2026-09-11T10:38:50+00:00
WB1_23_0127_S_1,WB1_23_0127,OK,,18,weights,0.0903,2026-09-11T10:38:50+00:00
WB1_23_0127_S_2,WB1_23_0127,OK,,18,weights,0.0908,2026-09-11T10:38:50+00:00
WB1_23_0127_S_3,WB1_23_0127,OK,,18,weights,0.0897,2026-09-11T10:38:50+00:00
WB1_23_0128_S_1,WB1_23_0128,OK,,18,weights,0.0905,2026-09-11T10:38:50+00:00
WB1_23_0128_S_2,WB1_23_0128,OK,,18,weights,0.0902,2026-09-11T10:38:51+00:00
WB1_23_0128_S_3,WB1_23_0128,OK,,18,weights,0.0895,2026-09-11T10:38:51+00:00
WB1_23_0129_S_1,WB1_23_0129,OK,,18,weights,0.0925,2026-09-11T10:38:51+00:00
WB1_23_0129_S_2,WB1_23_0129,OK,,18,weights,0.0910,2026-09-11T10:38:51+00:00
WB1_23_0129_S_3,WB1_23_0129,OK,,18,weights,0.0945,2026-09-11T10:38:51+00:00
WB1_23_0129_S_4,WB1_23_0129,OK,,18,weights,0.0898,2026-09-11T10:38:51+00:00
WB1_23_0130_S_1,WB1_23_0130,OK,,18,weights,0.0914,2026-09-11T10:38:51+00:00
WB1_23_0130_S_2,WB1_23_0130,OK,,18,weights,0.0899,2026-09-11T10:38:51+00:00
WB1_23_0130_S_3,WB1_23_0130,OK,,18,weights,0.0918,2026-09-11T10:38:51+00:00
WB1_23_0131_S_1,WB1_23_0131,OK,,18,weights,0.0916,2026-09-11T10:38:51+00:00
