photo_id,inv_id,status,error_reason,confidence,n_detections,x1,y1,x2,y2,x3,y3,x4,y4,processing_time_s,processed_at
ARLY_0001_P_1,ARLY_0001,OK,,0.9466,1,0.58963865,0.56317371,0.58217371,0.45287699,0.42012540,0.47237477,0.42759031,0.58267152,0.1586,2026-09-10T14:42:38+00:00
ARLY_0001_P_2,ARLY_0001,OK,,0.9493,1,0.59620959,0.55874372,0.58792245,0.44887304,0.42733312,0.47040656,0.43562025,0.58027720,0.1019,2026-09-10T14:42:38+00:00
ARLY_0001_P_3,ARLY_0001,OK,,0.9475,1,0.59330833,0.56850386,0.58647203,0.45463511,0.42363334,0.47201529,0.43046966,0.58588403,0.1010,2026-09-10T14:42:39+00:00
ARLY_0001_P_4,ARLY_0001,OK,,0.9623,1,0.59618849,0.56415176,0.58475685,0.45143417,0.42403793,0.48041174,0.43546957,0.59312934,0.0996,2026-09-10T14:42:39+00:00
ARLY_0001_P_5,ARLY_0001,OK,,0.9487,1,0.58675414,0.56169105,0.57743150,0.44975066,0.41662279,0.47355941,0.42594537,0.58549976,0.0989,2026-09-10T14:42:39+00:00
ARLY_0001_S_1,ARLY_0001,OK,,0.9021,2,0.63154995,0.74533635,0.63553590,0.45477909,0.16089992,0.45111650,0.15691397,0.74167377,0.1313,2026-09-10T14:42:39+00:00
ARLY_0001_S_2,ARLY_0001,OK,,0.7528,2,0.61403286,0.72580117,0.63955951,0.42792541,0.11309482,0.40254775,0.08756814,0.70042354,0.1296,2026-09-10T14:42:39+00:00
ARLY_0001_S_3,ARLY_0001,OK,,0.8629,1,0.64830083,0.70951319,0.66199988,0.41339663,0.15900742,0.40030736,0.14530830,0.69642389,0.1286,2026-09-10T14:42:39+00:00
ARLY_0001_S_4,ARLY_0001,OK,,0.9119,1,0.72625703,0.75339544,0.73077309,0.53455061,0.26612577,0.52915710,0.26160970,0.74800193,0.1257,2026-09-10T14:42:39+00:00
ARLY_0001_S_5,ARLY_0001,OK,,0.9048,1,0.69022995,0.73828703,0.70933527,0.47113746,0.20085771,0.45068270,0.18175238,0.71783221,0.1269,2026-09-10T14:42:39+00:00
ARLY_0004_P_1,ARLY_0004,OK,,0.9577,1,0.57346487,0.55981350,0.57364368,0.47395191,0.42503232,0.47340184,0.42485353,0.55926347,0.1001,2026-09-10T14:42:39+00:00
ARLY_0004_P_2,ARLY_0004,OK,,0.9461,1,0.57530951,0.56716049,0.57775211,0.48061877,0.43118823,0.47326458,0.42874563,0.55980635,0.0982,2026-09-10T14:42:40+00:00
ARLY_0004_P_3,ARLY_0004,OK,,0.9293,1,0.57276267,0.56547552,0.57248002,0.47834536,0.42583781,0.47919121,0.42612052,0.56632137,0.0990,2026-09-10T14:42:40+00:00
ARLY_0004_P_4,ARLY_0004,OK,,0.9515,1,0.57295340,0.57756704,0.57269937,0.49288052,0.42507106,0.49366790,0.42532516,0.57835442,0.0981,2026-09-10T14:42:40+00:00
ARLY_0004_P_5,ARLY_0004,OK,,0.9419,1,0.57691127,0.57263184,0.57841659,0.48727942,0.42865136,0.48258388,0.42714605,0.56793630,0.0993,2026-09-10T14:42:40+00:00
ARLY_0004_S_1,ARLY_0004,OK,,0.8885,1,0.56441790,0.54002863,0.57290590,0.40124753,0.17554948,0.38757730,0.16706151,0.52635843,0.1260,2026-09-10T14:42:40+00:00
ARLY_0004_S_2,ARLY_0004,OK,,0.7915,2,0.63625544,0.65620226,0.65897512,0.44079903,0.17660330,0.41218007,0.15388362,0.62758332,0.1263,2026-09-10T14:42:40+00:00
ARLY_0004_S_3,ARLY_0004,OK,,0.9777,1,0.59305781,0.63128322,0.61202556,0.42894405,0.13826728,0.40396276,0.11929955,0.60630190,0.1258,2026-09-10T14:42:40+00:00
ARLY_0004_S_4,ARLY_0004,OK,,0.9607,1,0.62803477,0.67678201,0.64831889,0.48746124,0.17877766,0.45916334,0.15849356,0.64848411,0.1263,2026-09-10T14:42:40+00:00
ARLY_0004_S_5,ARLY_0004,FAILED,no_detection,,0,,,,,,,,,0.1241,2026-09-10T14:42:41+00:00
ARLY_0005_P_1,ARLY_0005,OK,,0.9534,1,0.56906098,0.55576521,0.56921136,0.48017716,0.45545438,0.47977480,0.45530400,0.55536282,0.0993,2026-09-10T14:42:41+00:00
ARLY_0005_P_2,ARLY_0005,OK,,0.9629,1,0.55158395,0.56583083,0.55221045,0.49131998,0.43766984,0.48960793,0.43704334,0.56411874,0.0997,2026-09-10T14:42:41+00:00
ARLY_0005_P_3,ARLY_0005,OK,,0.9520,1,0.55365425,0.56198460,0.55337912,0.48696813,0.43735269,0.48772478,0.43762785,0.56274128,0.0987,2026-09-10T14:42:41+00:00
ARLY_0005_P_4,ARLY_0005,OK,,0.9506,1,0.55604964,0.57001603,0.55752867,0.49661067,0.44113198,0.49244148,0.43965301,0.56584680,0.1009,2026-09-10T14:42:41+00:00
ARLY_0005_P_5,ARLY_0005,OK,,0.9427,1,0.56464624,0.56863856,0.56674248,0.49441314,0.45120135,0.48861212,0.44910505,0.56283754,0.0996,2026-09-10T14:42:41+00:00
ARLY_0005_S_1,ARLY_0005,OK,,0.7959,1,0.53638929,0.65728730,0.55741405,0.49574527,0.12332062,0.46396559,0.10229591,0.62550759,0.1272,2026-09-10T14:42:41+00:00
ARLY_0005_S_2,ARLY_0005,OK,,0.9108,1,0.55310136,0.68618959,0.57810616,0.52251405,0.14224802,0.48505929,0.11724327,0.64873487,0.1268,2026-09-10T14:42:41+00:00
ARLY_0005_S_3,ARLY_0005,OK,,0.9265,1,0.54361737,0.71875817,0.55931163,0.53439546,0.09567737,0.51219487,0.07998314,0.69655758,0.1272,2026-09-10T14:42:41+00:00
ARLY_0005_S_4,ARLY_0005,OK,,0.9108,1,0.49167091,0.66869271,0.50441557,0.52149636,0.10100678,0.50184923,0.08826211,0.64904553,0.1256,2026-09-10T14:42:42+00:00
ARLY_0005_S_5,ARLY_0005,OK,,0.9789,1,0.53794307,0.65104783,0.55077004,0.50701338,0.15738975,0.48730749,0.14456272,0.63134199,0.1279,2026-09-10T14:42:42+00:00
ARLY_0006_P_1,ARLY_0006,OK,,0.9464,1,0.54448962,0.51855534,0.54596061,0.46568757,0.45727479,0.46130088,0.45580381,0.51416862,0.1018,2026-09-10T14:42:42+00:00
ARLY_0006_P_2,ARLY_0006,OK,,0.9179,1,0.54426658,0.52251613,0.54465622,0.47125328,0.45372245,0.47002462,0.45333284,0.52128744,0.0982,2026-09-10T14:42:42+00:00
ARLY_0006_P_3,ARLY_0006,OK,,0.9058,1,0.54699361,0.51156163,0.54847884,0.45998555,0.45594612,0.45524833,0.45446089,0.50682437,0.0988,2026-09-10T14:42:42+00:00
ARLY_0006_S_1,ARLY_0006,OK,,0.9356,1,0.53280056,0.54942626,0.53482622,0.43648231,0.18422040,0.43294531,0.18219478,0.54588926,0.1257,2026-09-10T14:42:42+00:00
ARLY_0006_S_2,ARLY_0006,OK,,0.9200,1,0.57606947,0.53528994,0.57955664,0.42890355,0.24784482,0.42278749,0.24435766,0.52917391,0.1265,2026-09-10T14:42:42+00:00
ARLY_0006_S_3,ARLY_0006,OK,,0.2601,1,0.47502455,0.52030313,0.47887582,0.41943356,0.17471935,0.41290134,0.17086813,0.51377094,0.1280,2026-09-10T14:42:42+00:00
ARLY_0007_P_1,ARLY_0007,OK,,0.9433,1,0.54581529,0.51788747,0.54637659,0.46567026,0.45611119,0.46394536,0.45554996,0.51616251,0.0994,2026-09-10T14:42:42+00:00
ARLY_0007_P_2,ARLY_0007,OK,,0.9331,2,0.54471391,0.52467257,0.54615134,0.47249129,0.45580938,0.46806711,0.45437196,0.52024841,0.0986,2026-09-10T14:42:43+00:00
ARLY_0007_P_3,ARLY_0007,OK,,0.9382,1,0.54722619,0.51850140,0.54779792,0.46599057,0.45736951,0.46424022,0.45679781,0.51675105,0.0989,2026-09-10T14:42:43+00:00
ARLY_0007_S_1,ARLY_0007,OK,,0.9187,1,0.57046115,0.61780977,0.57910162,0.49240446,0.20881322,0.47805333,0.20017271,0.60345864,0.1251,2026-09-10T14:42:43+00:00
ARLY_0007_S_2,ARLY_0007,OK,,0.9769,1,0.57089305,0.66543853,0.58429176,0.54353034,0.21379152,0.52062488,0.20039284,0.64253300,0.1264,2026-09-10T14:42:43+00:00
ARLY_0007_S_3,ARLY_0007,FAILED,no_detection,,0,,,,,,,,,0.1259,2026-09-10T14:42:43+00:00
ARLY_0008_P_1,ARLY_0008,OK,,0.8889,1,0.55002087,0.51607311,0.54942548,0.46230623,0.46334854,0.46400076,0.46394393,0.51776767,0.1004,2026-09-10T14:42:43+00:00
ARLY_0008_P_2,ARLY_0008,OK,,0.8961,2,0.54661238,0.51964885,0.54666781,0.46405023,0.46079636,0.46389803,0.46074095,0.51949668,0.1006,2026-09-10T14:42:43+00:00
ARLY_0008_P_3,ARLY_0008,OK,,0.7497,1,0.54439402,0.52700001,0.54056555,0.47163936,0.45447344,0.48222360,0.45830190,0.53758425,0.1002,2026-09-10T14:42:43+00:00
ARLY_0008_S_1,ARLY_0008,OK,,0.9213,1,0.56753612,0.60466945,0.58307105,0.48216578,0.23361810,0.45723861,0.21808311,0.57974231,0.1263,2026-09-10T14:42:43+00:00
ARLY_0008_S_2,ARLY_0008,OK,,0.9284,1,0.56860375,0.64650130,0.56662172,0.52289087,0.21639918,0.52604967,0.21838117,0.64966017,0.1284,2026-09-10T14:42:44+00:00
ARLY_0008_S_3,ARLY_0008,OK,,0.9062,1,0.58010834,0.62108153,0.57664686,0.49743202,0.22948664,0.50289863,0.23294817,0.62654817,0.1290,2026-09-10T14:42:44+00:00
ARLY_0009_P_1,ARLY_0009,OK,,0.9436,1,0.55915654,0.52777445,0.56324077,0.46537307,0.46914694,0.45442453,0.46506271,0.51682597,0.1017,2026-09-10T14:42:44+00:00
ARLY_0009_P_2,ARLY_0009,OK,,0.9464,1,0.55361992,0.52072382,0.55239373,0.45766968,0.45940134,0.46088460,0.46062756,0.52393872,0.1003,2026-09-10T14:42:44+00:00
ARLY_0009_P_3,ARLY_0009,OK,,0.9453,1,0.55348158,0.52426344,0.55193698,0.46141189,0.45849940,0.46549404,0.46004397,0.52834558,0.1030,2026-09-10T14:42:44+00:00
ARLY_0009_S_1,ARLY_0009,OK,,0.9327,2,0.55488181,0.63302320,0.56656975,0.48664835,0.18567742,0.46954045,0.17398952,0.61591536,0.1260,2026-09-10T14:42:44+00:00
ARLY_0009_S_2,ARLY_0009,OK,,0.9578,1,0.63573861,0.64386904,0.65285933,0.51309073,0.30636963,0.48757562,0.28924894,0.61835396,0.1260,2026-09-10T14:42:44+00:00
ARLY_0009_S_3,ARLY_0009,OK,,0.9328,2,0.74507159,0.64607882,0.76937532,0.50065142,0.38500088,0.46451846,0.36069718,0.60994589,0.1271,2026-09-10T14:42:44+00:00
ARLY_0010_P_1,ARLY_0010,OK,,0.9312,1,0.55519986,0.51663375,0.55394846,0.46204320,0.45838246,0.46593779,0.45963389,0.52052832,0.0997,2026-09-10T14:42:44+00:00
ARLY_0010_P_2,ARLY_0010,OK,,0.9364,1,0.55151784,0.51797312,0.55098134,0.46320269,0.45788017,0.46482381,0.45841664,0.51959425,0.1076,2026-09-10T14:42:45+00:00
ARLY_0010_P_3,ARLY_0010,OK,,0.9328,1,0.55197507,0.52188343,0.55228323,0.46793449,0.45965385,0.46699372,0.45934567,0.52094263,0.1004,2026-09-10T14:42:45+00:00
ARLY_0010_S_1,ARLY_0010,OK,,0.9616,1,0.59093696,0.60317951,0.59170091,0.52547228,0.35047784,0.52413851,0.34971392,0.60184568,0.1252,2026-09-10T14:42:45+00:00
ARLY_0010_S_2,ARLY_0010,OK,,0.9642,1,0.49461436,0.56060576,0.49386927,0.44386142,0.14182095,0.44512537,0.14256607,0.56186974,0.1332,2026-09-10T14:42:45+00:00
ARLY_0010_S_3,ARLY_0010,OK,,0.9078,2,0.62678939,0.62049282,0.62898475,0.50085914,0.27830133,0.49723929,0.27610600,0.61687303,0.1256,2026-09-10T14:42:45+00:00
ARLY_0011_P_1,ARLY_0011,OK,,0.9368,1,0.54198712,0.52626401,0.54046375,0.45775658,0.44798937,0.46141234,0.44951272,0.52991974,0.1010,2026-09-10T14:42:45+00:00
ARLY_0011_P_2,ARLY_0011,OK,,0.9297,1,0.54280859,0.53100044,0.54554582,0.46154657,0.45290068,0.45505551,0.45016345,0.52450937,0.1012,2026-09-10T14:42:45+00:00
ARLY_0011_P_3,ARLY_0011,OK,,0.8325,1,0.54971468,0.53642285,0.55050755,0.46719137,0.45594692,0.46526629,0.45515406,0.53449774,0.1000,2026-09-10T14:42:45+00:00
ARLY_0011_S_1,ARLY_0011,OK,,0.9480,1,0.60787892,0.68223131,0.62525523,0.54078162,0.27017325,0.51624548,0.25279692,0.65769517,0.1277,2026-09-10T14:42:45+00:00
ARLY_0011_S_2,ARLY_0011,OK,,0.8667,1,0.60173553,0.67216057,0.62289453,0.52313596,0.25663766,0.49388462,0.23547862,0.64290923,0.1310,2026-09-10T14:42:46+00:00
ARLY_0011_S_3,ARLY_0011,OK,,0.9081,1,0.57281405,0.64464206,0.57275945,0.47707370,0.18383531,0.47714490,0.18388988,0.64471328,0.1274,2026-09-10T14:42:46+00:00
ARLY_0012_P_1,ARLY_0012,OK,,0.9405,1,0.54935563,0.52213734,0.55039072,0.46526289,0.46334481,0.46244657,0.46230975,0.51932102,0.1006,2026-09-10T14:42:46+00:00
ARLY_0012_P_2,ARLY_0012,OK,,0.9405,1,0.54945868,0.52481931,0.55210268,0.46812186,0.46484962,0.46088830,0.46220565,0.51758575,0.0996,2026-09-10T14:42:46+00:00
ARLY_0012_P_3,ARLY_0012,OK,,0.9422,1,0.54975528,0.52190757,0.55488509,0.46593156,0.46750861,0.45169634,0.46237886,0.50767231,0.1004,2026-09-10T14:42:46+00:00
ARLY_0012_S_1,ARLY_0012,OK,,0.8776,1,0.59230649,0.59103644,0.60389292,0.47586295,0.29621577,0.45845231,0.28462934,0.57362580,0.1257,2026-09-10T14:42:46+00:00
ARLY_0012_S_2,ARLY_0012,OK,,0.9294,1,0.54761398,0.56033564,0.56534845,0.45500642,0.27899489,0.42788619,0.26126045,0.53321534,0.1293,2026-09-10T14:42:46+00:00
ARLY_0012_S_3,ARLY_0012,OK,,0.9329,1,0.57262993,0.55769795,0.58910173,0.43450686,0.25622612,0.40947077,0.23975433,0.53266186,0.1296,2026-09-10T14:42:46+00:00
ARLY_0013_P_1,ARLY_0013,OK,,0.9853,1,0.62140596,0.75529003,0.62601393,0.42240709,0.25334057,0.41322395,0.24873260,0.74610692,0.0834,2026-09-10T14:42:47+00:00
ARLY_0013_P_2,ARLY_0013,OK,,0.9883,1,0.58572167,0.77856600,0.59363204,0.46040553,0.23593001,0.44461495,0.22801970,0.76277542,0.0821,2026-09-10T14:42:47+00:00
ARLY_0013_P_3,ARLY_0013,OK,,0.9809,2,0.53200424,0.80015796,0.55698019,0.43332717,0.17538059,0.38727680,0.15040460,0.75410753,0.0832,2026-09-10T14:42:47+00:00
ARLY_0013_S_1,ARLY_0013,OK,,0.8770,2,0.48234743,0.80577171,0.53882754,0.35857034,0.12389712,0.26547992,0.06741700,0.71268129,0.0861,2026-09-10T14:42:47+00:00
ARLY_0013_S_2,ARLY_0013,OK,,0.7638,4,0.39694491,0.77497953,0.46430129,0.37556928,0.07968838,0.26036495,0.01233203,0.65977520,0.0841,2026-09-10T14:42:47+00:00
ARLY_0013_S_3,ARLY_0013,OK,,0.6866,2,0.47383258,0.82749569,0.52898335,0.41091660,0.11533999,0.31371039,0.06018920,0.73028946,0.0892,2026-09-10T14:42:47+00:00
ARLY_0014_P_1,ARLY_0014,OK,,0.9431,1,0.55244780,0.51400399,0.55464101,0.45463136,0.45989639,0.44840926,0.45770314,0.50778186,0.1015,2026-09-10T14:42:47+00:00
ARLY_0014_P_2,ARLY_0014,OK,,0.9375,1,0.54042935,0.53357708,0.54728079,0.47458804,0.45332870,0.45518848,0.44647729,0.51417756,0.1002,2026-09-10T14:42:47+00:00
ARLY_0014_P_3,ARLY_0014,OK,,0.9260,1,0.55638933,0.53165895,0.56022477,0.47245631,0.46307036,0.46126655,0.45923489,0.52046919,0.1011,2026-09-10T14:42:47+00:00
ARLY_0014_S_1,ARLY_0014,OK,,0.9552,1,0.64044970,0.68468928,0.67036647,0.54819179,0.30469573,0.50310981,0.27477899,0.63960731,0.1270,2026-09-10T14:42:47+00:00
ARLY_0014_S_2,ARLY_0014,OK,,0.8218,2,0.51377648,0.62459171,0.52916586,0.52767527,0.26779285,0.50432956,0.25240341,0.60124600,0.1270,2026-09-10T14:42:48+00:00
ARLY_0014_S_3,ARLY_0014,OK,,0.2791,1,0.52582693,0.53231853,0.54900837,0.41987756,0.26034284,0.38640165,0.23716143,0.49884263,0.1279,2026-09-10T14:42:48+00:00
ARLY_0015_P_1,ARLY_0015,OK,,0.7079,2,0.55861056,0.52350909,0.55718839,0.46786278,0.46406922,0.47209355,0.46549138,0.52773988,0.1004,2026-09-10T14:42:48+00:00
ARLY_0015_P_2,ARLY_0015,OK,,0.9136,1,0.55412966,0.52880955,0.55311012,0.47243753,0.45938802,0.47545081,0.46040756,0.53182280,0.1016,2026-09-10T14:42:48+00:00
ARLY_0015_P_3,ARLY_0015,OK,,0.9283,1,0.55166036,0.52003735,0.55321723,0.46330523,0.46020517,0.45876732,0.45864829,0.51549947,0.0996,2026-09-10T14:42:48+00:00
ARLY_0015_S_1,ARLY_0015,OK,,0.3938,1,0.57905632,0.61445904,0.58873236,0.50743115,0.28354320,0.49191111,0.27386716,0.59893900,0.1249,2026-09-10T14:42:48+00:00
ARLY_0015_S_2,ARLY_0015,OK,,0.1138,1,0.58043993,0.62738967,0.59208035,0.51866621,0.28814656,0.50036210,0.27650610,0.60908556,0.1281,2026-09-10T14:42:48+00:00
ARLY_0015_S_3,ARLY_0015,OK,,0.9624,1,0.58306396,0.61817956,0.59103411,0.53204829,0.33757299,0.51885527,0.32960278,0.60498655,0.1339,2026-09-10T14:42:48+00:00
ARLY_0016_P_1,ARLY_0016,OK,,0.9363,1,0.57625723,0.57114679,0.57910120,0.46355739,0.42911875,0.45650923,0.42627481,0.56409860,0.1020,2026-09-10T14:42:48+00:00
ARLY_0016_P_2,ARLY_0016,OK,,0.9106,1,0.57130927,0.57502484,0.57614988,0.46853781,0.42615640,0.45641625,0.42131576,0.56290329,0.1004,2026-09-10T14:42:49+00:00
ARLY_0016_P_3,ARLY_0016,OK,,0.9384,1,0.56156290,0.57465255,0.56548262,0.47005519,0.41733238,0.46018538,0.41341272,0.56478274,0.0990,2026-09-10T14:42:49+00:00
ARLY_0016_P_4,ARLY_0016,OK,,0.9279,1,0.56737280,0.57715786,0.57180554,0.47213259,0.42364442,0.46101537,0.41921163,0.56604064,0.0990,2026-09-10T14:42:49+00:00
ARLY_0016_P_5,ARLY_0016,OK,,0.9221,1,0.57637537,0.57935727,0.58267391,0.47249097,0.43151513,0.45665255,0.42521659,0.56351888,0.0990,2026-09-10T14:42:49+00:00
ARLY_0016_S_1,ARLY_0016,OK,,0.7739,4,0.63885903,0.63028586,0.66575080,0.36532077,0.20579314,0.33906227,0.17890146,0.60402733,0.1276,2026-09-10T14:42:49+00:00
ARLY_0016_S_2,ARLY_0016,OK,,0.8799,2,0.68682611,0.70933449,0.71361649,0.47442943,0.22919482,0.44335297,0.20240447,0.67825800,0.1320,2026-09-10T14:42:49+00:00
ARLY_0016_S_3,ARLY_0016,OK,,0.8563,1,0.67970556,0.71420556,0.69225395,0.43997991,0.18732345,0.42698318,0.17477500,0.70120883,0.1284,2026-09-10T14:42:49+00:00
ARLY_0016_S_4,ARLY_0016,OK,,0.9006,2,0.68998945,0.64186120,0.70333081,0.40057647,0.22888553,0.38582012,0.21554413,0.62710488,0.1278,2026-09-10T14:42:49+00:00
ARLY_0016_S_5,ARLY_0016,OK,,0.9101,1,0.75133455,0.57331097,0.75987190,0.32886124,0.28020209,0.31943795,0.27166468,0.56388772,0.1302,2026-09-10T14:42:49+00:00
ARLY_0028_P_1,ARLY_0028,OK,,0.9324,1,0.54833180,0.52855474,0.54837590,0.46915561,0.45132798,0.46902749,0.45128390,0.52842665,0.1020,2026-09-10T14:42:50+00:00
ARLY_0028_P_2,ARLY_0028,OK,,0.9505,1,0.54947031,0.53751588,0.55138600,0.47829196,0.45219290,0.47258785,0.45027724,0.53181177,0.0999,2026-09-10T14:42:50+00:00
ARLY_0028_P_3,ARLY_0028,OK,,0.9341,1,0.55538702,0.52058625,0.55795616,0.46076891,0.45896143,0.45321020,0.45639235,0.51302755,0.1000,2026-09-10T14:42:50+00:00
ARLY_0028_S_1,ARLY_0028,OK,,0.9755,1,0.59214604,0.59500575,0.60635900,0.45254168,0.22273289,0.43101344,0.20851994,0.57347757,0.1269,2026-09-10T14:42:50+00:00
ARLY_0028_S_2,ARLY_0028,OK,,0.8912,1,0.63935632,0.62027532,0.65038067,0.50541610,0.33380517,0.48832434,0.32278076,0.60318357,0.1281,2026-09-10T14:42:50+00:00
ARLY_0028_S_3,ARLY_0028,OK,,0.8868,2,0.56333041,0.46971375,0.57338703,0.36514455,0.28082922,0.34931815,0.27077258,0.45388737,0.1302,2026-09-10T14:42:50+00:00
ARLY_0029_P_1,ARLY_0029,OK,,0.9377,1,0.55995458,0.50506514,0.55810666,0.45056364,0.46512392,0.45616829,0.46697184,0.51066983,0.1045,2026-09-10T14:42:50+00:00
ARLY_0029_P_2,ARLY_0029,OK,,0.9459,1,0.55243951,0.51896703,0.55055797,0.46549678,0.45728213,0.47133178,0.45916367,0.52480203,0.1018,2026-09-10T14:42:50+00:00
ARLY_0029_P_3,ARLY_0029,OK,,0.9457,1,0.55742538,0.51223505,0.55571371,0.45734933,0.46233234,0.46252662,0.46404400,0.51741236,0.1002,2026-09-10T14:42:50+00:00
ARLY_0029_S_1,ARLY_0029,OK,,0.9040,1,0.47587541,0.59297222,0.47405785,0.47497517,0.11833663,0.47805732,0.12015422,0.59605438,0.1239,2026-09-10T14:42:51+00:00
ARLY_0029_S_2,ARLY_0029,OK,,0.9445,1,0.55318987,0.61916667,0.55727035,0.50149220,0.20232543,0.49456897,0.19824496,0.61224341,0.1284,2026-09-10T14:42:51+00:00
ARLY_0029_S_3,ARLY_0029,OK,,0.9595,1,0.56766254,0.64574689,0.56909549,0.52564675,0.21062830,0.52324092,0.20919539,0.64334106,0.1278,2026-09-10T14:42:51+00:00
ARLY_0036_P_1,ARLY_0036,OK,,0.9425,1,0.56194854,0.52184826,0.56538868,0.46071133,0.46062234,0.45023116,0.45718217,0.51136810,0.1009,2026-09-10T14:42:51+00:00
ARLY_0036_P_2,ARLY_0036,OK,,0.9302,1,0.56560469,0.51797497,0.57063943,0.45806360,0.46689487,0.44256407,0.46186006,0.50247544,0.1005,2026-09-10T14:42:51+00:00
ARLY_0036_P_3,ARLY_0036,OK,,0.9464,1,0.55635655,0.52939707,0.56066906,0.46977645,0.45743179,0.45650092,0.45311928,0.51612157,0.1014,2026-09-10T14:42:51+00:00
ARLY_0036_S_1,ARLY_0036,OK,,0.9644,1,0.60586363,0.67959541,0.62754238,0.55732179,0.26595154,0.52126026,0.24427271,0.64353395,0.1277,2026-09-10T14:42:51+00:00
ARLY_0036_S_2,ARLY_0036,OK,,0.9295,1,0.59140348,0.60793221,0.60703695,0.49694216,0.27821308,0.47088924,0.26257962,0.58187926,0.1290,2026-09-10T14:42:51+00:00
ARLY_0036_S_3,ARLY_0036,OK,,0.9042,1,0.59000719,0.51752019,0.60474521,0.40157798,0.25010681,0.37622041,0.23536871,0.49216262,0.1283,2026-09-10T14:42:52+00:00
ARLY_0037_P_1,ARLY_0037,OK,,0.9508,1,0.55289632,0.52547306,0.55355424,0.47105113,0.46593204,0.46916807,0.46527410,0.52359003,0.1013,2026-09-10T14:42:52+00:00
ARLY_0037_P_2,ARLY_0037,OK,,0.9380,1,0.56012905,0.52312964,0.56130016,0.46989095,0.47603425,0.46655646,0.47486314,0.51979512,0.0992,2026-09-10T14:42:52+00:00
ARLY_0037_P_3,ARLY_0037,OK,,0.9404,1,0.54994798,0.52486360,0.55503702,0.47077671,0.46815938,0.45624480,0.46307036,0.51033169,0.1000,2026-09-10T14:42:52+00:00
ARLY_0037_S_1,ARLY_0037,OK,,0.9526,1,0.59896547,0.47269046,0.61230451,0.35070801,0.26783806,0.32951966,0.25449902,0.45150211,0.1276,2026-09-10T14:42:52+00:00
ARLY_0037_S_2,ARLY_0037,OK,,0.9314,1,0.63272172,0.52933770,0.64690840,0.40771964,0.30991918,0.38560796,0.29573247,0.50722599,0.1283,2026-09-10T14:42:52+00:00
ARLY_0037_S_3,ARLY_0037,OK,,0.8710,1,0.65242732,0.48981792,0.66328156,0.37617189,0.34753919,0.35920903,0.33668497,0.47285503,0.1261,2026-09-10T14:42:52+00:00
ARLY_0038_P_1,ARLY_0038,OK,,0.9536,1,0.58386946,0.56491476,0.57947206,0.46637961,0.43727148,0.47766152,0.44166890,0.57619673,0.1013,2026-09-10T14:42:52+00:00
ARLY_0038_P_2,ARLY_0038,OK,,0.9476,1,0.58284831,0.58078676,0.58274740,0.48411036,0.44049272,0.48437428,0.44059363,0.58105075,0.1007,2026-09-10T14:42:52+00:00
ARLY_0038_P_3,ARLY_0038,OK,,0.9514,1,0.58876723,0.57178050,0.59231246,0.47375125,0.44900051,0.46453720,0.44545525,0.56256646,0.1011,2026-09-10T14:42:53+00:00
ARLY_0038_P_4,ARLY_0038,OK,,0.7688,1,0.58334368,0.57440567,0.58723068,0.47475547,0.44859686,0.46514210,0.44470987,0.56479228,0.1006,2026-09-10T14:42:53+00:00
ARLY_0038_P_5,ARLY_0038,OK,,0.9562,1,0.58181560,0.56961101,0.58453161,0.47172189,0.44346568,0.46476373,0.44074973,0.56265283,0.1000,2026-09-10T14:42:53+00:00
ARLY_0049_P_1,ARLY_0049,OK,,0.9260,1,0.53157955,0.53046823,0.53294712,0.49205014,0.46801385,0.48794076,0.46664628,0.52635884,0.1492,2026-09-10T14:42:53+00:00
ARLY_0049_P_2,ARLY_0049,OK,,0.9391,1,0.53188944,0.53779995,0.53267145,0.49947551,0.46600246,0.49705714,0.46522045,0.53538156,0.1439,2026-09-10T14:42:53+00:00
ARLY_0049_S_1,ARLY_0049,OK,,0.9384,1,0.52782661,0.48629966,0.52833200,0.38951239,0.22718361,0.38862786,0.22667821,0.48541513,0.1225,2026-09-10T14:42:53+00:00
ARLY_0049_S_2,ARLY_0049,OK,,0.9542,1,0.56568229,0.49711627,0.56397206,0.39800820,0.26370573,0.40092286,0.26541600,0.50003093,0.1207,2026-09-10T14:42:53+00:00
ARLY_0049_S_3,ARLY_0049,OK,,0.9287,1,0.48915422,0.51958627,0.49045834,0.42444894,0.19483641,0.42216951,0.19353230,0.51730686,0.1243,2026-09-10T14:42:53+00:00
ARLY_0050_P_1,ARLY_0050,OK,,0.9274,1,0.56803685,0.53926235,0.56266475,0.44975287,0.43992081,0.46284941,0.44529292,0.55235887,0.0996,2026-09-10T14:42:53+00:00
ARLY_0050_P_2,ARLY_0050,OK,,0.9178,1,0.56788838,0.54964662,0.56928384,0.46033016,0.44901517,0.45698968,0.44761968,0.54630613,0.0988,2026-09-10T14:42:54+00:00
ARLY_0050_P_3,ARLY_0050,OK,,0.9119,1,0.56784517,0.54373246,0.56944954,0.45490009,0.44799098,0.45100030,0.44638658,0.53983271,0.0989,2026-09-10T14:42:54+00:00
ARLY_0050_S_1,ARLY_0050,OK,,0.8827,1,0.60099804,0.62148583,0.59594667,0.39604327,0.16811016,0.40143555,0.17316154,0.62687808,0.1255,2026-09-10T14:42:54+00:00
