idx,image,status,x,y,w,h,theta,confidence,similarity,aspect_ratio,n_detections,input_path,output_path
272,OPIE_Lapi_95C_S1.jpg,OK,1266,2038,406,1036,0.0,0.714,0.928,2.55,5,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_95C_S1.jpg,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_95C_S1.jpg
273,OPIE_Lapi_95C_S2.jpg,OK,1416,1910,370,988,0.0,0.808,0.9,2.67,3,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_95C_S2.jpg,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_95C_S2.jpg
274,OPIE_Lapi_95C_S3.jpg,OK,1400,1849,406,1012,0.0,0.899,0.932,2.5,4,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_95C_S3.jpg,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_95C_S3.jpg
275,OPIE_Lapi_A1_P1.JPG,OK,2418,1831,489,1206,0.0,0.635,0.91,2.47,2,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_A1_P1.JPG,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_A1_P1.JPG
276,OPIE_Lapi_A1_P2.JPG,OK,2411,1860,470,1230,0.0,0.628,0.906,2.62,1,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_A1_P2.JPG,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_A1_P2.JPG
277,OPIE_Lapi_A1_S1.jpg,OK,1343,1705,370,929,0.0,0.963,0.921,2.51,4,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_A1_S1.jpg,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_A1_S1.jpg
278,OPIE_Lapi_A1_S2.jpg,OK,1526,1439,374,957,0.0,0.937,0.922,2.56,1,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_A1_S2.jpg,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_A1_S2.jpg
279,OPIE_Lapi_A1_S3.jpg,OK,1360,1610,339,878,0.0,0.949,0.901,2.59,4,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_A1_S3.jpg,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_A1_S3.jpg
280,OPIE_Lapi_A1b_P1.JPG,OK,2418,1879,546,1282,0.0,0.494,0.91,2.35,1,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_A1b_P1.JPG,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_A1b_P1.JPG
281,OPIE_Lapi_A1b_P2.JPG,OK,2458,1734,522,1287,0.0,0.412,0.917,2.46,1,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_A1b_P2.JPG,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_A1b_P2.JPG
282,OPIE_Lapi_A1b_S1.jpg,OK,1366,2162,433,1016,0.0,0.881,0.9,2.35,3,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_A1b_S1.jpg,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_A1b_S1.jpg
283,OPIE_Lapi_A1b_S2.jpg,OK,1217,2014,421,1000,0.0,0.874,0.9,2.37,2,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_A1b_S2.jpg,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_A1b_S2.jpg
284,OPIE_Lapi_A1b_S3.jpg,OK,1173,2172,390,969,0.0,0.958,0.899,2.48,2,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_A1b_S3.jpg,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_A1b_S3.jpg
285,OPIE_Lapi_B2_P1.JPG,OK,2477,1841,470,1097,0.0,0.722,0.919,2.33,1,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_B2_P1.JPG,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_B2_P1.JPG
286,OPIE_Lapi_B2_P2.JPG,OK,2504,1819,1097,465,-2.603,0.599,0.923,2.36,2,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_B2_P2.JPG,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_B2_P2.JPG
287,OPIE_Lapi_B2_S1.jpg,OK,1534,1996,386,878,0.0,0.878,0.899,2.28,4,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_B2_S1.jpg,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_B2_S1.jpg
288,OPIE_Lapi_B2_S2.jpg,OK,1660,1910,370,910,0.0,0.883,0.904,2.46,2,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_B2_S2.jpg,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_B2_S2.jpg
289,OPIE_Lapi_B2_S3.jpg,OK,1443,1786,374,854,0.0,0.934,0.929,2.28,2,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_B2_S3.jpg,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_B2_S3.jpg
290,OPIE_Lapi_B2b_P1.JPG,OK,2400,1840,1335,517,-1.364,0.888,0.918,2.58,2,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_B2b_P1.JPG,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_B2b_P1.JPG
291,OPIE_Lapi_B2b_P2.JPG,OK,2411,1888,527,1344,0.0,0.855,0.916,2.55,2,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_B2b_P2.JPG,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_B2b_P2.JPG
292,OPIE_Lapi_B2b_S1.jpg,OK,1250,1943,437,1130,0.0,0.93,0.911,2.59,4,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_B2b_S1.jpg,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_B2b_S1.jpg
293,OPIE_Lapi_B2b_S2.jpg,OK,1227,1888,421,1083,0.0,0.913,0.902,2.57,3,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_B2b_S2.jpg,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_B2b_S2.jpg
294,OPIE_Lapi_B2b_S3.jpg,OK,1242,1675,406,1051,0.0,0.884,0.899,2.59,2,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_B2b_S3.jpg,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_B2b_S3.jpg
295,OPIE_Lapi_D1_P1.JPG,OK,2418,1819,504,1282,0.0,0.877,0.895,2.55,1,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_D1_P1.JPG,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_D1_P1.JPG
296,OPIE_Lapi_D1_P2.JPG,OK,2477,1898,508,1287,0.0,0.822,0.909,2.53,1,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_D1_P2.JPG,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_D1_P2.JPG
297,OPIE_Lapi_D1_S1.jpg,OK,1171,1754,406,1004,0.0,0.812,0.92,2.48,7,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_D1_S1.jpg,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_D1_S1.jpg
298,OPIE_Lapi_D1_S2.jpg,OK,1337,1738,406,988,0.0,0.88,0.906,2.44,4,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_D1_S2.jpg,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_D1_S2.jpg
299,OPIE_Lapi_D1_S3.jpg,OK,1136,1801,374,965,0.0,0.931,0.924,2.58,4,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_D1_S3.jpg,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_D1_S3.jpg
300,OPIE_Lapi_E7_P1.JPG,OK,2487,1841,508,1306,0.0,0.726,0.922,2.57,4,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_E7_P1.JPG,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_E7_P1.JPG
301,OPIE_Lapi_E7_P2.JPG,OK,2458,1831,527,1325,0.0,0.786,0.919,2.51,3,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_E7_P2.JPG,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_E7_P2.JPG
302,OPIE_Lapi_E7_S1.jpg,OK,1471,2053,437,1099,0.0,0.872,0.919,2.51,2,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_E7_S1.jpg,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_E7_S1.jpg
303,OPIE_Lapi_E7_S2.jpg,OK,1471,2083,433,1099,0.0,0.919,0.905,2.54,2,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_E7_S2.jpg,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_E7_S2.jpg
304,OPIE_Lapi_E7_S3.jpg,OK,1439,2020,433,1099,0.0,0.907,0.915,2.54,2,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_E7_S3.jpg,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_E7_S3.jpg
305,OPIE_Lapi_H1_P1.JPG,OK,2411,1869,527,1306,0.0,0.801,0.893,2.48,2,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_H1_P1.JPG,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_H1_P1.JPG
306,OPIE_Lapi_H1_P2.JPG,OK,2468,1888,527,1306,0.0,0.678,0.901,2.48,2,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_H1_P2.JPG,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_H1_P2.JPG
307,OPIE_Lapi_H1_S1.jpg,OK,1392,1965,417,1067,0.0,0.878,0.907,2.56,4,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_H1_S1.jpg,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_H1_S1.jpg
308,OPIE_Lapi_H1_S2.jpg,OK,1345,2006,406,1059,0.0,0.864,0.891,2.61,2,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_H1_S2.jpg,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_H1_S2.jpg
309,OPIE_Lapi_H1_S3.jpg,OK,1288,1794,421,1047,0.0,0.812,0.894,2.49,4,data\images\wide\organized\Bombus_lapidarius\male\OPIE_Lapi_H1_S3.jpg,data\images\crop\organized\Bombus_lapidarius\male\OPIE_Lapi_H1_S3.jpg
310,OPIE_Lapi_070820b_P1.JPG,OK,2449,1945,527,1268,0.0,0.84,0.925,2.41,2,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_070820b_P1.JPG,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_070820b_P1.JPG
311,OPIE_Lapi_070820b_P2.JPG,OK,2439,1943,522,1249,0.0,0.864,0.929,2.39,2,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_070820b_P2.JPG,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_070820b_P2.JPG
312,OPIE_Lapi_070820b_S1.jpg,OK,1335,2109,453,1047,0.0,0.868,0.866,2.31,4,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_070820b_S1.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_070820b_S1.jpg
313,OPIE_Lapi_070820b_S2.jpg,OK,1203,1612,437,1036,0.0,0.875,0.873,2.37,2,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_070820b_S2.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_070820b_S2.jpg
314,OPIE_Lapi_070820b_S3.jpg,OK,1339,1618,417,976,0.0,0.903,0.896,2.34,2,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_070820b_S3.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_070820b_S3.jpg
315,OPIE_Lapi_110702_P1.JPG,OK,2434,1874,423,1088,0.0,0.905,0.933,2.57,2,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_110702_P1.JPG,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_110702_P1.JPG
316,OPIE_Lapi_110702_P2.JPG,OK,2506,1869,451,1116,0.0,0.892,0.923,2.47,2,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_110702_P2.JPG,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_110702_P2.JPG
317,OPIE_Lapi_110702_S1.jpg,OK,1124,2146,339,847,0.0,0.969,0.919,2.5,2,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_110702_S1.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_110702_S1.jpg
318,OPIE_Lapi_110702_S2.jpg,OK,1227,1988,339,862,0.0,0.963,0.902,2.55,4,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_110702_S2.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_110702_S2.jpg
319,OPIE_Lapi_110702_S3.jpg,OK,1400,1744,354,894,0.0,0.952,0.924,2.52,6,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_110702_S3.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_110702_S3.jpg
320,OPIE_Lapi_130720_P1.JPG,OK,2458,1784,546,1363,0.0,0.855,0.927,2.5,2,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720_P1.JPG,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720_P1.JPG
321,OPIE_Lapi_130720_P2.JPG,OK,2439,1850,565,1363,0.0,0.77,0.918,2.41,3,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720_P2.JPG,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720_P2.JPG
322,OPIE_Lapi_130720_S1.jpg,OK,1502,2148,437,1067,0.0,0.87,0.906,2.44,3,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720_S1.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720_S1.jpg
323,OPIE_Lapi_130720_S2.jpg,OK,1394,1845,366,882,0.0,0.941,0.893,2.41,8,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720_S2.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720_S2.jpg
324,OPIE_Lapi_130720_S3.jpg,OK,1370,1855,386,953,0.0,0.942,0.916,2.47,4,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720_S3.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720_S3.jpg
325,OPIE_Lapi_130720b_P1.JPG,OK,2420,1812,451,1135,0.0,0.856,0.935,2.52,3,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720b_P1.JPG,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720b_P1.JPG
326,OPIE_Lapi_130720b_P2.JPG,OK,2458,1812,451,1135,0.0,0.849,0.936,2.52,2,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720b_P2.JPG,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720b_P2.JPG
327,OPIE_Lapi_130720b_S1.jpg,OK,1148,1880,343,862,0.0,0.977,0.889,2.52,4,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720b_S1.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720b_S1.jpg
328,OPIE_Lapi_130720b_S2.jpg,OK,1396,1675,374,917,0.0,0.981,0.905,2.45,5,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720b_S2.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720b_S2.jpg
329,OPIE_Lapi_130720b_S3.jpg,OK,1295,2004,339,843,0.0,0.993,0.894,2.49,2,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720b_S3.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720b_S3.jpg
330,OPIE_Lapi_130720c_P1.JPG,OK,2401,1831,565,1278,0.0,0.824,0.903,2.26,1,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720c_P1.JPG,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720c_P1.JPG
331,OPIE_Lapi_130720c_P2.JPG,OK,2373,1850,565,1306,0.0,0.849,0.906,2.31,3,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720c_P2.JPG,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720c_P2.JPG
332,OPIE_Lapi_130720c_S1.jpg,OK,1203,2164,469,1067,0.0,0.838,0.873,2.28,3,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720c_S1.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720c_S1.jpg
333,OPIE_Lapi_130720c_S2.jpg,OK,1347,1896,469,1095,0.0,0.778,0.82,2.34,4,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720c_S2.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720c_S2.jpg
334,OPIE_Lapi_130720c_S3.jpg,OK,1368,1675,469,1051,0.0,0.907,0.895,2.24,2,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720c_S3.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720c_S3.jpg
335,OPIE_Lapi_130720d_P1.JPG,OK,2468,1791,484,1192,0.0,0.776,0.919,2.46,3,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720d_P1.JPG,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720d_P1.JPG
336,OPIE_Lapi_130720d_P2.JPG,OK,2408,1841,508,1188,0.0,0.631,0.903,2.34,2,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720d_P2.JPG,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720d_P2.JPG
337,OPIE_Lapi_130720d_S1.jpg,OK,1355,1771,985,405,-2.031,0.822,0.889,2.43,2,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720d_S1.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720d_S1.jpg
338,OPIE_Lapi_130720d_S2.jpg,OK,1085,1849,406,988,0.0,0.848,0.884,2.44,5,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720d_S2.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720d_S2.jpg
339,OPIE_Lapi_130720d_S3.jpg,OK,1382,1729,386,953,0.0,0.948,0.9,2.47,6,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720d_S3.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_130720d_S3.jpg
340,OPIE_Lapi_160720b_P1.JPG,OK,2430,1850,489,1230,0.0,0.723,0.88,2.51,2,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_160720b_P1.JPG,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_160720b_P1.JPG
341,OPIE_Lapi_160720b_P2.JPG,OK,2458,1793,489,1249,0.0,0.753,0.897,2.55,1,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_160720b_P2.JPG,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_160720b_P2.JPG
342,OPIE_Lapi_160720b_S1.jpg,OK,1353,1831,402,1051,0.0,0.832,0.891,2.62,5,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_160720b_S1.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_160720b_S1.jpg
343,OPIE_Lapi_160720b_S2.jpg,OK,1232,2059,417,1063,0.0,0.824,0.906,2.55,4,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_160720b_S2.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_160720b_S2.jpg
344,OPIE_Lapi_160720b_S3.jpg,OK,1345,1794,421,1067,0.0,0.755,0.908,2.53,4,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_160720b_S3.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_160720b_S3.jpg
345,OPIE_Lapi_200720_P1.JPG,OK,2427,1857,504,1302,0.0,0.796,0.92,2.58,2,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_200720_P1.JPG,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_200720_P1.JPG
346,OPIE_Lapi_200720_P2.JPG,OK,2430,1831,527,1306,0.0,0.73,0.914,2.48,3,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_200720_P2.JPG,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_200720_P2.JPG
347,OPIE_Lapi_200720_S1.jpg,OK,1329,1977,409,1036,0.0,0.808,0.891,2.53,3,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_200720_S1.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_200720_S1.jpg
348,OPIE_Lapi_200720_S2.jpg,OK,1368,2030,390,988,0.0,0.85,0.892,2.54,5,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_200720_S2.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_200720_S2.jpg
349,OPIE_Lapi_200720_S3.jpg,OK,1486,1736,402,1004,0.0,0.873,0.891,2.5,3,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_200720_S3.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_200720_S3.jpg
350,OPIE_Lapi_220620_P1.JPG,OK,2420,1812,489,1173,0.0,0.831,0.927,2.4,2,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620_P1.JPG,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620_P1.JPG
351,OPIE_Lapi_220620_P2.JPG,OK,2458,1812,489,1173,0.0,0.853,0.93,2.4,3,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620_P2.JPG,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620_P2.JPG
352,OPIE_Lapi_220620_S1.jpg,OK,1160,1896,406,980,0.0,0.888,0.88,2.42,4,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620_S1.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620_S1.jpg
353,OPIE_Lapi_220620_S2.jpg,OK,1313,1746,390,941,0.0,0.963,0.854,2.41,4,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620_S2.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620_S2.jpg
354,OPIE_Lapi_220620_S3.jpg,OK,1353,1691,374,925,0.0,0.979,0.86,2.47,3,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620_S3.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620_S3.jpg
355,OPIE_Lapi_220620b_P1.JPG,OK,2487,1822,508,1192,0.0,0.9,0.922,2.35,3,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620b_P1.JPG,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620b_P1.JPG
356,OPIE_Lapi_220620b_P2.JPG,OK,2477,1841,508,1211,0.0,0.89,0.924,2.38,4,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620b_P2.JPG,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620b_P2.JPG
357,OPIE_Lapi_220620b_S1.jpg,OK,1404,1872,421,996,0.0,0.885,0.896,2.36,4,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620b_S1.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620b_S1.jpg
358,OPIE_Lapi_220620b_S2.jpg,OK,1250,2038,406,941,0.0,0.95,0.864,2.32,3,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620b_S2.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620b_S2.jpg
359,OPIE_Lapi_220620b_S3.jpg,OK,1211,1998,390,925,0.0,0.977,0.902,2.37,3,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620b_S3.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620b_S3.jpg
360,OPIE_Lapi_220620c_P1.JPG,OK,2427,1829,446,1112,0.0,0.65,0.918,2.49,3,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620c_P1.JPG,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620c_P1.JPG
361,OPIE_Lapi_220620c_P2.JPG,OK,2463,1848,446,1107,0.0,0.823,0.925,2.48,2,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620c_P2.JPG,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620c_P2.JPG
362,OPIE_Lapi_220620c_S1.jpg,OK,1039,1855,354,890,0.0,0.94,0.912,2.51,3,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620c_S1.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620c_S1.jpg
363,OPIE_Lapi_220620c_S2.jpg,OK,1160,1723,374,917,0.0,0.953,0.878,2.45,5,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620c_S2.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620c_S2.jpg
364,OPIE_Lapi_220620c_S3.jpg,OK,1447,1573,390,957,0.0,0.948,0.903,2.45,3,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620c_S3.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620c_S3.jpg
365,OPIE_Lapi_220620d_P1.JPG,OK,2477,1822,470,1173,0.0,0.884,0.915,2.49,1,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620d_P1.JPG,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620d_P1.JPG
366,OPIE_Lapi_220620d_P2.JPG,OK,2437,1841,470,1168,0.0,0.829,0.92,2.48,2,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620d_P2.JPG,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620d_P2.JPG
367,OPIE_Lapi_220620d_S1.jpg,OK,1321,2227,374,925,0.0,0.979,0.915,2.47,4,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620d_S1.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620d_S1.jpg
368,OPIE_Lapi_220620d_S2.jpg,OK,1449,1801,374,929,0.0,0.968,0.911,2.48,4,data\images\wide\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620d_S2.jpg,data\images\crop\organized\Bombus_lapidarius\worker\OPIE_Lapi_220620d_S2.jpg
