idx,image,status,x,y,w,h,theta,confidence,similarity,aspect_ratio,n_detections,input_path,output_path
178,WB1_23_0080_3,OK,396,2239,284,662,0.0,0.979,0.864,2.33,1,data\images\wide\terrain\tarek\WB1_23_0080_3.jpg,data\images\crop\terrain\tarek\WB1_23_0080_3.jpg
179,WB1_23_0081_1,OK,448,2473,320,873,0.0,0.778,0.836,2.73,2,data\images\wide\terrain\tarek\WB1_23_0081_1.jpg,data\images\crop\terrain\tarek\WB1_23_0081_1.jpg
180,WB1_23_0081_2,OK,445,2391,889,282,-9.782,0.352,0.834,3.15,2,data\images\wide\terrain\tarek\WB1_23_0081_2.jpg,data\images\crop\terrain\tarek\WB1_23_0081_2.jpg
181,WB1_23_0081_3,OK,1096,92,184,918,0.0,0.161,0.476,4.98,2,data\images\wide\terrain\tarek\WB1_23_0081_3.jpg,data\images\crop\terrain\tarek\WB1_23_0081_3.jpg
182,WB1_23_0082_1,OK,495,2167,319,823,0.0,0.967,0.797,2.58,2,data\images\wide\terrain\tarek\WB1_23_0082_1.jpg,data\images\crop\terrain\tarek\WB1_23_0082_1.jpg
183,WB1_23_0082_2,OK,412,2174,297,801,0.0,0.895,0.81,2.7,1,data\images\wide\terrain\tarek\WB1_23_0082_2.jpg,data\images\crop\terrain\tarek\WB1_23_0082_2.jpg
184,WB1_23_0082_3,OK,396,2122,302,770,0.0,0.904,0.84,2.55,1,data\images\wide\terrain\tarek\WB1_23_0082_3.jpg,data\images\crop\terrain\tarek\WB1_23_0082_3.jpg
185,WB1_23_0083_1,OK,521,2748,830,283,-24.05,0.928,0.781,2.93,1,data\images\wide\terrain\tarek\WB1_23_0083_1.jpg,data\images\crop\terrain\tarek\WB1_23_0083_1.jpg
186,WB1_23_0083_2,OK,633,2865,795,272,-25.346,0.865,0.836,2.92,1,data\images\wide\terrain\tarek\WB1_23_0083_2.jpg,data\images\crop\terrain\tarek\WB1_23_0083_2.jpg
187,WB1_23_0083_3,OK,536,2879,786,261,-25.542,0.792,0.799,3.01,3,data\images\wide\terrain\tarek\WB1_23_0083_3.jpg,data\images\crop\terrain\tarek\WB1_23_0083_3.jpg
188,WB1_23_0084_1,OK,540,2959,320,770,0.0,0.958,0.854,2.41,2,data\images\wide\terrain\tarek\WB1_23_0084_1.jpg,data\images\crop\terrain\tarek\WB1_23_0084_1.jpg
189,WB1_23_0084_2,OK,547,2950,301,747,0.0,0.962,0.818,2.48,2,data\images\wide\terrain\tarek\WB1_23_0084_2.jpg,data\images\crop\terrain\tarek\WB1_23_0084_2.jpg
190,WB1_23_0084_3,OK,547,2986,301,747,0.0,0.957,0.841,2.48,3,data\images\wide\terrain\tarek\WB1_23_0084_3.jpg,data\images\crop\terrain\tarek\WB1_23_0084_3.jpg
191,WB1_23_0085_1,OK,619,2734,302,639,0.0,0.962,0.869,2.12,1,data\images\wide\terrain\tarek\WB1_23_0085_1.jpg,data\images\crop\terrain\tarek\WB1_23_0085_1.jpg
192,WB1_23_0085_2,OK,441,2752,302,644,0.0,0.965,0.833,2.13,1,data\images\wide\terrain\tarek\WB1_23_0085_2.jpg,data\images\crop\terrain\tarek\WB1_23_0085_2.jpg
193,WB1_23_0085_3,OK,556,2698,301,621,0.0,0.976,0.856,2.06,2,data\images\wide\terrain\tarek\WB1_23_0085_3.jpg,data\images\crop\terrain\tarek\WB1_23_0085_3.jpg
194,WB1_23_0086_1,OK,387,2770,265,715,0.0,0.84,0.82,2.69,2,data\images\wide\terrain\tarek\WB1_23_0086_1.jpg,data\images\crop\terrain\tarek\WB1_23_0086_1.jpg
195,WB1_23_0086_2,OK,351,2833,283,679,0.0,0.898,0.809,2.4,1,data\images\wide\terrain\tarek\WB1_23_0086_2.jpg,data\images\crop\terrain\tarek\WB1_23_0086_2.jpg
196,WB1_23_0086_3,OK,318,2814,656,266,-5.711,0.857,0.811,2.46,1,data\images\wide\terrain\tarek\WB1_23_0086_3.jpg,data\images\crop\terrain\tarek\WB1_23_0086_3.jpg
197,WB1_23_0087_1,OK,410,2761,775,308,-23.518,0.989,0.832,2.52,1,data\images\wide\terrain\tarek\WB1_23_0087_1.jpg,data\images\crop\terrain\tarek\WB1_23_0087_1.jpg
198,WB1_23_0087_2,OK,450,2833,319,733,0.0,0.905,0.821,2.3,1,data\images\wide\terrain\tarek\WB1_23_0087_2.jpg,data\images\crop\terrain\tarek\WB1_23_0087_2.jpg
199,WB1_23_0087_3,OK,420,2875,715,294,-0.939,0.941,0.767,2.43,1,data\images\wide\terrain\tarek\WB1_23_0087_3.jpg,data\images\crop\terrain\tarek\WB1_23_0087_3.jpg
200,WB1_23_0126_1,OK,684,2310,303,732,0.0,0.991,0.901,2.42,2,data\images\wide\terrain\tonie\WB1_23_0126_1.jpg,data\images\crop\terrain\tonie\WB1_23_0126_1.jpg
201,WB1_23_0126_2,OK,813,2353,316,772,0.0,0.993,0.899,2.44,2,data\images\wide\terrain\tonie\WB1_23_0126_2.jpg,data\images\crop\terrain\tonie\WB1_23_0126_2.jpg
202,WB1_23_0126_3,OK,912,2021,339,862,0.0,0.979,0.892,2.55,1,data\images\wide\terrain\tonie\WB1_23_0126_3.jpg,data\images\crop\terrain\tonie\WB1_23_0126_3.jpg
203,WB1_23_0127_1,OK,732,1876,339,610,0.0,0.816,0.84,1.8,5,data\images\wide\terrain\tonie\WB1_23_0127_1.jpg,data\images\crop\terrain\tonie\WB1_23_0127_1.jpg
204,WB1_23_0127_2,OK,732,1425,339,610,0.0,0.5,0.836,1.8,4,data\images\wide\terrain\tonie\WB1_23_0127_2.jpg,data\images\crop\terrain\tonie\WB1_23_0127_2.jpg
205,WB1_23_0127_3,OK,798,1797,331,648,13.799,0.849,0.853,1.96,5,data\images\wide\terrain\tonie\WB1_23_0127_3.jpg,data\images\crop\terrain\tonie\WB1_23_0127_3.jpg
206,WB1_23_0128_1,OK,578,2237,447,772,0.0,0.966,0.816,1.73,5,data\images\wide\terrain\tonie\WB1_23_0128_1.jpg,data\images\crop\terrain\tonie\WB1_23_0128_1.jpg
207,WB1_23_0128_2,OK,704,2192,429,772,0.0,0.927,0.788,1.8,6,data\images\wide\terrain\tonie\WB1_23_0128_2.jpg,data\images\crop\terrain\tonie\WB1_23_0128_2.jpg
208,WB1_23_0128_3,OK,686,2192,465,808,0.0,0.975,0.865,1.74,7,data\images\wide\terrain\tonie\WB1_23_0128_3.jpg,data\images\crop\terrain\tonie\WB1_23_0128_3.jpg
209,WB1_23_0129_1,OK,415,2129,411,808,0.0,0.971,0.875,1.97,6,data\images\wide\terrain\tonie\WB1_23_0129_1.jpg,data\images\crop\terrain\tonie\WB1_23_0129_1.jpg
210,WB1_23_0129_2,OK,612,2127,331,708,8.746,0.894,0.892,2.14,6,data\images\wide\terrain\tonie\WB1_23_0129_2.jpg,data\images\crop\terrain\tonie\WB1_23_0129_2.jpg
211,WB1_23_0129_3,OK,515,1750,411,899,0.0,0.975,0.904,2.19,5,data\images\wide\terrain\tonie\WB1_23_0129_3.jpg,data\images\crop\terrain\tonie\WB1_23_0129_3.jpg
212,WB1_23_0129_4,OK,424,1687,357,718,0.0,0.975,0.894,2.01,3,data\images\wide\terrain\tonie\WB1_23_0129_4.jpg,data\images\crop\terrain\tonie\WB1_23_0129_4.jpg
213,WB1_23_0130_1,OK,552,2085,259,616,30.964,0.981,0.879,2.38,3,data\images\wide\terrain\tonie\WB1_23_0130_1.jpg,data\images\crop\terrain\tonie\WB1_23_0130_1.jpg
214,WB1_23_0130_2,OK,435,2281,273,653,18.435,0.979,0.854,2.39,2,data\images\wide\terrain\tonie\WB1_23_0130_2.jpg,data\images\crop\terrain\tonie\WB1_23_0130_2.jpg
215,WB1_23_0130_3,OK,533,2013,272,610,32.845,0.978,0.864,2.24,3,data\images\wide\terrain\tonie\WB1_23_0130_3.jpg,data\images\crop\terrain\tonie\WB1_23_0130_3.jpg
216,WB1_23_0131_1,OK,479,1750,303,862,0.0,0.706,0.794,2.85,3,data\images\wide\terrain\tonie\WB1_23_0131_1.jpg,data\images\crop\terrain\tonie\WB1_23_0131_1.jpg
217,WB1_23_0131_2,OK,587,2064,280,754,0.0,0.983,0.842,2.69,1,data\images\wide\terrain\tonie\WB1_23_0131_2.jpg,data\images\crop\terrain\tonie\WB1_23_0131_2.jpg
218,WB1_23_0131_3,OK,713,2165,303,790,0.0,0.971,0.868,2.61,4,data\images\wide\terrain\tonie\WB1_23_0131_3.jpg,data\images\crop\terrain\tonie\WB1_23_0131_3.jpg
219,WB1_23_0132_1,OK,632,1858,303,736,0.0,0.975,0.879,2.43,4,data\images\wide\terrain\tonie\WB1_23_0132_1.jpg,data\images\crop\terrain\tonie\WB1_23_0132_1.jpg
220,WB1_23_0132_2,OK,722,1867,321,736,0.0,0.978,0.906,2.3,4,data\images\wide\terrain\tonie\WB1_23_0132_2.jpg,data\images\crop\terrain\tonie\WB1_23_0132_2.jpg
221,WB1_23_0132_3,OK,768,2111,303,718,0.0,0.99,0.923,2.37,3,data\images\wide\terrain\tonie\WB1_23_0132_3.jpg,data\images\crop\terrain\tonie\WB1_23_0132_3.jpg
222,WB1_23_0133_1,OK,795,1831,212,519,0.0,0.963,0.843,2.45,6,data\images\wide\terrain\tonie\WB1_23_0133_1.jpg,data\images\crop\terrain\tonie\WB1_23_0133_1.jpg
223,WB1_23_0133_2,OK,713,1840,230,537,0.0,0.948,0.882,2.33,4,data\images\wide\terrain\tonie\WB1_23_0133_2.jpg,data\images\crop\terrain\tonie\WB1_23_0133_2.jpg
224,WB1_23_0133_3,OK,603,2039,303,677,0.0,0.979,0.914,2.24,1,data\images\wide\terrain\tonie\WB1_23_0133_3.jpg,data\images\crop\terrain\tonie\WB1_23_0133_3.jpg
225,WB1_23_0134_1,OK,686,1867,357,844,0.0,0.988,0.875,2.37,4,data\images\wide\terrain\tonie\WB1_23_0134_1.jpg,data\images\crop\terrain\tonie\WB1_23_0134_1.jpg
226,WB1_23_0134_2,OK,732,2061,312,790,0.0,0.989,0.909,2.54,4,data\images\wide\terrain\tonie\WB1_23_0134_2.jpg,data\images\crop\terrain\tonie\WB1_23_0134_2.jpg
227,WB1_23_0134_3,OK,732,2046,316,790,0.0,0.989,0.912,2.5,3,data\images\wide\terrain\tonie\WB1_23_0134_3.jpg,data\images\crop\terrain\tonie\WB1_23_0134_3.jpg
228,WB1_23_0135_1,OK,434,1883,316,736,0.0,0.988,0.797,2.33,4,data\images\wide\terrain\tonie\WB1_23_0135_1.jpg,data\images\crop\terrain\tonie\WB1_23_0135_1.jpg
229,WB1_23_0135_2,OK,551,1885,321,754,0.0,0.978,0.933,2.35,3,data\images\wide\terrain\tonie\WB1_23_0135_2.jpg,data\images\crop\terrain\tonie\WB1_23_0135_2.jpg
230,WB1_23_0135_3,OK,479,1822,339,754,0.0,0.983,0.926,2.23,3,data\images\wide\terrain\tonie\WB1_23_0135_3.jpg,data\images\crop\terrain\tonie\WB1_23_0135_3.jpg
231,WB1_23_0135_4,OK,506,1840,339,736,0.0,0.99,0.912,2.17,4,data\images\wide\terrain\tonie\WB1_23_0135_4.jpg,data\images\crop\terrain\tonie\WB1_23_0135_4.jpg
232,WB1_23_0106_1,OK,965,2795,199,477,0.0,0.799,0.778,2.39,1,data\images\wide\terrain\victor\WB1_23_0106_1.jpg,data\images\crop\terrain\victor\WB1_23_0106_1.jpg
233,WB1_23_0106_2,OK,1066,2639,168,430,0.0,0.884,0.821,2.56,2,data\images\wide\terrain\victor\WB1_23_0106_2.jpg,data\images\crop\terrain\victor\WB1_23_0106_2.jpg
234,WB1_23_0106_3,OK,842,2725,152,387,0.0,0.784,0.885,2.54,2,data\images\wide\terrain\victor\WB1_23_0106_3.jpg,data\images\crop\terrain\victor\WB1_23_0106_3.jpg
235,WB1_23_0107_1,OK,1490,2279,199,465,0.0,0.791,0.884,2.33,1,data\images\wide\terrain\victor\WB1_23_0107_1.jpg,data\images\crop\terrain\victor\WB1_23_0107_1.jpg
236,WB1_23_0107_2,OK,1412,2646,215,527,0.0,0.951,0.882,2.45,5,data\images\wide\terrain\victor\WB1_23_0107_2.jpg,data\images\crop\terrain\victor\WB1_23_0107_2.jpg
237,WB1_23_0107_3,OK,1037,2717,230,527,0.0,0.947,0.875,2.29,2,data\images\wide\terrain\victor\WB1_23_0107_3.jpg,data\images\crop\terrain\victor\WB1_23_0107_3.jpg
238,WB1_23_0108_1,OK,1271,2537,246,559,0.0,0.93,0.885,2.27,2,data\images\wide\terrain\victor\WB1_23_0108_1.jpg,data\images\crop\terrain\victor\WB1_23_0108_1.jpg
239,WB1_23_0108_2,OK,1006,2592,199,496,0.0,0.938,0.817,2.49,3,data\images\wide\terrain\victor\WB1_23_0108_2.jpg,data\images\crop\terrain\victor\WB1_23_0108_2.jpg
240,WB1_23_0108_3,OK,865,3279,230,527,0.0,0.903,0.856,2.29,2,data\images\wide\terrain\victor\WB1_23_0108_3.jpg,data\images\crop\terrain\victor\WB1_23_0108_3.jpg
241,WB1_23_0109_1,OK,1139,1920,168,449,0.0,0.607,0.858,2.67,2,data\images\wide\terrain\victor\WB1_23_0109_1.jpg,data\images\crop\terrain\victor\WB1_23_0109_1.jpg
242,WB1_23_0109_2,OK,998,2850,215,543,0.0,0.978,0.86,2.53,2,data\images\wide\terrain\victor\WB1_23_0109_2.jpg,data\images\crop\terrain\victor\WB1_23_0109_2.jpg
243,WB1_23_0110_1,OK,1372,2426,559,230,-4.686,0.921,0.895,2.43,3,data\images\wide\terrain\victor\WB1_23_0110_1.jpg,data\images\crop\terrain\victor\WB1_23_0110_1.jpg
244,WB1_23_0110_2,OK,1006,2865,215,527,0.0,0.914,0.844,2.45,3,data\images\wide\terrain\victor\WB1_23_0110_2.jpg,data\images\crop\terrain\victor\WB1_23_0110_2.jpg
245,WB1_23_0111_1,OK,1248,2475,184,480,0.0,0.726,0.834,2.62,2,data\images\wide\terrain\victor\WB1_23_0111_1.jpg,data\images\crop\terrain\victor\WB1_23_0111_1.jpg
246,WB1_23_0111_2,OK,928,2396,184,465,0.0,0.573,0.857,2.53,1,data\images\wide\terrain\victor\WB1_23_0111_2.jpg,data\images\crop\terrain\victor\WB1_23_0111_2.jpg
247,WB1_23_0111_3,OK,1170,2795,168,449,0.0,0.738,0.872,2.67,2,data\images\wide\terrain\victor\WB1_23_0111_3.jpg,data\images\crop\terrain\victor\WB1_23_0111_3.jpg
248,WB1_23_0112_1,OK,1170,2521,246,637,0.0,0.931,0.838,2.59,2,data\images\wide\terrain\victor\WB1_23_0112_1.jpg,data\images\crop\terrain\victor\WB1_23_0112_1.jpg
249,WB1_23_0112_2,OK,992,2979,257,649,5.274,0.782,0.885,2.53,2,data\images\wide\terrain\victor\WB1_23_0112_2.jpg,data\images\crop\terrain\victor\WB1_23_0112_2.jpg
250,WB1_23_0113_1,OK,1120,1612,694,248,-21.801,0.91,0.857,2.8,1,data\images\wide\terrain\victor\WB1_23_0113_1.jpg,data\images\crop\terrain\victor\WB1_23_0113_1.jpg
251,WB1_23_0113_2,OK,1324,1692,637,238,-1.364,0.812,0.832,2.68,2,data\images\wide\terrain\victor\WB1_23_0113_2.jpg,data\images\crop\terrain\victor\WB1_23_0113_2.jpg
252,WB1_23_0113_3,OK,1061,1816,670,240,-21.176,0.581,0.853,2.79,2,data\images\wide\terrain\victor\WB1_23_0113_3.jpg,data\images\crop\terrain\victor\WB1_23_0113_3.jpg
253,WB1_23_0114_1,OK,1417,2882,192,490,14.349,0.335,0.865,2.55,2,data\images\wide\terrain\victor\WB1_23_0114_1.jpg,data\images\crop\terrain\victor\WB1_23_0114_1.jpg
254,WB1_23_0114_2,OK,1357,3075,203,528,18.97,0.495,0.847,2.61,2,data\images\wide\terrain\victor\WB1_23_0114_2.jpg,data\images\crop\terrain\victor\WB1_23_0114_2.jpg
255,WB1_23_0114_3,SUSPECT,2217,1889,637,605,-90.0,0.426,0.398,1.05,3,data\images\wide\terrain\victor\WB1_23_0114_3.jpg,data\images\crop\terrain\victor\WB1_23_0114_3.jpg
256,WB1_23_0114_4,OK,1391,3065,185,471,15.255,0.427,0.87,2.54,3,data\images\wide\terrain\victor\WB1_23_0114_4.jpg,data\images\crop\terrain\victor\WB1_23_0114_4.jpg
257,WB1_23_0115_1,OK,1355,2316,211,539,0.0,0.9,0.814,2.56,2,data\images\wide\terrain\victor\WB1_23_0115_1.jpg,data\images\crop\terrain\victor\WB1_23_0115_1.jpg
258,WB1_23_0115_2,OK,1042,2102,486,183,-3.327,0.539,0.872,2.65,1,data\images\wide\terrain\victor\WB1_23_0115_2.jpg,data\images\crop\terrain\victor\WB1_23_0115_2.jpg
259,WB1_23_0115_3,OK,715,2711,533,200,-8.616,0.47,0.846,2.67,1,data\images\wide\terrain\victor\WB1_23_0115_3.jpg,data\images\crop\terrain\victor\WB1_23_0115_3.jpg
260,WB1_23_0016_1,OK,1436,2442,280,510,0.0,0.913,0.749,1.82,1,data\images\wide\terrain\yvan\WB1_23_0016_1.jpg,data\images\crop\terrain\yvan\WB1_23_0016_1.jpg
261,WB1_23_0016_2,OK,211,227,227,418,0.0,0.423,0.836,1.84,1,data\images\wide\terrain\yvan\WB1_23_0016_2.jpg,data\images\crop\terrain\yvan\WB1_23_0016_2.jpg
262,WB1_23_0016_3,OK,1450,2280,253,456,0.0,0.732,0.698,1.8,2,data\images\wide\terrain\yvan\WB1_23_0016_3.jpg,data\images\crop\terrain\yvan\WB1_23_0016_3.jpg
263,WB1_23_0017_1,OK,199,298,202,393,0.0,0.518,0.831,1.95,1,data\images\wide\terrain\yvan\WB1_23_0017_1.jpg,data\images\crop\terrain\yvan\WB1_23_0017_1.jpg
264,WB1_23_0017_2,OK,1316,2771,444,199,-30.256,0.201,0.787,2.23,3,data\images\wide\terrain\yvan\WB1_23_0017_2.jpg,data\images\crop\terrain\yvan\WB1_23_0017_2.jpg
265,WB1_23_0017_3,OK,1632,2341,213,415,0.0,0.489,0.743,1.95,6,data\images\wide\terrain\yvan\WB1_23_0017_3.jpg,data\images\crop\terrain\yvan\WB1_23_0017_3.jpg
266,WB1_23_0018_1,OK,1245,2734,404,189,-3.271,0.65,0.817,2.14,6,data\images\wide\terrain\yvan\WB1_23_0018_1.jpg,data\images\crop\terrain\yvan\WB1_23_0018_1.jpg
267,WB1_23_0018_2,OK,206,263,201,413,0.0,0.457,0.863,2.06,3,data\images\wide\terrain\yvan\WB1_23_0018_2.jpg,data\images\crop\terrain\yvan\WB1_23_0018_2.jpg
268,WB1_23_0018_3,OK,1159,2847,226,442,0.0,0.905,0.838,1.96,3,data\images\wide\terrain\yvan\WB1_23_0018_3.jpg,data\images\crop\terrain\yvan\WB1_23_0018_3.jpg
269,WB1_23_0019_1,OK,1477,2454,169,402,0.0,0.729,0.851,2.38,5,data\images\wide\terrain\yvan\WB1_23_0019_1.jpg,data\images\crop\terrain\yvan\WB1_23_0019_1.jpg
270,WB1_23_0019_2,OK,849,2158,199,550,0.0,0.702,0.868,2.76,1,data\images\wide\terrain\yvan\WB1_23_0019_2.jpg,data\images\crop\terrain\yvan\WB1_23_0019_2.jpg
271,WB1_23_0019_3,OK,214,181,189,424,0.0,0.417,0.826,2.25,1,data\images\wide\terrain\yvan\WB1_23_0019_3.jpg,data\images\crop\terrain\yvan\WB1_23_0019_3.jpg
272,WB1_23_0020_1,OK,1180,2791,196,483,0.0,0.792,0.828,2.47,5,data\images\wide\terrain\yvan\WB1_23_0020_1.jpg,data\images\crop\terrain\yvan\WB1_23_0020_1.jpg
273,WB1_23_0020_2,OK,1045,2773,213,483,0.0,0.726,0.813,2.27,1,data\images\wide\terrain\yvan\WB1_23_0020_2.jpg,data\images\crop\terrain\yvan\WB1_23_0020_2.jpg
274,WB1_23_0020_3,OK,964,2940,196,483,0.0,0.52,0.805,2.47,1,data\images\wide\terrain\yvan\WB1_23_0020_3.jpg,data\images\crop\terrain\yvan\WB1_23_0020_3.jpg
275,WB1_23_0021_1,OK,1065,2656,169,388,0.0,0.674,0.819,2.3,2,data\images\wide\terrain\yvan\WB1_23_0021_1.jpg,data\images\crop\terrain\yvan\WB1_23_0021_1.jpg
276,WB1_23_0021_2,FAILED,,,,,,,,,0,data\images\wide\terrain\yvan\WB1_23_0021_2.jpg,
277,WB1_23_0021_3,OK,1139,2698,280,645,0.0,0.981,0.824,2.3,1,data\images\wide\terrain\yvan\WB1_23_0021_3.jpg,data\images\crop\terrain\yvan\WB1_23_0021_3.jpg
278,WB1_23_0022_1,OK,950,2145,253,591,0.0,0.978,0.843,2.33,1,data\images\wide\terrain\yvan\WB1_23_0022_1.jpg,data\images\crop\terrain\yvan\WB1_23_0022_1.jpg
279,WB1_23_0022_2,OK,748,2712,280,618,0.0,0.951,0.81,2.2,1,data\images\wide\terrain\yvan\WB1_23_0022_2.jpg,data\images\crop\terrain\yvan\WB1_23_0022_2.jpg
280,WB1_23_0022_3,OK,776,2219,240,560,0.0,0.99,0.812,2.34,1,data\images\wide\terrain\yvan\WB1_23_0022_3.jpg,data\images\crop\terrain\yvan\WB1_23_0022_3.jpg
281,WB1_23_0023_1,OK,1207,2482,334,726,0.0,0.934,0.853,2.17,1,data\images\wide\terrain\yvan\WB1_23_0023_1.jpg,data\images\crop\terrain\yvan\WB1_23_0023_1.jpg
282,WB1_23_0023_2,OK,355,270,317,704,0.0,0.68,0.871,2.22,1,data\images\wide\terrain\yvan\WB1_23_0023_2.jpg,data\images\crop\terrain\yvan\WB1_23_0023_2.jpg
283,WB1_23_0023_3,OK,1058,1996,361,807,0.0,0.849,0.831,2.23,1,data\images\wide\terrain\yvan\WB1_23_0023_3.jpg,data\images\crop\terrain\yvan\WB1_23_0023_3.jpg
284,WB1_23_0024_1,OK,1193,2010,280,672,0.0,0.948,0.784,2.4,1,data\images\wide\terrain\yvan\WB1_23_0024_1.jpg,data\images\crop\terrain\yvan\WB1_23_0024_1.jpg
285,WB1_23_0024_2,OK,1186,2712,280,658,0.0,0.89,0.845,2.35,1,data\images\wide\terrain\yvan\WB1_23_0024_2.jpg,data\images\crop\terrain\yvan\WB1_23_0024_2.jpg
286,WB1_23_0024_3,OK,687,2290,327,820,0.0,0.909,0.848,2.51,1,data\images\wide\terrain\yvan\WB1_23_0024_3.jpg,data\images\crop\terrain\yvan\WB1_23_0024_3.jpg
287,WB1_23_0025_1,OK,1207,1983,253,618,0.0,0.966,0.861,2.44,1,data\images\wide\terrain\yvan\WB1_23_0025_1.jpg,data\images\crop\terrain\yvan\WB1_23_0025_1.jpg
288,WB1_23_0025_2,OK,422,350,339,838,0.0,0.345,0.866,2.47,1,data\images\wide\terrain\yvan\WB1_23_0025_2.jpg,data\images\crop\terrain\yvan\WB1_23_0025_2.jpg
289,WB1_23_0025_3,OK,1092,2415,415,982,0.0,0.174,0.813,2.37,1,data\images\wide\terrain\yvan\WB1_23_0025_3.jpg,data\images\crop\terrain\yvan\WB1_23_0025_3.jpg
290,WB1_23_0026_1,OK,1195,1738,304,810,0.0,0.949,0.797,2.67,1,data\images\wide\terrain\yvan\WB1_23_0026_1.jpg,data\images\crop\terrain\yvan\WB1_23_0026_1.jpg
291,WB1_23_0026_2,OK,989,1510,334,857,0.0,0.946,0.796,2.57,2,data\images\wide\terrain\yvan\WB1_23_0026_2.jpg,data\images\crop\terrain\yvan\WB1_23_0026_2.jpg
292,WB1_23_0026_3,OK,1119,2152,429,1063,0.0,0.678,0.789,2.48,3,data\images\wide\terrain\yvan\WB1_23_0026_3.jpg,data\images\crop\terrain\yvan\WB1_23_0026_3.jpg
