num_inv,collection_origine,mode_capture,jj,mm,aaaa,region,localite,collecteur,ordre,famille,genre,espece,caste,identificateur,année_identification,photographe,specimen,appareil,n_photos
N174,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N174,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N174,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N175,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N175,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N176,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N180,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N180,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N181,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N181,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N183,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N183,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N184,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N184,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N196,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N196,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N205,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pratorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N205,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pratorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N210,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N210,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N213,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N213,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N220,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N220,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N221,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Lucorum,Mâle,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,5
N221,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Lucorum,Mâle,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,5
N222,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Vestalis,Mâle,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,5
N222,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Vestalis,Mâle,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,5
N223,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N223,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N224,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N224,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N225,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N225,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N227,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N227,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N228,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Vestalis,Mâle,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,5
N228,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Vestalis,Mâle,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,5
N229,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N229,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N230,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Vestalis,Mâle,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,5
N230,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Vestalis,Mâle,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,5
N231,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N231,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N234,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris,Mâle,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,5
N234,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris,Mâle,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,5
N290,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N290,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N291,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N291,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N306,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N306,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N324,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N324,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N342,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N342,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N343,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N343,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N359,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N359,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N360,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N360,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N384,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pratorum,Mâle,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,5
N384,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pratorum,Mâle,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,5
N385,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pratorum,Mâle,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,5
N385,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pratorum,Mâle,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,5
N387,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Mâle,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,5
N387,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Mâle,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,5
N390,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N390,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N391,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N391,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N392,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N392,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N407,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pratorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N407,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pratorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N408,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Lapidarius,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,4
N408,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Lapidarius,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,4
N409,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N409,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N410,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N410,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N411,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N411,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N413,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Lapidarius,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,4
N413,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Lapidarius,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,4
N423,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N423,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N463,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N463,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N489,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N489,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N492,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N492,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N562,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N562,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N563,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N563,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N579,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N579,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris(?),Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N620,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N620,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N625,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,3
N625,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pascuorum,Ouvrière,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,3
N628,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pratorum,Mâle,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,5
N628,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Pratorum,Mâle,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,5
N629,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris,Mâle,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,5
N629,Collection IEES ZANINOTTO,Filet,,,2020,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,Terrestris,Mâle,Vincent ZANINOTTO,2020,Basile PETIT,Epinglé,Smartphone Samsung s10,5
