num_inv,collection_origine,mode_capture,jj,mm,aaaa,region,localite,collecteur,ordre,famille,genre,espece,caste,identificateur,année_identification,photographe,specimen,appareil,n_photos
CD387324,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sylvarum,Ouvrière,Frederic VYGHEN,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD387577,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD387577,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD387577b,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD387577b,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD387759,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Mâle,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD387759,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Mâle,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD387766,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sylvarum,Ouvrière,Frederic VYGHEN,2021,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD387766,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sylvarum,Ouvrière,Frederic VYGHEN,2021,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD387766b,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Ruderarius,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD387766b,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Ruderarius,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD387770,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Ouvrière,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD387770,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Ouvrière,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD387770b,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Monticola,Mâle,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD387770b,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Monticola,Mâle,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD387770c,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD387770c,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD387770d,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sichelii,Ouvrière,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD387770d,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sichelii,Ouvrière,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD387804,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Monticola,Mâle,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD387804,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Monticola,Mâle,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD387804c,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Mâle,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD387804c,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Mâle,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD387804d,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sichelii,Mâle,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD387804d,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sichelii,Mâle,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388003,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Wurflenii,Ouvrière,Frederic VYGHEN,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388003,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Wurflenii,Ouvrière,Frederic VYGHEN,2022,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
CD388003b,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Wurflenii,Ouvrière,Frederic VYGHEN,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388003b,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Wurflenii,Ouvrière,Frederic VYGHEN,2022,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
CD388013,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Wurflenii,Ouvrière,Frederic VYGHEN,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388013,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Wurflenii,Ouvrière,Frederic VYGHEN,2022,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
CD388016,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sichelii,Mâle,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388016,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sichelii,Mâle,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388016b,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Wurflenii,Ouvrière,Frederic VYGHEN,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388016b,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Wurflenii,Ouvrière,Frederic VYGHEN,2022,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
CD388018,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Ruderarius,Mâle,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388018,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Ruderarius,Mâle,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388018b,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Ruderarius,Mâle,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388018b,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Ruderarius,Mâle,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388018c,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sichelii,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388018c,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sichelii,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388018d,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Wurflenii,Ouvrière,Frederic VYGHEN,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388018d,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Wurflenii,Ouvrière,Frederic VYGHEN,2022,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
CD388018e,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Wurflenii,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388018e,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Wurflenii,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
CD388135,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sylvarum,Ouvrière,Frederic VYGHEN,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388135,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sylvarum,Ouvrière,Frederic VYGHEN,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388145,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Mâle,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388145,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Mâle,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388145b,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Mâle,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388145b,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Mâle,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388146,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sylvarum,Ouvrière,Frederic VYGHEN,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388146,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sylvarum,Ouvrière,Frederic VYGHEN,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388229,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Mâle,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388229,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Mâle,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388229b,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388229b,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388229c,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Mâle,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388229c,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Mâle,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388229c,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sichelii,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388229c,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sichelii,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388230,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Mâle,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388230,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Mâle,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388230b,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Mâle,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388230b,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Mâle,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388230c,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Monticola,Mâle,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388230c,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Monticola,Mâle,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388230d,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388230d,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Frederic VYGHEN,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388235,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388235,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388235b,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388391,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Fondatrice,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388391,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Fondatrice,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388391b,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Wurflenii,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388391b,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Wurflenii,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
CD388408,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Monticola,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388408,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Monticola,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388612,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388612,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388623,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Monticola,Mâle,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388623,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Monticola,Mâle,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388623b,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Monticola,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388623b,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Monticola,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388623c,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Monticola,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388623c,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Monticola,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388623d,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Monticola,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388623d,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Monticola,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388623e,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pyrenaeus,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388623e,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pyrenaeus,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388769,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Ouvrière,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388769,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pratorum,Ouvrière,Yvan BRUGEROLLES,2023,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388809,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388809,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Soroeensis,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388820,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Wurflenii,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388820,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Wurflenii,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
CD388820b,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Wurflenii,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388820b,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Wurflenii,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 100mm macro,2
CD388821,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Monticola,Mâle,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388821,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Monticola,Mâle,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388821b,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pyrenaeus,Mâle,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388821b,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pyrenaeus,Mâle,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388821c,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pyrenaeus,Mâle,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388821c,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pyrenaeus,Mâle,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388821d,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pyrenaeus,Mâle,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
CD388821d,Collection Arthropologia Lyon (stock pratorum),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Pyrenaeus,Mâle,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Canon EOS 70D - 40mm,2
CD388821d,Collection Arthropologia Lyon (stock soroeensis),Filet,,,,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,Sichelii,Ouvrière,Yvan BRUGEROLLES,2022,Basile PETIT,Epinglé,Smartphone Samsung s10,3
