photo_id,inv_id,device_type,device,photo_index,photographer,ext,content_hash,file_size_bytes,path,status,status_reason
ARLY_SORO_0067_S_3,ARLY_SORO_0067,S,Smartphone Samsung s10,3,Basile PETIT,.jpg,9da6906e4b0a11d1,1934014,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0067_S_3.jpg,OK,
ARLY_SORO_0068_P_1,ARLY_SORO_0068,P,Canon EOS 70D - 40mm,1,Basile PETIT,.jpg,01e6295858c15b14,4297633,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0068_P_1.jpg,OK,
ARLY_SORO_0068_P_2,ARLY_SORO_0068,P,Canon EOS 70D - 40mm,2,Basile PETIT,.jpg,368a21c0ec25d60e,4530316,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0068_P_2.jpg,OK,
ARLY_SORO_0068_S_1,ARLY_SORO_0068,S,Canon EOS 70D - 40mm,1,Basile PETIT,.jpg,6d81868ecf1c7049,1890930,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0068_S_1.jpg,OK,
ARLY_SORO_0068_S_2,ARLY_SORO_0068,S,Canon EOS 70D - 40mm,2,Basile PETIT,.jpg,0691659401b8dd99,2103589,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0068_S_2.jpg,OK,
ARLY_SORO_0068_S_3,ARLY_SORO_0068,S,Canon EOS 70D - 40mm,3,Basile PETIT,.jpg,0a5289eba245360b,2065428,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0068_S_3.jpg,OK,
ARLY_SORO_0069_P_1,ARLY_SORO_0069,P,Smartphone Samsung s10,1,Basile PETIT,.jpg,66043f2ba4462098,4350856,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0069_P_1.jpg,OK,
ARLY_SORO_0069_P_2,ARLY_SORO_0069,P,Smartphone Samsung s10,2,Basile PETIT,.jpg,e22a80ef70312286,4352845,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0069_P_2.jpg,OK,
ARLY_SORO_0069_S_1,ARLY_SORO_0069,S,Smartphone Samsung s10,1,Basile PETIT,.jpg,997a97a406d440f7,1673580,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0069_S_1.jpg,OK,
ARLY_SORO_0069_S_2,ARLY_SORO_0069,S,Smartphone Samsung s10,2,Basile PETIT,.jpg,c880d129d6ef87a1,1754415,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0069_S_2.jpg,OK,
ARLY_SORO_0069_S_3,ARLY_SORO_0069,S,Smartphone Samsung s10,3,Basile PETIT,.jpg,f1bd9f731f0dba72,1737818,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0069_S_3.jpg,OK,
ARLY_SORO_0070_P_1,ARLY_SORO_0070,P,Smartphone Samsung s10,1,Basile PETIT,.jpg,4b294051991e3460,4386831,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0070_P_1.jpg,OK,
ARLY_SORO_0070_P_2,ARLY_SORO_0070,P,Smartphone Samsung s10,2,Basile PETIT,.jpg,d48dc411a8b2d34b,4363187,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0070_P_2.jpg,OK,
ARLY_SORO_0070_S_1,ARLY_SORO_0070,S,Smartphone Samsung s10,1,Basile PETIT,.jpg,f95357d94d3cee8d,1435842,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0070_S_1.jpg,OK,
ARLY_SORO_0070_S_2,ARLY_SORO_0070,S,Smartphone Samsung s10,2,Basile PETIT,.jpg,98521c766ffe5417,1462234,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0070_S_2.jpg,OK,
ARLY_SORO_0070_S_3,ARLY_SORO_0070,S,Smartphone Samsung s10,3,Basile PETIT,.jpg,b9d9d67703b38c3d,1543887,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0070_S_3.jpg,OK,
ARLY_SORO_0071_P_1,ARLY_SORO_0071,P,Smartphone Samsung s10,1,Basile PETIT,.jpg,f71d5d01d852a320,4440394,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0071_P_1.jpg,OK,
ARLY_SORO_0071_P_2,ARLY_SORO_0071,P,Smartphone Samsung s10,2,Basile PETIT,.jpg,e398bc7201afc4b9,4451352,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0071_P_2.jpg,OK,
ARLY_SORO_0071_S_1,ARLY_SORO_0071,S,Smartphone Samsung s10,1,Basile PETIT,.jpg,80f8373983cb5b7c,1612745,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0071_S_1.jpg,OK,
ARLY_SORO_0071_S_2,ARLY_SORO_0071,S,Smartphone Samsung s10,2,Basile PETIT,.jpg,ff38f7ce85a734aa,1284947,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0071_S_2.jpg,OK,
ARLY_SORO_0071_S_3,ARLY_SORO_0071,S,Smartphone Samsung s10,3,Basile PETIT,.jpg,f05d8e650c6c01e4,1610526,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0071_S_3.jpg,OK,
ARLY_SORO_0072_P_1,ARLY_SORO_0072,P,Smartphone Samsung s10,1,Basile PETIT,.jpg,ae8db4cf8e0f2c5a,4658834,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0072_P_1.jpg,OK,
ARLY_SORO_0072_P_2,ARLY_SORO_0072,P,Smartphone Samsung s10,2,Basile PETIT,.jpg,9f543fc7ec1fd2ab,4616208,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0072_P_2.jpg,OK,
ARLY_SORO_0072_S_1,ARLY_SORO_0072,S,Smartphone Samsung s10,1,Basile PETIT,.jpg,42a544ebd0549803,2270581,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0072_S_1.jpg,OK,
ARLY_SORO_0072_S_2,ARLY_SORO_0072,S,Smartphone Samsung s10,2,Basile PETIT,.jpg,e515d2db3b7b25bc,2367139,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0072_S_2.jpg,OK,
ARLY_SORO_0072_S_3,ARLY_SORO_0072,S,Smartphone Samsung s10,3,Basile PETIT,.jpg,14a593f59a1a820c,2319887,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0072_S_3.jpg,OK,
ARLY_SORO_0073_P_1,ARLY_SORO_0073,P,Canon EOS 70D - 40mm,1,Basile PETIT,.jpg,fedf9ef475ea398d,4317441,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0073_P_1.jpg,OK,
ARLY_SORO_0073_P_2,ARLY_SORO_0073,P,Canon EOS 70D - 40mm,2,Basile PETIT,.jpg,11d6519e475f2560,4499698,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0073_P_2.jpg,OK,
ARLY_SORO_0073_S_1,ARLY_SORO_0073,S,Canon EOS 70D - 40mm,1,Basile PETIT,.jpg,8837fbe4d147b547,1915750,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0073_S_1.jpg,OK,
ARLY_SORO_0073_S_2,ARLY_SORO_0073,S,Canon EOS 70D - 40mm,2,Basile PETIT,.jpg,0126944d890a6876,2275102,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0073_S_2.jpg,OK,
ARLY_SORO_0073_S_3,ARLY_SORO_0073,S,Canon EOS 70D - 40mm,3,Basile PETIT,.jpg,accc07ae29205a0b,2096026,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0073_S_3.jpg,OK,
ARLY_SORO_0074_P_1,ARLY_SORO_0074,P,Smartphone Samsung s10,1,Basile PETIT,.jpg,ec4ea388e0135426,4474971,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0074_P_1.jpg,OK,
ARLY_SORO_0074_P_2,ARLY_SORO_0074,P,Smartphone Samsung s10,2,Basile PETIT,.jpg,114a6b718e82869c,4429411,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0074_P_2.jpg,OK,
ARLY_SORO_0074_S_1,ARLY_SORO_0074,S,Smartphone Samsung s10,1,Basile PETIT,.jpg,8bf1834fd07ec9f0,1627790,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0074_S_1.jpg,OK,
ARLY_SORO_0074_S_2,ARLY_SORO_0074,S,Smartphone Samsung s10,2,Basile PETIT,.jpg,c8a85c1420b8d079,1468235,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0074_S_2.jpg,OK,
ARLY_SORO_0074_S_3,ARLY_SORO_0074,S,Smartphone Samsung s10,3,Basile PETIT,.jpg,e24415051d6bd758,1718271,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0074_S_3.jpg,OK,
ARLY_SORO_0075_P_1,ARLY_SORO_0075,P,Smartphone Samsung s10,1,Basile PETIT,.jpg,4f385a07e9407caf,4678731,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0075_P_1.jpg,OK,
ARLY_SORO_0075_P_2,ARLY_SORO_0075,P,Smartphone Samsung s10,2,Basile PETIT,.jpg,a6c65ae16dbe1bc4,4694441,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0075_P_2.jpg,OK,
ARLY_SORO_0075_S_1,ARLY_SORO_0075,S,Smartphone Samsung s10,1,Basile PETIT,.jpg,1ef20c5058846cc9,1838974,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0075_S_1.jpg,OK,
ARLY_SORO_0075_S_2,ARLY_SORO_0075,S,Smartphone Samsung s10,2,Basile PETIT,.jpg,340691452a737acb,1962701,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0075_S_2.jpg,OK,
ARLY_SORO_0075_S_3,ARLY_SORO_0075,S,Smartphone Samsung s10,3,Basile PETIT,.jpg,595a266320f1827c,2087345,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0075_S_3.jpg,OK,
ARLY_SORO_0076_P_1,ARLY_SORO_0076,P,Smartphone Samsung s10,1,Basile PETIT,.jpg,2c728e64575ee400,4667313,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0076_P_1.jpg,OK,
ARLY_SORO_0076_P_2,ARLY_SORO_0076,P,Smartphone Samsung s10,2,Basile PETIT,.jpg,ee5cb97a1e4aa2af,4700552,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0076_P_2.jpg,OK,
ARLY_SORO_0076_S_1,ARLY_SORO_0076,S,Smartphone Samsung s10,1,Basile PETIT,.jpg,7f2248f80825e701,2238359,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0076_S_1.jpg,OK,
ARLY_SORO_0076_S_2,ARLY_SORO_0076,S,Smartphone Samsung s10,2,Basile PETIT,.jpg,0d6da1cbb2cf88d9,2391163,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0076_S_2.jpg,OK,
ARLY_SORO_0076_S_3,ARLY_SORO_0076,S,Smartphone Samsung s10,3,Basile PETIT,.jpg,255ff8f2bed6d351,2266772,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0076_S_3.jpg,OK,
ARLY_SORO_0077_P_1,ARLY_SORO_0077,P,Smartphone Samsung s10,1,Basile PETIT,.jpg,cb393915445f9c59,4808928,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0077_P_1.jpg,OK,
ARLY_SORO_0077_P_2,ARLY_SORO_0077,P,Smartphone Samsung s10,2,Basile PETIT,.jpg,339a8bca4b05b9e6,4776218,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0077_P_2.jpg,OK,
ARLY_SORO_0077_S_1,ARLY_SORO_0077,S,Smartphone Samsung s10,1,Basile PETIT,.jpg,3fc0e06fb0673f18,2528020,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0077_S_1.jpg,OK,
ARLY_SORO_0077_S_2,ARLY_SORO_0077,S,Smartphone Samsung s10,2,Basile PETIT,.jpg,be7354aa98ccbb87,2257525,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0077_S_2.jpg,OK,
ARLY_SORO_0077_S_3,ARLY_SORO_0077,S,Smartphone Samsung s10,3,Basile PETIT,.jpg,7efd0495d606a03f,2254153,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0077_S_3.jpg,OK,
ARLY_SORO_0078_P_1,ARLY_SORO_0078,P,Smartphone Samsung s10,1,Basile PETIT,.jpg,0c1aa712dbb9b9f0,4646973,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0078_P_1.jpg,OK,
ARLY_SORO_0078_P_2,ARLY_SORO_0078,P,Smartphone Samsung s10,2,Basile PETIT,.jpg,40da3e1cacb8c316,4713910,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0078_P_2.jpg,OK,
ARLY_SORO_0078_S_1,ARLY_SORO_0078,S,Smartphone Samsung s10,1,Basile PETIT,.jpg,5cec96929b57f874,2243338,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0078_S_1.jpg,OK,
ARLY_SORO_0078_S_2,ARLY_SORO_0078,S,Smartphone Samsung s10,2,Basile PETIT,.jpg,5afa0a3552ad7a5d,2119183,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0078_S_2.jpg,OK,
ARLY_SORO_0078_S_3,ARLY_SORO_0078,S,Smartphone Samsung s10,3,Basile PETIT,.jpg,9c13680b68f9ed55,2387654,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0078_S_3.jpg,OK,
ARLY_SORO_0079_P_1,ARLY_SORO_0079,P,Smartphone Samsung s10,1,Basile PETIT,.jpg,63b62392223dee89,4770186,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0079_P_1.jpg,OK,
ARLY_SORO_0079_P_2,ARLY_SORO_0079,P,Smartphone Samsung s10,2,Basile PETIT,.jpg,2f4daafe64a9df95,4737138,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0079_P_2.jpg,OK,
ARLY_SORO_0079_S_1,ARLY_SORO_0079,S,Smartphone Samsung s10,1,Basile PETIT,.jpg,63d31c901745379e,1391155,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0079_S_1.jpg,OK,
ARLY_SORO_0079_S_2,ARLY_SORO_0079,S,Smartphone Samsung s10,2,Basile PETIT,.jpg,35093e8796ab2e52,1504489,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0079_S_2.jpg,OK,
ARLY_SORO_0079_S_3,ARLY_SORO_0079,S,Smartphone Samsung s10,3,Basile PETIT,.jpg,fab24352c935e962,1661615,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0079_S_3.jpg,OK,
ARLY_SORO_0080_P_1,ARLY_SORO_0080,P,Smartphone Samsung s10,1,Basile PETIT,.jpg,ee197cdadbd4e695,4659910,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0080_P_1.jpg,OK,
ARLY_SORO_0080_P_2,ARLY_SORO_0080,P,Smartphone Samsung s10,2,Basile PETIT,.jpg,c4cdb5ec72cce0a3,4683606,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0080_P_2.jpg,OK,
ARLY_SORO_0080_S_1,ARLY_SORO_0080,S,Smartphone Samsung s10,1,Basile PETIT,.jpg,5ca656cf83f36450,2201926,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0080_S_1.jpg,OK,
ARLY_SORO_0080_S_2,ARLY_SORO_0080,S,Smartphone Samsung s10,2,Basile PETIT,.jpg,56fe30ba637e15f6,1950381,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0080_S_2.jpg,OK,
ARLY_SORO_0080_S_3,ARLY_SORO_0080,S,Smartphone Samsung s10,3,Basile PETIT,.jpg,ebe1599a71effb99,1949174,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0080_S_3.jpg,OK,
ARLY_SORO_0081_P_1,ARLY_SORO_0081,P,Smartphone Samsung s10,1,Basile PETIT,.jpg,4557bf7b27408187,4160394,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0081_P_1.jpg,OK,
ARLY_SORO_0081_P_2,ARLY_SORO_0081,P,Smartphone Samsung s10,2,Basile PETIT,.jpg,18e00552f9647967,4203761,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0081_P_2.jpg,OK,
ARLY_SORO_0081_S_1,ARLY_SORO_0081,S,Smartphone Samsung s10,1,Basile PETIT,.jpg,3bd488379cb105f3,1525125,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0081_S_1.jpg,OK,
ARLY_SORO_0081_S_2,ARLY_SORO_0081,S,Smartphone Samsung s10,2,Basile PETIT,.jpg,b69e57f82c10c174,1456541,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0081_S_2.jpg,OK,
ARLY_SORO_0081_S_3,ARLY_SORO_0081,S,Smartphone Samsung s10,3,Basile PETIT,.jpg,63714e1076ff5af4,1587831,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0081_S_3.jpg,OK,
ARLY_SORO_0082_P_1,ARLY_SORO_0082,P,Smartphone Samsung s10,1,Basile PETIT,.jpg,24f9632b743d95c1,5142507,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0082_P_1.jpg,OK,
ARLY_SORO_0082_P_2,ARLY_SORO_0082,P,Smartphone Samsung s10,2,Basile PETIT,.jpg,b49237f379b6e71b,5145382,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0082_P_2.jpg,OK,
ARLY_SORO_0082_S_1,ARLY_SORO_0082,S,Smartphone Samsung s10,1,Basile PETIT,.jpg,fce3669210e17c2c,1739762,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0082_S_1.jpg,OK,
ARLY_SORO_0082_S_2,ARLY_SORO_0082,S,Smartphone Samsung s10,2,Basile PETIT,.jpg,4edb948c69026aff,1597419,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0082_S_2.jpg,OK,
ARLY_SORO_0082_S_3,ARLY_SORO_0082,S,Smartphone Samsung s10,3,Basile PETIT,.jpg,9d790f6e60791985,1662422,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0082_S_3.jpg,OK,
ARLY_SORO_0083_P_1,ARLY_SORO_0083,P,Smartphone Samsung s10,1,Basile PETIT,.jpg,64d2d153ced66860,4759584,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0083_P_1.jpg,OK,
ARLY_SORO_0083_P_2,ARLY_SORO_0083,P,Smartphone Samsung s10,2,Basile PETIT,.jpg,d19ae1f7c8c137ae,4717750,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0083_P_2.jpg,OK,
ARLY_SORO_0083_S_1,ARLY_SORO_0083,S,Smartphone Samsung s10,1,Basile PETIT,.jpg,6e8a7b756eaeb67d,1889370,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0083_S_1.jpg,OK,
ARLY_SORO_0083_S_2,ARLY_SORO_0083,S,Smartphone Samsung s10,2,Basile PETIT,.jpg,4bd9de9e204c1147,1726211,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0083_S_2.jpg,OK,
ARLY_SORO_0083_S_3,ARLY_SORO_0083,S,Smartphone Samsung s10,3,Basile PETIT,.jpg,6683d5fa5ddddf88,1685892,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0083_S_3.jpg,OK,
ARLY_SORO_0084_P_1,ARLY_SORO_0084,P,Smartphone Samsung s10,1,Basile PETIT,.jpg,03a19102bf6c070b,4861870,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0084_P_1.jpg,OK,
ARLY_SORO_0084_P_2,ARLY_SORO_0084,P,Smartphone Samsung s10,2,Basile PETIT,.jpg,fa8a4d29c8b32547,4881418,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0084_P_2.jpg,OK,
ARLY_SORO_0084_S_1,ARLY_SORO_0084,S,Smartphone Samsung s10,1,Basile PETIT,.jpg,0efe36a7ee210b8f,1287302,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0084_S_1.jpg,OK,
ARLY_SORO_0084_S_2,ARLY_SORO_0084,S,Smartphone Samsung s10,2,Basile PETIT,.jpg,5f99628ac39bc2fa,1529093,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0084_S_2.jpg,OK,
ARLY_SORO_0084_S_3,ARLY_SORO_0084,S,Smartphone Samsung s10,3,Basile PETIT,.jpg,672e87fc0bbd6796,1525370,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0084_S_3.jpg,OK,
ARLY_SORO_0085_P_1,ARLY_SORO_0085,P,Smartphone Samsung s10,1,Basile PETIT,.jpg,8dad7a5869b47fb5,4692805,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0085_P_1.jpg,OK,
ARLY_SORO_0085_P_2,ARLY_SORO_0085,P,Smartphone Samsung s10,2,Basile PETIT,.jpg,1c76a0170eeee783,4775821,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0085_P_2.jpg,OK,
ARLY_SORO_0085_S_1,ARLY_SORO_0085,S,Smartphone Samsung s10,1,Basile PETIT,.jpg,b9a1609c406ec7ef,1683601,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0085_S_1.jpg,OK,
ARLY_SORO_0085_S_2,ARLY_SORO_0085,S,Smartphone Samsung s10,2,Basile PETIT,.jpg,7a5fc8ac563eb413,1625715,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0085_S_2.jpg,OK,
ARLY_SORO_0085_S_3,ARLY_SORO_0085,S,Smartphone Samsung s10,3,Basile PETIT,.jpg,5ab9d78236dd1b7e,1502616,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0085_S_3.jpg,OK,
ARLY_SORO_0086_P_1,ARLY_SORO_0086,P,Smartphone Samsung s10,1,Basile PETIT,.jpg,c94558d31db9148d,4811389,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0086_P_1.jpg,OK,
ARLY_SORO_0086_P_2,ARLY_SORO_0086,P,Smartphone Samsung s10,2,Basile PETIT,.jpg,7133cdb6eddd8208,4849024,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0086_P_2.jpg,OK,
ARLY_SORO_0086_S_1,ARLY_SORO_0086,S,Smartphone Samsung s10,1,Basile PETIT,.jpg,92ec31a41a8e0b1c,1620593,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0086_S_1.jpg,OK,
ARLY_SORO_0086_S_2,ARLY_SORO_0086,S,Smartphone Samsung s10,2,Basile PETIT,.jpg,edda5168d5a20972,1557925,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0086_S_2.jpg,OK,
ARLY_SORO_0086_S_3,ARLY_SORO_0086,S,Smartphone Samsung s10,3,Basile PETIT,.jpg,805f56a655bec412,1677147,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0086_S_3.jpg,OK,
ARLY_SORO_0087_P_1,ARLY_SORO_0087,P,Smartphone Samsung s10,1,Basile PETIT,.jpg,cee57c2d99b94e99,4543245,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0087_P_1.jpg,OK,
ARLY_SORO_0087_P_2,ARLY_SORO_0087,P,Smartphone Samsung s10,2,Basile PETIT,.jpg,d6789bd6e83b8935,4452062,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0087_P_2.jpg,OK,
ARLY_SORO_0087_S_1,ARLY_SORO_0087,S,Smartphone Samsung s10,1,Basile PETIT,.jpg,619706c07edadab8,1518992,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0087_S_1.jpg,OK,
ARLY_SORO_0087_S_2,ARLY_SORO_0087,S,Smartphone Samsung s10,2,Basile PETIT,.jpg,c807e15caa4276d9,1705019,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0087_S_2.jpg,OK,
ARLY_SORO_0087_S_3,ARLY_SORO_0087,S,Smartphone Samsung s10,3,Basile PETIT,.jpg,25b687382a0f5ab1,1810758,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0087_S_3.jpg,OK,
ARLY_SORO_0088_P_1,ARLY_SORO_0088,P,Smartphone Samsung s10,1,Basile PETIT,.jpg,306786aa16836afd,4521575,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0088_P_1.jpg,OK,
ARLY_SORO_0088_P_2,ARLY_SORO_0088,P,Smartphone Samsung s10,2,Basile PETIT,.jpg,4ba3547040e4a42e,4452175,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0088_P_2.jpg,OK,
ARLY_SORO_0088_S_1,ARLY_SORO_0088,S,Smartphone Samsung s10,1,Basile PETIT,.jpg,01779d3be0a1d825,1974544,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0088_S_1.jpg,OK,
ARLY_SORO_0088_S_2,ARLY_SORO_0088,S,Smartphone Samsung s10,2,Basile PETIT,.jpg,c95e5a0832eda3e8,2184292,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0088_S_2.jpg,OK,
ARLY_SORO_0088_S_3,ARLY_SORO_0088,S,Smartphone Samsung s10,3,Basile PETIT,.jpg,724280fc483aad95,2062286,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0088_S_3.jpg,OK,
ARLY_SORO_0089_P_1,ARLY_SORO_0089,P,Smartphone Samsung s10,1,Basile PETIT,.jpg,49a80767708659ca,4474465,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0089_P_1.jpg,OK,
ARLY_SORO_0089_P_2,ARLY_SORO_0089,P,Smartphone Samsung s10,2,Basile PETIT,.jpg,201558def46cc52b,4476602,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0089_P_2.jpg,OK,
ARLY_SORO_0089_S_1,ARLY_SORO_0089,S,Smartphone Samsung s10,1,Basile PETIT,.jpg,5c784671e6b6b7f7,1723151,/Volumes/EXT DATA/IDMB/derived/Bombus/collection/images/ARLY_SORO_0089_S_1.jpg,OK,
