inv_id,dd,mm,yyyy,collection_origin,capture_mode,capture_region,capture_locality,collector,order,family,genus,species,caste,identifier,identification_year,specimen_state,device.1,n_photos_P,n_photos_S
ARLY_SORO_0023,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2021.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0024,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2022.0,pinned,Canon EOS 70D - 40mm,2,3
ARLY_SORO_0025,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2021.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0026,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2021.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0027,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2021.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0028,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2021.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0029,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2021.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0030,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0031,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,worker,Yvan BRUGEROLLES,2021.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0032,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,drone,Yvan BRUGEROLLES,2021.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0033,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,fondatrice,Yvan BRUGEROLLES,2023.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0034,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,fondatrice,Yvan BRUGEROLLES,2023.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0035,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,fondatrice,Yvan BRUGEROLLES,2023.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0036,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0037,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2022.0,pinned,Canon EOS 70D - 40mm,2,3
ARLY_SORO_0038,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,fondatrice,Yvan BRUGEROLLES,2023.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0039,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0040,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0041,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0042,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,drone,Yvan BRUGEROLLES,2023.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0043,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2022.0,pinned,Canon EOS 70D - 40mm,2,3
ARLY_SORO_0044,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2022.0,pinned,Canon EOS 70D - 40mm,2,3
ARLY_SORO_0045,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2022.0,pinned,Canon EOS 70D - 40mm,2,3
ARLY_SORO_0046,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0047,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0048,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0049,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0050,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0051,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0052,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0053,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0054,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0055,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0056,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0057,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2023.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0058,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2023.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0059,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2023.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0060,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0061,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0062,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,drone,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0063,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0064,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,drone,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0065,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0066,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,drone,Yvan BRUGEROLLES,2023.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0067,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0068,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2022.0,pinned,Canon EOS 70D - 40mm,2,3
ARLY_SORO_0069,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,fondatrice,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0070,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Frederic VYGHEN,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0071,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0072,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,drone,Yvan BRUGEROLLES,2023.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0073,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2022.0,pinned,Canon EOS 70D - 40mm,2,3
ARLY_SORO_0074,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0075,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pomorum,drone,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0076,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,drone,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0077,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,drone,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0078,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,drone,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0079,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,fondatrice,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0080,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,fondatrice,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0081,,,2020.0,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,worker,Frederic VYGHEN,2020.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0082,,,2020.0,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Frederic VYGHEN,2021.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0083,,,2020.0,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,worker,Frederic VYGHEN,2020.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0084,,,2018.0,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,worker,Gilles MAHÉ,2019.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0085,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,worker,Gilles MAHÉ,2018.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0086,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0087,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0088,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Frederic VYGHEN,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0089,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,worker,Frederic VYGHEN,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0090,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0091,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0092,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,drone,Yvan BRUGEROLLES,2023.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0093,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,worker,Frederic VYGHEN,2021.0,pinned,Smartphone Samsung s10,2,2
ARLY_SORO_0094,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2022.0,pinned,Canon EOS 70D - 40mm,2,2
ARLY_SORO_0095,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0096,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2023.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0097,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,drone,Yvan BRUGEROLLES,2023.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0099,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,worker,Frederic VYGHEN,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0100,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,worker,Frederic VYGHEN,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0101,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,worker,Frederic VYGHEN,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0102,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,drone,Yvan BRUGEROLLES,2023.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0103,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,worker,Frederic VYGHEN,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0104,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,drone,Yvan BRUGEROLLES,2023.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0105,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,drone,Yvan BRUGEROLLES,2023.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0106,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0107,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,worker,Frederic VYGHEN,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0108,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0109,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,worker,Frederic VYGHEN,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0110,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,drone,Yvan BRUGEROLLES,2023.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0111,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,drone,Yvan BRUGEROLLES,2023.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0112,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,worker,Frederic VYGHEN,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0113,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0114,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,drone,Yvan BRUGEROLLES,2023.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0116,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0117,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022.0,pinned,Canon EOS 70D - 40mm,2,3
ARLY_SORO_0118,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,fondatrice,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0119,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0120,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0121,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0122,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0123,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0124,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0125,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0126,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,drone,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0127,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,drone,Yvan BRUGEROLLES,2021.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0128,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0129,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0130,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2021.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0131,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2021.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0132,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2021.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0133,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0134,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sichelii,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0135,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0136,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0137,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,fondatrice,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0139,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Frederic VYGHEN,,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0140,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,fondatrice,Frederic VYGHEN,2021.0,pinned,Smartphone Samsung s10,2,3
