inv_id,dd,mm,yyyy,collection_origin,capture_mode,capture_region,capture_locality,collector,order,family,genus,species,caste,identifier,identification_year,specimen_state,device.1,n_photos_P,n_photos_S
ARLY_SORO_0141,,,2020.0,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,worker,Yvan BRUGEROLLES,2021.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0142,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Frederic VYGHEN,2021.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0143,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,drone,Frederic VYGHEN,,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0144,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Frederic VYGHEN,2021.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0145,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pomorum,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0146,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Frederic VYGHEN,,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0147,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,fondatrice,Frederic VYGHEN,2021.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0148,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,fondatrice,Frederic VYGHEN,2021.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0149,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,fondatrice,Frederic VYGHEN,2021.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0150,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,drone,Yvan BRUGEROLLES,2021.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0151,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,drone,Yvan BRUGEROLLES,2021.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0152,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,drone,Yvan BRUGEROLLES,2021.0,pinned,Smartphone Samsung s10,2,3
ARLY_SORO_0153,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,worker,Yvan BRUGEROLLES,2023.0,pinned,Smartphone Samsung s10,2,3
ARTHRO_0001,,,2020.0,Arthropologia,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pyrenaeus,drone,Frederic VYGHEN,2020.0,pinned,Smartphone Samsung s10,2,3
ARTHRO_0002,,,2020.0,Arthropologia,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pyrenaeus,drone,Frederic VYGHEN,2020.0,pinned,Smartphone Samsung s10,2,3
ARTHRO_0003,,,2022.0,Arthropologia,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,drone,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
ARTHRO_0004,,,2022.0,Arthropologia,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,drone,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
BRUGEROLLES_0002,9.0,8.0,2021.0,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Glacier Blanc,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,monticola,worker,Yvan BRUGEROLLES,2021.0,pinned,Smartphone Samsung s10,2,3
BRUGEROLLES_0003,9.0,8.0,2021.0,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Glacier Blanc,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,monticola,worker,Yvan BRUGEROLLES,2021.0,pinned,Smartphone Samsung s10,2,3
BRUGEROLLES_0004,9.0,8.0,2021.0,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Glacier Blanc,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Yvan BRUGEROLLES,2021.0,pinned,Smartphone Samsung s10,2,3
BRUGEROLLES_0006,20.0,8.0,2021.0,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Cime de Caron,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,monticola,worker,Yvan BRUGEROLLES,2021.0,pinned,Smartphone Samsung s10,2,3
BRUGEROLLES_0007,20.0,8.0,2021.0,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Cime de Caron,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,monticola,worker,Yvan BRUGEROLLES,2021.0,pinned,Smartphone Samsung s10,2,3
BRUGEROLLES_0009,7.0,7.0,2022.0,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Col de la lousterle,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
BRUGEROLLES_0010,7.0,7.0,2022.0,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Col de la lousterle,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
BRUGEROLLES_0011,7.0,7.0,2022.0,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Col de la lousterle,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
BRUGEROLLES_0012,7.0,7.0,2022.0,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Col de la lousterle,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
BRUGEROLLES_0013,7.0,7.0,2022.0,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Refuge des Bans,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,sichelii,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
BRUGEROLLES_0014,16.0,7.0,2022.0,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Vaunjany,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,monticola,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
BRUGEROLLES_0015,16.0,7.0,2022.0,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Vaunjany,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,sichelii,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
BRUGEROLLES_0016,18.0,7.0,2022.0,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Croix de Chamrousse,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,sichelii,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
BRUGEROLLES_0018,28.0,7.0,2022.0,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Sagnabous,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,confusus,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
BRUGEROLLES_0019,28.0,7.0,2022.0,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Sagnabous,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,confusus,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
BRUGEROLLES_0020,28.0,7.0,2022.0,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Sagnabous,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,confusus,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
BRUGEROLLES_0021,28.0,7.0,2022.0,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Cirque de Recusset,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
BRUGEROLLES_0022,28.0,7.0,2022.0,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Sagnabous,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,confusus,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
BRUGEROLLES_0023,28.0,7.0,2022.0,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Sagnabous,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,confusus,worker,Yvan BRUGEROLLES,2022.0,pinned,Smartphone Samsung s10,2,3
BRUGEROLLES_0024,8.0,8.0,2022.0,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,RNR Spartias,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,sichelii,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
BRUGEROLLES_0025,10.0,8.0,2022.0,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Puy-St-Vincent,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,sichelii,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
BRUGEROLLES_0027,11.0,8.0,2022.0,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Lac de l'Orceyrette,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,sichelii,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
BRUGEROLLES_0029,,,,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,monticola,worker,Yvan BRUGEROLLES,2021.0,pinned,Smartphone Samsung s10,2,3
CPIE15_0001,24.0,6.0,2020.0,CPIE15,net,Auvergne-Rhônes Alpes,Saint-Poncy,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,worker,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
CPIE15_0002,3.0,8.0,2020.0,CPIE15,net,Auvergne-Rhônes Alpes,Saint-Poncy,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,worker,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
CPIE15_0003,3.0,8.0,2020.0,CPIE15,net,Auvergne-Rhônes Alpes,Saint-Poncy,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
CPIE15_0004,5.0,8.0,2020.0,CPIE15,net,Auvergne-Rhônes Alpes,Saint-Poncy,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
CPIE15_0005,7.0,8.0,2020.0,CPIE15,net,Auvergne-Rhônes Alpes,Aurillac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Gilles MAHÉ,2020.0,pinned,Smartphone Samsung s10,2,3
CPIE15_0006,6.0,6.0,2021.0,CPIE15,net,Auvergne-Rhônes Alpes,Aurillac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,fondatrice,Gilles MAHÉ,2020.0,pinned,Smartphone Samsung s10,2,3
CPIE15_0007,30.0,9.0,2021.0,CPIE15,Pantrap,Auvergne-Rhônes Alpes,Saint-Poncy,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
CPIE15_0008,30.0,9.0,2021.0,CPIE15,Pantrap,Auvergne-Rhônes Alpes,Saint-Poncy,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
CPIE15_0009,,,2021.0,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
CPIE15_0010,,,2021.0,CPIE15,net,Auvergne-Rhônes Alpes,Les Allues,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,worker,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
CPIE15_0011,,,2021.0,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,rupestris,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
CPIE15_0012,,,2021.0,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,soroeensis,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
CPIE15_0013,,,2021.0,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,rupestris,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
CPIE15_0014,,,2021.0,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,rupestris,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
CPIE15_0015,,,2021.0,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,rupestris,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
CPIE15_0016,,,2021.0,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,rupestris,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
CPIE15_0017,,,2021.0,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
CPIE15_0018,,,2021.0,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,rupestris,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
CPIE15_0019,,,2021.0,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,soroeensis,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
CPIE15_0020,,,2021.0,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,soroeensis,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
CPIE15_0021,,,2021.0,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,soroeensis,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
CPIE15_0022,,,2021.0,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,soroeensis,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
CPIE15_0023,,,2021.0,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,soroeensis,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
CPIE15_0024,,,2021.0,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,soroeensis,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
CPIE15_0025,,,2021.0,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,rupestris,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
CPIE15_0026,,,2021.0,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,rupestris,drone,Mehdi ISSERTES,2021.0,pinned,Smartphone Samsung s10,2,3
CPIE15_0027,,,,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,,pinned,Smartphone Samsung s10,2,3
CPIE15_0028,,,,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,,pinned,Smartphone Samsung s10,2,3
CPIE15_0029,,,,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,,pinned,Smartphone Samsung s10,2,3
CPIE15_0030,,,,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,,pinned,Smartphone Samsung s10,2,3
CPIE15_0031,,,,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,,pinned,Smartphone Samsung s10,2,3
CPIE15_0032,,,,CPIE15,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
IEESZ_0004,,,2020.0,IEES ZANINOTTO,net,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,pratorum,drone,Vincent ZANINOTTO,2020.0,pinned,Canon EOS 70D - 40mm,5,5
IEESZ_0019,,,2020.0,IEES ZANINOTTO,net,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,pratorum,worker,Vincent ZANINOTTO,2020.0,pinned,Canon EOS 70D - 40mm,3,3
IEESZ_0042,,,2020.0,IEES ZANINOTTO,net,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,pratorum,drone,Vincent ZANINOTTO,2020.0,pinned,Canon EOS 70D - 40mm,5,5
IEESZ_0043,,,2020.0,IEES ZANINOTTO,net,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,pratorum,drone,Vincent ZANINOTTO,2020.0,pinned,Canon EOS 70D - 40mm,5,5
IEESZ_0048,,,2020.0,IEES ZANINOTTO,net,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,pratorum,worker,Vincent ZANINOTTO,2020.0,pinned,Canon EOS 70D - 40mm,3,3
IEESZ_0063,,,2020.0,IEES ZANINOTTO,net,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,pratorum,drone,Vincent ZANINOTTO,2020.0,pinned,Canon EOS 70D - 40mm,5,5
IEESZ_0072,,,2020.0,IEES ZANINOTTO,net,Île-de-France,Paris,Vincent ZANINOTTO,Hymenoptera,Apidae,Bombus,pratorum,drone,Vincent ZANINOTTO,2020.0,pinned,Canon EOS 70D - 40mm,5,5
ISSERTES_0001,10.0,5.0,2018.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lavigerie,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,wurflenii,fondatrice,Gilles MAHÉ,2018.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0002,21.0,8.0,2018.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Mehdi ISSERTES,2018.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0003,31.0,5.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Thiezac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,rupestris,fondatrice,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0004,15.0,7.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Charmensac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0005,18.0,7.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lavigerie,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0006,18.0,7.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lavigerie,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0007,18.0,7.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lavigerie,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0008,18.0,7.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lavigerie,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0009,18.0,7.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lavigerie,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,worker,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0010,30.0,7.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lieutadès,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0011,30.0,7.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lieutadès,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,worker,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0012,30.0,7.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lieutadès,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0013,30.0,7.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lieutadès,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,worker,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0014,30.0,7.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lieutadès,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,worker,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0015,30.0,7.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lieutadès,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,worker,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0016,30.0,7.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lieutadès,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,worker,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0017,7.0,8.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Aurillac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0018,7.0,8.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Aurillac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0019,7.0,8.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,St-Paul-des-Landes,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0020,8.0,8.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Arpajon-sur-Cère,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0021,9.0,8.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Reilhac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0022,9.0,8.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Naucelles,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0023,9.0,8.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Naucelles,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0024,9.0,8.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Naucelles,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0025,14.0,8.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Nieudan,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0026,15.0,8.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Charmensac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2022.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0027,17.0,8.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Charmensac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
ISSERTES_0028,17.0,8.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Peyrusse,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2020.0,pinned,Canon EOS 70D - 100mm macro,2,3
ISSERTES_0029,17.0,8.0,2020.0,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Charmensac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2020.0,pinned,Smartphone Samsung s10,2,3
