image_id,specimen_id,dataset,collector,device_type,shot_index,raw_path,source_root,naming,ext,file_size_bytes,content_hash,status_ingest,is_duplicate_content
1c76a0170eeee783,BAR-2018.00871,organized,,P,2,/Volumes/EXT DATA/IDMB/images/organized/Bombus_sylvarum/worker/BAR-2018.00871_P2.JPG,/Volumes/EXT DATA/IDMB/images/organized,organized_underscore,.jpg,4775821,1c76a0170eeee783,parsed_ok,False
3bd488379cb105f3,ABB-2020.00032,organized,,S,1,/Volumes/EXT DATA/IDMB/images/organized/Bombus_sylvarum/worker/ABB-2020.00032_S1.jpg,/Volumes/EXT DATA/IDMB/images/organized,organized_underscore,.jpg,1525125,3bd488379cb105f3,parsed_ok,False
1e11c7c15bce546c,2020.04010,organized,,S,3,/Volumes/EXT DATA/IDMB/images/organized/Bombus_sylvarum/worker/2020.04010_S3.jpg,/Volumes/EXT DATA/IDMB/images/organized,organized_underscore,.jpg,1397351,1e11c7c15bce546c,parsed_ok,False
8346b25d609fb9f3,OPPO_5923,organized,,P,1,/Volumes/EXT DATA/IDMB/images/organized/Bombus_sylvarum/worker/OPPO_5923_P1.JPG,/Volumes/EXT DATA/IDMB/images/organized,organized_underscore,.jpg,4834587,8346b25d609fb9f3,parsed_ok,False
db28a80826245804,CD387766,organized,,P,2,/Volumes/EXT DATA/IDMB/images/organized/Bombus_sylvarum/worker/CD387766_P2.JPG,/Volumes/EXT DATA/IDMB/images/organized,organized_underscore,.jpg,4174945,db28a80826245804,parsed_ok,False
12d459412b5c23de,2020.04044,organized,,P,1,/Volumes/EXT DATA/IDMB/images/organized/Bombus_sylvarum/worker/2020.04044_P1.JPG,/Volumes/EXT DATA/IDMB/images/organized,organized_underscore,.jpg,4508965,12d459412b5c23de,parsed_ok,False
1b2b01f8c3b4863e,2020.03886,organized,,P,2,/Volumes/EXT DATA/IDMB/images/organized/Bombus_sylvarum/worker/2020.03886_P2.JPG,/Volumes/EXT DATA/IDMB/images/organized,organized_underscore,.jpg,5054941,1b2b01f8c3b4863e,parsed_ok,False
4dd7cd13f6d6e460,CD388146,organized,,S,1,/Volumes/EXT DATA/IDMB/images/organized/Bombus_sylvarum/worker/CD388146_S1.jpg,/Volumes/EXT DATA/IDMB/images/organized,organized_underscore,.jpg,1662809,4dd7cd13f6d6e460,parsed_ok,False
c807e15caa4276d9,CD387303,organized,,S,2,/Volumes/EXT DATA/IDMB/images/organized/Bombus_sylvarum/worker/CD387303_S2.jpg,/Volumes/EXT DATA/IDMB/images/organized,organized_underscore,.jpg,1705019,c807e15caa4276d9,parsed_ok,False
25b687382a0f5ab1,CD387303,organized,,S,3,/Volumes/EXT DATA/IDMB/images/organized/Bombus_sylvarum/worker/CD387303_S3.jpg,/Volumes/EXT DATA/IDMB/images/organized,organized_underscore,.jpg,1810758,25b687382a0f5ab1,parsed_ok,False
fa8a4d29c8b32547,BAR-2018.00332,organized,,P,2,/Volumes/EXT DATA/IDMB/images/organized/Bombus_sylvarum/worker/BAR-2018.00332_P2.JPG,/Volumes/EXT DATA/IDMB/images/organized,organized_underscore,.jpg,4881418,fa8a4d29c8b32547,parsed_ok,False
ecfe7bff281f0755,CD388862b,organized,,S,1,/Volumes/EXT DATA/IDMB/images/organized/Bombus_sylvarum/worker/CD388862b_S1.jpg,/Volumes/EXT DATA/IDMB/images/organized,organized_underscore,.jpg,1547612,ecfe7bff281f0755,parsed_ok,False
3c5ddef31724ccea,CD388862b,organized,,S,3,/Volumes/EXT DATA/IDMB/images/organized/Bombus_sylvarum/worker/CD388862b_S3.jpg,/Volumes/EXT DATA/IDMB/images/organized,organized_underscore,.jpg,1535479,3c5ddef31724ccea,parsed_ok,False
b0b84be5e5ff10f5,2020.04044,organized,,P,2,/Volumes/EXT DATA/IDMB/images/organized/Bombus_sylvarum/worker/2020.04044_P2.JPG,/Volumes/EXT DATA/IDMB/images/organized,organized_underscore,.jpg,4462979,b0b84be5e5ff10f5,parsed_ok,False
5882fc50e0e6fa65,2020.03886,organized,,P,1,/Volumes/EXT DATA/IDMB/images/organized/Bombus_sylvarum/worker/2020.03886_P1.JPG,/Volumes/EXT DATA/IDMB/images/organized,organized_underscore,.jpg,5055840,5882fc50e0e6fa65,parsed_ok,False
d3282af5c0bb765d,CD388146,organized,,S,2,/Volumes/EXT DATA/IDMB/images/organized/Bombus_sylvarum/worker/CD388146_S2.jpg,/Volumes/EXT DATA/IDMB/images/organized,organized_underscore,.jpg,1505955,d3282af5c0bb765d,parsed_ok,False
619706c07edadab8,CD387303,organized,,S,1,/Volumes/EXT DATA/IDMB/images/organized/Bombus_sylvarum/worker/CD387303_S1.jpg,/Volumes/EXT DATA/IDMB/images/organized,organized_underscore,.jpg,1518992,619706c07edadab8,parsed_ok,False
03a19102bf6c070b,BAR-2018.00332,organized,,P,1,/Volumes/EXT DATA/IDMB/images/organized/Bombus_sylvarum/worker/BAR-2018.00332_P1.JPG,/Volumes/EXT DATA/IDMB/images/organized,organized_underscore,.jpg,4861870,03a19102bf6c070b,parsed_ok,False
abee8de6d5fa2ea9,CD388146,organized,,S,3,/Volumes/EXT DATA/IDMB/images/organized/Bombus_sylvarum/worker/CD388146_S3.jpg,/Volumes/EXT DATA/IDMB/images/organized,organized_underscore,.jpg,1850661,abee8de6d5fa2ea9,parsed_ok,False
3ad8eb3689988e30,CD388862b,organized,,S,2,/Volumes/EXT DATA/IDMB/images/organized/Bombus_sylvarum/worker/CD388862b_S2.jpg,/Volumes/EXT DATA/IDMB/images/organized,organized_underscore,.jpg,1427610,3ad8eb3689988e30,parsed_ok,False
718758819d9901b2,CD388135,organized,,S,2,/Volumes/EXT DATA/IDMB/images/organized/Bombus_sylvarum/worker/CD388135_S2.jpg,/Volumes/EXT DATA/IDMB/images/organized,organized_underscore,.jpg,1257556,718758819d9901b2,parsed_ok,False
eae065922b148f62,2020.04013,organized,,P,2,/Volumes/EXT DATA/IDMB/images/organized/Bombus_sylvarum/worker/2020.04013_P2.JPG,/Volumes/EXT DATA/IDMB/images/organized,organized_underscore,.jpg,4172913,eae065922b148f62,parsed_ok,False
4a2d7110cb62973c,2017.06254,organized,,P,2,/Volumes/EXT DATA/IDMB/images/organized/Bombus_sylvarum/worker/2017.06254_P2.JPG,/Volumes/EXT DATA/IDMB/images/organized,organized_underscore,.jpg,4465721,4a2d7110cb62973c,parsed_ok,False
86232c3c125d9fd3,CD388135,organized,,S,3,/Volumes/EXT DATA/IDMB/images/organized/Bombus_sylvarum/worker/CD388135_S3.jpg,/Volumes/EXT DATA/IDMB/images/organized,organized_underscore,.jpg,1407242,86232c3c125d9fd3,parsed_ok,False
e9c4df33cae1d7a7,NoName4,organized,,S,1,/Volumes/EXT DATA/IDMB/images/organized/Bombus_sylvarum/worker/NoName4_S1.jpg,/Volumes/EXT DATA/IDMB/images/organized,organized_underscore,.jpg,1970702,e9c4df33cae1d7a7,parsed_ok,False
cf6f0a6bcf33d7a9,NoName4,organized,,S,3,/Volumes/EXT DATA/IDMB/images/organized/Bombus_sylvarum/worker/NoName4_S3.jpg,/Volumes/EXT DATA/IDMB/images/organized,organized_underscore,.jpg,2075627,cf6f0a6bcf33d7a9,parsed_ok,False
cccfad799c7c8c7b,CD388135,organized,,S,1,/Volumes/EXT DATA/IDMB/images/organized/Bombus_sylvarum/worker/CD388135_S1.jpg,/Volumes/EXT DATA/IDMB/images/organized,organized_underscore,.jpg,1555220,cccfad799c7c8c7b,parsed_ok,False
