photo_id,inv_id,status,error_reason,n_landmarks_found,model_name,processing_time_s,processed_at
WB1_23_0130_S_3,WB1_23_0130,OK,,19,weights,0.0951,2026-09-11T09:28:22+00:00
WB1_23_0131_S_1,WB1_23_0131,OK,,19,weights,0.0922,2026-09-11T09:28:22+00:00
WB1_23_0131_S_2,WB1_23_0131,OK,,19,weights,0.0931,2026-09-11T09:28:22+00:00
WB1_23_0131_S_3,WB1_23_0131,OK,,19,weights,0.0922,2026-09-11T09:28:22+00:00
WB1_23_0132_S_1,WB1_23_0132,OK,,19,weights,0.0921,2026-09-11T09:28:22+00:00
WB1_23_0132_S_2,WB1_23_0132,OK,,19,weights,0.0923,2026-09-11T09:28:23+00:00
WB1_23_0132_S_3,WB1_23_0132,OK,,19,weights,0.0924,2026-09-11T09:28:23+00:00
WB1_23_0133_S_1,WB1_23_0133,OK,,19,weights,0.0905,2026-09-11T09:28:23+00:00
WB1_23_0133_S_2,WB1_23_0133,OK,,19,weights,0.0931,2026-09-11T09:28:23+00:00
WB1_23_0133_S_3,WB1_23_0133,OK,,19,weights,0.0985,2026-09-11T09:28:23+00:00
WB1_23_0134_S_1,WB1_23_0134,OK,,19,weights,0.0904,2026-09-11T09:28:23+00:00
WB1_23_0134_S_2,WB1_23_0134,OK,,19,weights,0.0927,2026-09-11T09:28:23+00:00
WB1_23_0134_S_3,WB1_23_0134,OK,,19,weights,0.0922,2026-09-11T09:28:23+00:00
WB1_23_0135_S_1,WB1_23_0135,SUSPECT,only_13_of_19_expected_maxima,13,weights,0.0900,2026-09-11T09:28:23+00:00
WB1_23_0135_S_2,WB1_23_0135,OK,,19,weights,0.0903,2026-09-11T09:28:23+00:00
WB1_23_0135_S_3,WB1_23_0135,OK,,19,weights,0.0916,2026-09-11T09:28:23+00:00
WB1_23_0135_S_4,WB1_23_0135,OK,,19,weights,0.0915,2026-09-11T09:28:24+00:00
WB1_23_0136_S_1,WB1_23_0136,SUSPECT,only_18_of_19_expected_maxima,18,weights,0.0950,2026-09-11T09:28:24+00:00
WB1_23_0137_S_1,WB1_23_0137,OK,,19,weights,0.0907,2026-09-11T09:28:24+00:00
WB1_23_0138_S_1,WB1_23_0138,OK,,19,weights,0.0914,2026-09-11T09:28:24+00:00
WB1_23_0139_S_1,WB1_23_0139,OK,,19,weights,0.0908,2026-09-11T09:28:24+00:00
WB1_23_0140_S_1,WB1_23_0140,OK,,19,weights,0.0910,2026-09-11T09:28:24+00:00
WB1_23_0141_S_1,WB1_23_0141,OK,,19,weights,0.0916,2026-09-11T09:28:24+00:00
WB1_23_0142_S_1,WB1_23_0142,OK,,19,weights,0.0908,2026-09-11T09:28:24+00:00
WB1_23_0143_S_1,WB1_23_0143,OK,,19,weights,0.0909,2026-09-11T09:28:24+00:00
WB1_23_0144_S_1,WB1_23_0144,OK,,19,weights,0.0912,2026-09-11T09:28:24+00:00
WB1_23_0145_S_1,WB1_23_0145,OK,,19,weights,0.0922,2026-09-11T09:28:24+00:00
WB1_23_0146_S_1,WB1_23_0146,OK,,19,weights,0.0922,2026-09-11T09:28:25+00:00
WB1_23_0147_S_1,WB1_23_0147,OK,,19,weights,0.0905,2026-09-11T09:28:25+00:00
WB1_23_0148_S_1,WB1_23_0148,OK,,19,weights,0.0898,2026-09-11T09:28:25+00:00
WB1_23_0149_S_1,WB1_23_0149,OK,,19,weights,0.0909,2026-09-11T09:28:25+00:00
WB1_23_0150_S_1,WB1_23_0150,OK,,19,weights,0.0893,2026-09-11T09:28:25+00:00
WB1_23_0151_S_1,WB1_23_0151,OK,,19,weights,0.0908,2026-09-11T09:28:25+00:00
WB1_23_0152_S_1,WB1_23_0152,OK,,19,weights,0.0913,2026-09-11T09:28:25+00:00
WB1_23_0153_S_1,WB1_23_0153,OK,,19,weights,0.0919,2026-09-11T09:28:25+00:00
WB1_23_0154_S_1,WB1_23_0154,OK,,19,weights,0.0897,2026-09-11T09:28:25+00:00
