photo_id,inv_id,tps_id,image_path,status,registration_cost,n_outlier_landmarks,error_reason,processing_time_s
WB1_23_0001_S_1,WB1_23_0001,1,data/Bombus/terrain/extraction/light/images/WB1_23_0001_S_1.jpg,OK,3.224984318539362e-05,0,,0.0022
WB1_23_0001_S_2,WB1_23_0001,2,data/Bombus/terrain/extraction/light/images/WB1_23_0001_S_2.jpg,OK,4.424639176193043e-05,0,,0.0009
WB1_23_0001_S_3,WB1_23_0001,3,data/Bombus/terrain/extraction/light/images/WB1_23_0001_S_3.jpg,OK,4.434154167514561e-05,0,,0.0009
WB1_23_0002_S_1,WB1_23_0002,4,data/Bombus/terrain/extraction/light/images/WB1_23_0002_S_1.jpg,OK,8.454072070609342e-05,0,,0.0010
WB1_23_0002_S_2,WB1_23_0002,5,data/Bombus/terrain/extraction/light/images/WB1_23_0002_S_2.jpg,OK,0.00014555855192487573,0,,0.0009
WB1_23_0002_S_3,WB1_23_0002,6,data/Bombus/terrain/extraction/light/images/WB1_23_0002_S_3.jpg,OK,0.00010551767975348962,0,,0.0009
WB1_23_0003_S_1,WB1_23_0003,7,data/Bombus/terrain/extraction/light/images/WB1_23_0003_S_1.jpg,FAILED,inf,,"17 landmarks, 19 expected",0.0000
WB1_23_0003_S_2,WB1_23_0003,8,data/Bombus/terrain/extraction/light/images/WB1_23_0003_S_2.jpg,FAILED,inf,,"15 landmarks, 19 expected",0.0000
WB1_23_0003_S_3,WB1_23_0003,9,data/Bombus/terrain/extraction/light/images/WB1_23_0003_S_3.jpg,FAILED,inf,,"16 landmarks, 19 expected",0.0000
WB1_23_0004_S_1,WB1_23_0004,10,data/Bombus/terrain/extraction/light/images/WB1_23_0004_S_1.jpg,OK,3.9248793658132976e-05,0,,0.0010
WB1_23_0004_S_2,WB1_23_0004,11,data/Bombus/terrain/extraction/light/images/WB1_23_0004_S_2.jpg,OK,3.1831857276620725e-05,0,,0.0008
WB1_23_0004_S_3,WB1_23_0004,12,data/Bombus/terrain/extraction/light/images/WB1_23_0004_S_3.jpg,OK,2.7413288377847697e-05,0,,0.0008
WB1_23_0005_S_2,WB1_23_0005,13,data/Bombus/terrain/extraction/light/images/WB1_23_0005_S_2.jpg,OK,5.5152828838291006e-05,0,,0.0010
WB1_23_0005_S_3,WB1_23_0005,14,data/Bombus/terrain/extraction/light/images/WB1_23_0005_S_3.jpg,OK,8.699331034195954e-05,0,,0.0009
WB1_23_0006_S_1,WB1_23_0006,15,data/Bombus/terrain/extraction/light/images/WB1_23_0006_S_1.jpg,OK,8.255615425414941e-05,0,,0.0009
WB1_23_0006_S_2,WB1_23_0006,16,data/Bombus/terrain/extraction/light/images/WB1_23_0006_S_2.jpg,OK,0.00028739243950844784,3,,0.0016
WB1_23_0006_S_3,WB1_23_0006,17,data/Bombus/terrain/extraction/light/images/WB1_23_0006_S_3.jpg,OK,7.087853567485367e-05,0,,0.0009
WB1_23_0007_S_2,WB1_23_0007,18,data/Bombus/terrain/extraction/light/images/WB1_23_0007_S_2.jpg,OK,9.51212919811949e-05,2,,0.0009
WB1_23_0007_S_3,WB1_23_0007,19,data/Bombus/terrain/extraction/light/images/WB1_23_0007_S_3.jpg,OK,0.0001503336632828152,4,,0.0010
WB1_23_0008_S_1,WB1_23_0008,20,data/Bombus/terrain/extraction/light/images/WB1_23_0008_S_1.jpg,OK,1.963715990253548e-05,0,,0.0008
WB1_23_0008_S_2,WB1_23_0008,21,data/Bombus/terrain/extraction/light/images/WB1_23_0008_S_2.jpg,OK,9.812181723784302e-05,3,,0.0009
WB1_23_0008_S_3,WB1_23_0008,22,data/Bombus/terrain/extraction/light/images/WB1_23_0008_S_3.jpg,OK,5.580453882957729e-05,1,,0.0008
WB1_23_0009_S_1,WB1_23_0009,23,data/Bombus/terrain/extraction/light/images/WB1_23_0009_S_1.jpg,OK,0.004480312944727625,0,,0.0011
WB1_23_0009_S_2,WB1_23_0009,24,data/Bombus/terrain/extraction/light/images/WB1_23_0009_S_2.jpg,OK,0.00046040835082089977,0,,0.0008
WB1_23_0009_S_3,WB1_23_0009,25,data/Bombus/terrain/extraction/light/images/WB1_23_0009_S_3.jpg,OK,0.00034602516993158597,0,,0.0011
WB1_23_0010_S_3,WB1_23_0010,26,data/Bombus/terrain/extraction/light/images/WB1_23_0010_S_3.jpg,OK,0.00019625326068001194,1,,0.0010
WB1_23_0016_S_1,WB1_23_0016,27,data/Bombus/terrain/extraction/light/images/WB1_23_0016_S_1.jpg,FAILED,inf,,"17 landmarks, 19 expected",0.0000
WB1_23_0016_S_2,WB1_23_0016,28,data/Bombus/terrain/extraction/light/images/WB1_23_0016_S_2.jpg,OK,9.98384193055716e-05,0,,0.0012
WB1_23_0016_S_3,WB1_23_0016,29,data/Bombus/terrain/extraction/light/images/WB1_23_0016_S_3.jpg,FAILED,inf,,"3 landmarks, 19 expected",0.0000
WB1_23_0017_S_1,WB1_23_0017,30,data/Bombus/terrain/extraction/light/images/WB1_23_0017_S_1.jpg,FAILED,inf,,"18 landmarks, 19 expected",0.0000
WB1_23_0017_S_2,WB1_23_0017,31,data/Bombus/terrain/extraction/light/images/WB1_23_0017_S_2.jpg,OK,7.335422450445519e-05,0,,0.0012
WB1_23_0017_S_3,WB1_23_0017,32,data/Bombus/terrain/extraction/light/images/WB1_23_0017_S_3.jpg,FAILED,inf,,"18 landmarks, 19 expected",0.0000
WB1_23_0018_S_1,WB1_23_0018,33,data/Bombus/terrain/extraction/light/images/WB1_23_0018_S_1.jpg,OK,8.303367647347068e-05,0,,0.0011
WB1_23_0018_S_2,WB1_23_0018,34,data/Bombus/terrain/extraction/light/images/WB1_23_0018_S_2.jpg,FAILED,inf,,"18 landmarks, 19 expected",0.0000
WB1_23_0018_S_3,WB1_23_0018,35,data/Bombus/terrain/extraction/light/images/WB1_23_0018_S_3.jpg,FAILED,inf,,"18 landmarks, 19 expected",0.0000
