tps_id,inv_id,species,caste,device,device_tag
365,ARLY_PRAT_0054,pratorum,worker,Canon EOS 70D - 40mm,S1
366,ARLY_PRAT_0054,pratorum,worker,Canon EOS 70D - 40mm,S2
367,ARLY_PRAT_0054,pratorum,worker,Canon EOS 70D - 40mm,S3
368,ARLY_PRAT_0055,monticola,drone,Smartphone Samsung s10,P1
369,ARLY_PRAT_0055,monticola,drone,Smartphone Samsung s10,P2
370,ARLY_PRAT_0055,monticola,drone,Smartphone Samsung s10,S1
371,ARLY_PRAT_0055,monticola,drone,Smartphone Samsung s10,S2
372,ARLY_PRAT_0055,monticola,drone,Smartphone Samsung s10,S3
373,ARLY_PRAT_0056,pyrenaeus,drone,Smartphone Samsung s10,P1
374,ARLY_PRAT_0056,pyrenaeus,drone,Smartphone Samsung s10,P2
375,ARLY_PRAT_0056,pyrenaeus,drone,Smartphone Samsung s10,S1
376,ARLY_PRAT_0056,pyrenaeus,drone,Smartphone Samsung s10,S2
377,ARLY_PRAT_0056,pyrenaeus,drone,Smartphone Samsung s10,S3
378,ARLY_PRAT_0057,pyrenaeus,drone,Smartphone Samsung s10,P1
379,ARLY_PRAT_0057,pyrenaeus,drone,Smartphone Samsung s10,P2
380,ARLY_PRAT_0057,pyrenaeus,drone,Smartphone Samsung s10,S1
381,ARLY_PRAT_0057,pyrenaeus,drone,Smartphone Samsung s10,S2
382,ARLY_PRAT_0057,pyrenaeus,drone,Smartphone Samsung s10,S3
383,ARLY_PRAT_0058,pyrenaeus,drone,Smartphone Samsung s10,P1
384,ARLY_PRAT_0058,pyrenaeus,drone,Smartphone Samsung s10,P2
385,ARLY_PRAT_0058,pyrenaeus,drone,Smartphone Samsung s10,S1
386,ARLY_PRAT_0058,pyrenaeus,drone,Smartphone Samsung s10,S2
387,ARLY_PRAT_0058,pyrenaeus,drone,Smartphone Samsung s10,S3
388,ARLY_PRAT_0059,pyrenaeus,worker,Smartphone Samsung s10,P1
389,ARLY_PRAT_0059,pyrenaeus,worker,Smartphone Samsung s10,P2
390,ARLY_PRAT_0059,pyrenaeus,worker,Smartphone Samsung s10,S1
391,ARLY_PRAT_0059,pyrenaeus,worker,Smartphone Samsung s10,S2
392,ARLY_PRAT_0059,pyrenaeus,worker,Smartphone Samsung s10,S3
393,ARLY_PRAT_0060,pratorum,worker,Canon EOS 70D - 40mm,P1
394,ARLY_PRAT_0060,pratorum,worker,Canon EOS 70D - 40mm,P2
395,ARLY_PRAT_0060,pratorum,worker,Canon EOS 70D - 40mm,S1
396,ARLY_PRAT_0060,pratorum,worker,Canon EOS 70D - 40mm,S2
397,ARLY_PRAT_0060,pratorum,worker,Canon EOS 70D - 40mm,S3
398,ARLY_PRAT_0061,pratorum,fondatrice,Smartphone Samsung s10,P1
399,ARLY_PRAT_0061,pratorum,fondatrice,Smartphone Samsung s10,P2
400,ARLY_PRAT_0061,pratorum,fondatrice,Smartphone Samsung s10,S1
401,ARLY_PRAT_0061,pratorum,fondatrice,Smartphone Samsung s10,S2
402,ARLY_PRAT_0061,pratorum,fondatrice,Smartphone Samsung s10,S3
403,ARLY_PRAT_0062,pratorum,fondatrice,Smartphone Samsung s10,P1
404,ARLY_PRAT_0062,pratorum,fondatrice,Smartphone Samsung s10,P2
405,ARLY_PRAT_0062,pratorum,fondatrice,Smartphone Samsung s10,S1
406,ARLY_PRAT_0062,pratorum,fondatrice,Smartphone Samsung s10,S2
407,ARLY_PRAT_0062,pratorum,fondatrice,Smartphone Samsung s10,S3
408,ARLY_PRAT_0063,pratorum,worker,Smartphone Samsung s10,P1
409,ARLY_PRAT_0063,pratorum,worker,Smartphone Samsung s10,P2
410,ARLY_PRAT_0063,pratorum,worker,Smartphone Samsung s10,S1
411,ARLY_PRAT_0063,pratorum,worker,Smartphone Samsung s10,S2
412,ARLY_PRAT_0063,pratorum,worker,Smartphone Samsung s10,S3
413,ARLY_PRAT_0064,pratorum,drone,Smartphone Samsung s10,P1
414,ARLY_PRAT_0064,pratorum,drone,Smartphone Samsung s10,P2
415,ARLY_PRAT_0064,pratorum,drone,Smartphone Samsung s10,S1
416,ARLY_PRAT_0064,pratorum,drone,Smartphone Samsung s10,S2
417,ARLY_PRAT_0064,pratorum,drone,Smartphone Samsung s10,S3
418,ARLY_PRAT_0065,pratorum,worker,Canon EOS 70D - 40mm,P1
419,ARLY_PRAT_0065,pratorum,worker,Canon EOS 70D - 40mm,P2
420,ARLY_PRAT_0065,pratorum,worker,Canon EOS 70D - 40mm,S1
421,ARLY_PRAT_0065,pratorum,worker,Canon EOS 70D - 40mm,S2
422,ARLY_PRAT_0065,pratorum,worker,Canon EOS 70D - 40mm,S3
423,ARLY_SORO_0002,sylvarum,worker,Smartphone Samsung s10,P1
424,ARLY_SORO_0002,sylvarum,worker,Smartphone Samsung s10,P2
425,ARLY_SORO_0002,sylvarum,worker,Smartphone Samsung s10,S1
426,ARLY_SORO_0002,sylvarum,worker,Smartphone Samsung s10,S2
427,ARLY_SORO_0002,sylvarum,worker,Smartphone Samsung s10,S3
428,ARLY_SORO_0003,ruderarius,worker,Smartphone Samsung s10,P1
429,ARLY_SORO_0003,ruderarius,worker,Smartphone Samsung s10,P2
430,ARLY_SORO_0003,ruderarius,worker,Smartphone Samsung s10,S1
431,ARLY_SORO_0003,ruderarius,worker,Smartphone Samsung s10,S2
432,ARLY_SORO_0003,ruderarius,worker,Smartphone Samsung s10,S3
433,ARLY_SORO_0004,ruderarius,drone,Smartphone Samsung s10,P1
434,ARLY_SORO_0004,ruderarius,drone,Smartphone Samsung s10,P2
435,ARLY_SORO_0004,ruderarius,drone,Smartphone Samsung s10,S1
436,ARLY_SORO_0004,ruderarius,drone,Smartphone Samsung s10,S2
437,ARLY_SORO_0004,ruderarius,drone,Smartphone Samsung s10,S3
438,ARLY_SORO_0005,sichelii,worker,Smartphone Samsung s10,P1
439,ARLY_SORO_0005,sichelii,worker,Smartphone Samsung s10,P2
440,ARLY_SORO_0005,sichelii,worker,Smartphone Samsung s10,S1
441,ARLY_SORO_0005,sichelii,worker,Smartphone Samsung s10,S2
442,ARLY_SORO_0005,sichelii,worker,Smartphone Samsung s10,S3
443,ARLY_SORO_0006,sylvarum,fondatrice,Smartphone Samsung s10,P1
444,ARLY_SORO_0006,sylvarum,fondatrice,Smartphone Samsung s10,P2
445,ARLY_SORO_0006,sylvarum,fondatrice,Smartphone Samsung s10,S1
446,ARLY_SORO_0006,sylvarum,fondatrice,Smartphone Samsung s10,S2
447,ARLY_SORO_0006,sylvarum,fondatrice,Smartphone Samsung s10,S3
448,ARLY_SORO_0007,pomorum,drone,Smartphone Samsung s10,P1
449,ARLY_SORO_0007,pomorum,drone,Smartphone Samsung s10,P2
450,ARLY_SORO_0007,pomorum,drone,Smartphone Samsung s10,S1
451,ARLY_SORO_0007,pomorum,drone,Smartphone Samsung s10,S2
452,ARLY_SORO_0007,pomorum,drone,Smartphone Samsung s10,S3
453,ARLY_SORO_0008,sylvarum,worker,Smartphone Samsung s10,P1
454,ARLY_SORO_0008,sylvarum,worker,Smartphone Samsung s10,P2
455,ARLY_SORO_0008,sylvarum,worker,Smartphone Samsung s10,S1
456,ARLY_SORO_0008,sylvarum,worker,Smartphone Samsung s10,S2
457,ARLY_SORO_0008,sylvarum,worker,Smartphone Samsung s10,S3
458,ARLY_SORO_0009,sylvarum,worker,Smartphone Samsung s10,P1
459,ARLY_SORO_0009,sylvarum,worker,Smartphone Samsung s10,P2
460,ARLY_SORO_0009,sylvarum,worker,Smartphone Samsung s10,S1
461,ARLY_SORO_0009,sylvarum,worker,Smartphone Samsung s10,S2
462,ARLY_SORO_0009,sylvarum,worker,Smartphone Samsung s10,S3
463,ARLY_SORO_0010,soroeensis,worker,Smartphone Samsung s10,P1
464,ARLY_SORO_0010,soroeensis,worker,Smartphone Samsung s10,P2
465,ARLY_SORO_0010,soroeensis,worker,Smartphone Samsung s10,S1
466,ARLY_SORO_0010,soroeensis,worker,Smartphone Samsung s10,S2
467,ARLY_SORO_0010,soroeensis,worker,Smartphone Samsung s10,S3
468,ARLY_SORO_0011,soroeensis,worker,Smartphone Samsung s10,P1
469,ARLY_SORO_0011,soroeensis,worker,Smartphone Samsung s10,P2
470,ARLY_SORO_0011,soroeensis,worker,Smartphone Samsung s10,S1
471,ARLY_SORO_0011,soroeensis,worker,Smartphone Samsung s10,S2
472,ARLY_SORO_0011,soroeensis,worker,Smartphone Samsung s10,S3
473,ARLY_SORO_0012,ruderarius,worker,Smartphone Samsung s10,P1
474,ARLY_SORO_0012,ruderarius,worker,Smartphone Samsung s10,P2
475,ARLY_SORO_0012,ruderarius,worker,Smartphone Samsung s10,S1
476,ARLY_SORO_0012,ruderarius,worker,Smartphone Samsung s10,S3
477,ARLY_SORO_0013,soroeensis,worker,Smartphone Samsung s10,P1
478,ARLY_SORO_0013,soroeensis,worker,Smartphone Samsung s10,P2
479,ARLY_SORO_0013,soroeensis,worker,Smartphone Samsung s10,S1
480,ARLY_SORO_0013,soroeensis,worker,Smartphone Samsung s10,S2
481,ARLY_SORO_0013,soroeensis,worker,Smartphone Samsung s10,S3
482,ARLY_SORO_0014,soroeensis,worker,Smartphone Samsung s10,P1
483,ARLY_SORO_0014,soroeensis,worker,Smartphone Samsung s10,P2
484,ARLY_SORO_0014,soroeensis,worker,Smartphone Samsung s10,S1
485,ARLY_SORO_0014,soroeensis,worker,Smartphone Samsung s10,S2
486,ARLY_SORO_0014,soroeensis,worker,Smartphone Samsung s10,S3
487,ARLY_SORO_0015,sylvarum,worker,Smartphone Samsung s10,P1
488,ARLY_SORO_0015,sylvarum,worker,Smartphone Samsung s10,P2
489,ARLY_SORO_0015,sylvarum,worker,Smartphone Samsung s10,S1
490,ARLY_SORO_0015,sylvarum,worker,Smartphone Samsung s10,S2
491,ARLY_SORO_0015,sylvarum,worker,Smartphone Samsung s10,S3
492,ARLY_SORO_0016,sylvarum,drone,Smartphone Samsung s10,P1
493,ARLY_SORO_0016,sylvarum,drone,Smartphone Samsung s10,P2
494,ARLY_SORO_0016,sylvarum,drone,Smartphone Samsung s10,S1
495,ARLY_SORO_0016,sylvarum,drone,Smartphone Samsung s10,S2
496,ARLY_SORO_0016,sylvarum,drone,Smartphone Samsung s10,S3
497,ARLY_SORO_0017,sylvarum,worker,Smartphone Samsung s10,P1
498,ARLY_SORO_0017,sylvarum,worker,Smartphone Samsung s10,P2
499,ARLY_SORO_0017,sylvarum,worker,Smartphone Samsung s10,S1
500,ARLY_SORO_0017,sylvarum,worker,Smartphone Samsung s10,S2
501,ARLY_SORO_0017,sylvarum,worker,Smartphone Samsung s10,S3
502,ARLY_SORO_0018,sylvarum,worker,Smartphone Samsung s10,P1
503,ARLY_SORO_0018,sylvarum,worker,Smartphone Samsung s10,P2
504,ARLY_SORO_0018,sylvarum,worker,Smartphone Samsung s10,S1
505,ARLY_SORO_0018,sylvarum,worker,Smartphone Samsung s10,S2
506,ARLY_SORO_0018,sylvarum,worker,Smartphone Samsung s10,S3
507,ARLY_SORO_0019,sylvarum,worker,Smartphone Samsung s10,P1
508,ARLY_SORO_0019,sylvarum,worker,Smartphone Samsung s10,P2
509,ARLY_SORO_0019,sylvarum,worker,Smartphone Samsung s10,S1
510,ARLY_SORO_0019,sylvarum,worker,Smartphone Samsung s10,S2
511,ARLY_SORO_0019,sylvarum,worker,Smartphone Samsung s10,S3
512,ARLY_SORO_0020,soroeensis,drone,Smartphone Samsung s10,P1
513,ARLY_SORO_0020,soroeensis,drone,Smartphone Samsung s10,P2
514,ARLY_SORO_0020,soroeensis,drone,Smartphone Samsung s10,S1
515,ARLY_SORO_0020,soroeensis,drone,Smartphone Samsung s10,S2
516,ARLY_SORO_0020,soroeensis,drone,Smartphone Samsung s10,S3
517,ARLY_SORO_0021,sylvarum,drone,Smartphone Samsung s10,P1
518,ARLY_SORO_0021,sylvarum,drone,Smartphone Samsung s10,P2
519,ARLY_SORO_0021,sylvarum,drone,Smartphone Samsung s10,S1
520,ARLY_SORO_0021,sylvarum,drone,Smartphone Samsung s10,S2
521,ARLY_SORO_0021,sylvarum,drone,Smartphone Samsung s10,S3
522,ARLY_SORO_0022,sylvarum,fondatrice,Smartphone Samsung s10,P1
523,ARLY_SORO_0022,sylvarum,fondatrice,Smartphone Samsung s10,P2
524,ARLY_SORO_0022,sylvarum,fondatrice,Smartphone Samsung s10,S1
525,ARLY_SORO_0022,sylvarum,fondatrice,Smartphone Samsung s10,S2
526,ARLY_SORO_0022,sylvarum,fondatrice,Smartphone Samsung s10,S3
527,ARLY_SORO_0023,ruderarius,worker,Smartphone Samsung s10,P1
528,ARLY_SORO_0023,ruderarius,worker,Smartphone Samsung s10,P2
529,ARLY_SORO_0023,ruderarius,worker,Smartphone Samsung s10,S1
530,ARLY_SORO_0023,ruderarius,worker,Smartphone Samsung s10,S2
531,ARLY_SORO_0023,ruderarius,worker,Smartphone Samsung s10,S3
532,ARLY_SORO_0024,ruderarius,worker,Canon EOS 70D - 40mm,P1
533,ARLY_SORO_0024,ruderarius,worker,Canon EOS 70D - 40mm,P2
534,ARLY_SORO_0024,ruderarius,worker,Canon EOS 70D - 40mm,S2
535,ARLY_SORO_0024,ruderarius,worker,Canon EOS 70D - 40mm,S3
536,ARLY_SORO_0025,ruderarius,worker,Smartphone Samsung s10,P1
537,ARLY_SORO_0025,ruderarius,worker,Smartphone Samsung s10,P2
538,ARLY_SORO_0025,ruderarius,worker,Smartphone Samsung s10,S1
539,ARLY_SORO_0025,ruderarius,worker,Smartphone Samsung s10,S2
540,ARLY_SORO_0025,ruderarius,worker,Smartphone Samsung s10,S3
541,ARLY_SORO_0026,ruderarius,worker,Smartphone Samsung s10,P1
542,ARLY_SORO_0026,ruderarius,worker,Smartphone Samsung s10,P2
543,ARLY_SORO_0026,ruderarius,worker,Smartphone Samsung s10,S1
544,ARLY_SORO_0026,ruderarius,worker,Smartphone Samsung s10,S2
545,ARLY_SORO_0026,ruderarius,worker,Smartphone Samsung s10,S3
546,ARLY_SORO_0027,ruderarius,worker,Smartphone Samsung s10,P1
547,ARLY_SORO_0027,ruderarius,worker,Smartphone Samsung s10,P2
548,ARLY_SORO_0027,ruderarius,worker,Smartphone Samsung s10,S1
549,ARLY_SORO_0027,ruderarius,worker,Smartphone Samsung s10,S2
550,ARLY_SORO_0027,ruderarius,worker,Smartphone Samsung s10,S3
551,ARLY_SORO_0028,ruderarius,worker,Smartphone Samsung s10,P1
552,ARLY_SORO_0028,ruderarius,worker,Smartphone Samsung s10,P2
553,ARLY_SORO_0028,ruderarius,worker,Smartphone Samsung s10,S1
554,ARLY_SORO_0028,ruderarius,worker,Smartphone Samsung s10,S2
555,ARLY_SORO_0028,ruderarius,worker,Smartphone Samsung s10,S3
556,ARLY_SORO_0029,ruderarius,worker,Smartphone Samsung s10,P1
557,ARLY_SORO_0029,ruderarius,worker,Smartphone Samsung s10,P2
558,ARLY_SORO_0029,ruderarius,worker,Smartphone Samsung s10,S1
559,ARLY_SORO_0029,ruderarius,worker,Smartphone Samsung s10,S2
560,ARLY_SORO_0029,ruderarius,worker,Smartphone Samsung s10,S3
561,ARLY_SORO_0030,soroeensis,worker,Smartphone Samsung s10,P1
562,ARLY_SORO_0030,soroeensis,worker,Smartphone Samsung s10,P2
563,ARLY_SORO_0030,soroeensis,worker,Smartphone Samsung s10,S1
564,ARLY_SORO_0030,soroeensis,worker,Smartphone Samsung s10,S2
565,ARLY_SORO_0030,soroeensis,worker,Smartphone Samsung s10,S3
566,ARLY_SORO_0031,sylvarum,worker,Smartphone Samsung s10,P1
567,ARLY_SORO_0031,sylvarum,worker,Smartphone Samsung s10,P2
568,ARLY_SORO_0031,sylvarum,worker,Smartphone Samsung s10,S1
569,ARLY_SORO_0031,sylvarum,worker,Smartphone Samsung s10,S2
570,ARLY_SORO_0031,sylvarum,worker,Smartphone Samsung s10,S3
571,ARLY_SORO_0032,soroeensis,drone,Smartphone Samsung s10,P1
572,ARLY_SORO_0032,soroeensis,drone,Smartphone Samsung s10,P2
573,ARLY_SORO_0032,soroeensis,drone,Smartphone Samsung s10,S1
574,ARLY_SORO_0032,soroeensis,drone,Smartphone Samsung s10,S2
575,ARLY_SORO_0032,soroeensis,drone,Smartphone Samsung s10,S3
576,ARLY_SORO_0033,ruderarius,fondatrice,Smartphone Samsung s10,P1
577,ARLY_SORO_0033,ruderarius,fondatrice,Smartphone Samsung s10,P2
578,ARLY_SORO_0033,ruderarius,fondatrice,Smartphone Samsung s10,S1
579,ARLY_SORO_0033,ruderarius,fondatrice,Smartphone Samsung s10,S2
580,ARLY_SORO_0033,ruderarius,fondatrice,Smartphone Samsung s10,S3
581,ARLY_SORO_0034,sylvarum,fondatrice,Smartphone Samsung s10,P1
582,ARLY_SORO_0034,sylvarum,fondatrice,Smartphone Samsung s10,P2
583,ARLY_SORO_0034,sylvarum,fondatrice,Smartphone Samsung s10,S1
584,ARLY_SORO_0034,sylvarum,fondatrice,Smartphone Samsung s10,S2
585,ARLY_SORO_0034,sylvarum,fondatrice,Smartphone Samsung s10,S3
586,ARLY_SORO_0035,ruderarius,fondatrice,Smartphone Samsung s10,P1
587,ARLY_SORO_0035,ruderarius,fondatrice,Smartphone Samsung s10,P2
588,ARLY_SORO_0035,ruderarius,fondatrice,Smartphone Samsung s10,S1
589,ARLY_SORO_0035,ruderarius,fondatrice,Smartphone Samsung s10,S2
590,ARLY_SORO_0035,ruderarius,fondatrice,Smartphone Samsung s10,S3
591,ARLY_SORO_0036,soroeensis,worker,Smartphone Samsung s10,P1
592,ARLY_SORO_0036,soroeensis,worker,Smartphone Samsung s10,P2
593,ARLY_SORO_0036,soroeensis,worker,Smartphone Samsung s10,S1
594,ARLY_SORO_0036,soroeensis,worker,Smartphone Samsung s10,S2
595,ARLY_SORO_0036,soroeensis,worker,Smartphone Samsung s10,S3
596,ARLY_SORO_0037,ruderarius,worker,Canon EOS 70D - 40mm,P1
597,ARLY_SORO_0037,ruderarius,worker,Canon EOS 70D - 40mm,P2
598,ARLY_SORO_0037,ruderarius,worker,Canon EOS 70D - 40mm,S2
599,ARLY_SORO_0037,ruderarius,worker,Canon EOS 70D - 40mm,S3
600,ARLY_SORO_0038,ruderarius,fondatrice,Smartphone Samsung s10,P1
601,ARLY_SORO_0038,ruderarius,fondatrice,Smartphone Samsung s10,P2
602,ARLY_SORO_0038,ruderarius,fondatrice,Smartphone Samsung s10,S1
603,ARLY_SORO_0038,ruderarius,fondatrice,Smartphone Samsung s10,S2
604,ARLY_SORO_0038,ruderarius,fondatrice,Smartphone Samsung s10,S3
605,ARLY_SORO_0039,wurflenii,worker,Smartphone Samsung s10,P1
606,ARLY_SORO_0039,wurflenii,worker,Smartphone Samsung s10,P2
607,ARLY_SORO_0039,wurflenii,worker,Smartphone Samsung s10,S1
608,ARLY_SORO_0039,wurflenii,worker,Smartphone Samsung s10,S2
609,ARLY_SORO_0039,wurflenii,worker,Smartphone Samsung s10,S3
610,ARLY_SORO_0040,soroeensis,worker,Smartphone Samsung s10,P1
611,ARLY_SORO_0040,soroeensis,worker,Smartphone Samsung s10,P2
612,ARLY_SORO_0040,soroeensis,worker,Smartphone Samsung s10,S1
613,ARLY_SORO_0040,soroeensis,worker,Smartphone Samsung s10,S2
614,ARLY_SORO_0040,soroeensis,worker,Smartphone Samsung s10,S3
615,ARLY_SORO_0041,sichelii,worker,Smartphone Samsung s10,P1
616,ARLY_SORO_0041,sichelii,worker,Smartphone Samsung s10,P2
617,ARLY_SORO_0041,sichelii,worker,Smartphone Samsung s10,S1
618,ARLY_SORO_0041,sichelii,worker,Smartphone Samsung s10,S2
619,ARLY_SORO_0041,sichelii,worker,Smartphone Samsung s10,S3
620,ARLY_SORO_0042,ruderarius,drone,Smartphone Samsung s10,P1
621,ARLY_SORO_0042,ruderarius,drone,Smartphone Samsung s10,P2
622,ARLY_SORO_0042,ruderarius,drone,Smartphone Samsung s10,S1
623,ARLY_SORO_0042,ruderarius,drone,Smartphone Samsung s10,S2
624,ARLY_SORO_0042,ruderarius,drone,Smartphone Samsung s10,S3
625,ARLY_SORO_0043,ruderarius,worker,Canon EOS 70D - 40mm,P1
626,ARLY_SORO_0043,ruderarius,worker,Canon EOS 70D - 40mm,P2
627,ARLY_SORO_0043,ruderarius,worker,Canon EOS 70D - 40mm,S1
628,ARLY_SORO_0043,ruderarius,worker,Canon EOS 70D - 40mm,S2
629,ARLY_SORO_0043,ruderarius,worker,Canon EOS 70D - 40mm,S3
630,ARLY_SORO_0044,ruderarius,worker,Canon EOS 70D - 40mm,P1
631,ARLY_SORO_0044,ruderarius,worker,Canon EOS 70D - 40mm,P2
632,ARLY_SORO_0044,ruderarius,worker,Canon EOS 70D - 40mm,S1
633,ARLY_SORO_0044,ruderarius,worker,Canon EOS 70D - 40mm,S2
634,ARLY_SORO_0044,ruderarius,worker,Canon EOS 70D - 40mm,S3
635,ARLY_SORO_0045,ruderarius,worker,Canon EOS 70D - 40mm,P1
636,ARLY_SORO_0045,ruderarius,worker,Canon EOS 70D - 40mm,P2
637,ARLY_SORO_0045,ruderarius,worker,Canon EOS 70D - 40mm,S1
638,ARLY_SORO_0045,ruderarius,worker,Canon EOS 70D - 40mm,S2
639,ARLY_SORO_0045,ruderarius,worker,Canon EOS 70D - 40mm,S3
640,ARLY_SORO_0046,wurflenii,worker,Smartphone Samsung s10,P1
641,ARLY_SORO_0046,wurflenii,worker,Smartphone Samsung s10,P2
642,ARLY_SORO_0046,wurflenii,worker,Smartphone Samsung s10,S1
643,ARLY_SORO_0046,wurflenii,worker,Smartphone Samsung s10,S2
644,ARLY_SORO_0046,wurflenii,worker,Smartphone Samsung s10,S3
645,ARLY_SORO_0047,sichelii,worker,Smartphone Samsung s10,P1
646,ARLY_SORO_0047,sichelii,worker,Smartphone Samsung s10,P2
647,ARLY_SORO_0047,sichelii,worker,Smartphone Samsung s10,S1
648,ARLY_SORO_0047,sichelii,worker,Smartphone Samsung s10,S2
649,ARLY_SORO_0047,sichelii,worker,Smartphone Samsung s10,S3
650,ARLY_SORO_0048,wurflenii,worker,Smartphone Samsung s10,P1
651,ARLY_SORO_0048,wurflenii,worker,Smartphone Samsung s10,P2
652,ARLY_SORO_0048,wurflenii,worker,Smartphone Samsung s10,S1
653,ARLY_SORO_0048,wurflenii,worker,Smartphone Samsung s10,S2
654,ARLY_SORO_0048,wurflenii,worker,Smartphone Samsung s10,S3
655,ARLY_SORO_0049,wurflenii,worker,Smartphone Samsung s10,P1
656,ARLY_SORO_0049,wurflenii,worker,Smartphone Samsung s10,P2
657,ARLY_SORO_0049,wurflenii,worker,Smartphone Samsung s10,S1
658,ARLY_SORO_0049,wurflenii,worker,Smartphone Samsung s10,S2
659,ARLY_SORO_0049,wurflenii,worker,Smartphone Samsung s10,S3
660,ARLY_SORO_0050,wurflenii,worker,Smartphone Samsung s10,P1
661,ARLY_SORO_0050,wurflenii,worker,Smartphone Samsung s10,P2
662,ARLY_SORO_0050,wurflenii,worker,Smartphone Samsung s10,S1
663,ARLY_SORO_0050,wurflenii,worker,Smartphone Samsung s10,S2
664,ARLY_SORO_0050,wurflenii,worker,Smartphone Samsung s10,S3
665,ARLY_SORO_0051,wurflenii,worker,Smartphone Samsung s10,P1
666,ARLY_SORO_0051,wurflenii,worker,Smartphone Samsung s10,P2
667,ARLY_SORO_0051,wurflenii,worker,Smartphone Samsung s10,S1
668,ARLY_SORO_0051,wurflenii,worker,Smartphone Samsung s10,S2
669,ARLY_SORO_0051,wurflenii,worker,Smartphone Samsung s10,S3
670,ARLY_SORO_0052,wurflenii,worker,Smartphone Samsung s10,P1
671,ARLY_SORO_0052,wurflenii,worker,Smartphone Samsung s10,P2
672,ARLY_SORO_0052,wurflenii,worker,Smartphone Samsung s10,S1
673,ARLY_SORO_0052,wurflenii,worker,Smartphone Samsung s10,S2
674,ARLY_SORO_0052,wurflenii,worker,Smartphone Samsung s10,S3
675,ARLY_SORO_0053,sichelii,worker,Smartphone Samsung s10,P1
676,ARLY_SORO_0053,sichelii,worker,Smartphone Samsung s10,P2
677,ARLY_SORO_0053,sichelii,worker,Smartphone Samsung s10,S1
678,ARLY_SORO_0053,sichelii,worker,Smartphone Samsung s10,S2
679,ARLY_SORO_0053,sichelii,worker,Smartphone Samsung s10,S3
680,ARLY_SORO_0054,sichelii,worker,Smartphone Samsung s10,P1
681,ARLY_SORO_0054,sichelii,worker,Smartphone Samsung s10,P2
682,ARLY_SORO_0054,sichelii,worker,Smartphone Samsung s10,S1
683,ARLY_SORO_0054,sichelii,worker,Smartphone Samsung s10,S2
684,ARLY_SORO_0054,sichelii,worker,Smartphone Samsung s10,S3
685,ARLY_SORO_0055,sichelii,worker,Smartphone Samsung s10,P1
686,ARLY_SORO_0055,sichelii,worker,Smartphone Samsung s10,P2
687,ARLY_SORO_0055,sichelii,worker,Smartphone Samsung s10,S1
688,ARLY_SORO_0055,sichelii,worker,Smartphone Samsung s10,S2
689,ARLY_SORO_0055,sichelii,worker,Smartphone Samsung s10,S3
690,ARLY_SORO_0056,sichelii,worker,Smartphone Samsung s10,P1
691,ARLY_SORO_0056,sichelii,worker,Smartphone Samsung s10,P2
692,ARLY_SORO_0056,sichelii,worker,Smartphone Samsung s10,S1
693,ARLY_SORO_0056,sichelii,worker,Smartphone Samsung s10,S2
694,ARLY_SORO_0056,sichelii,worker,Smartphone Samsung s10,S3
695,ARLY_SORO_0057,sichelii,worker,Smartphone Samsung s10,P1
696,ARLY_SORO_0057,sichelii,worker,Smartphone Samsung s10,P2
697,ARLY_SORO_0057,sichelii,worker,Smartphone Samsung s10,S1
698,ARLY_SORO_0057,sichelii,worker,Smartphone Samsung s10,S2
699,ARLY_SORO_0057,sichelii,worker,Smartphone Samsung s10,S3
700,ARLY_SORO_0058,sichelii,worker,Smartphone Samsung s10,P1
701,ARLY_SORO_0058,sichelii,worker,Smartphone Samsung s10,P2
702,ARLY_SORO_0058,sichelii,worker,Smartphone Samsung s10,S1
703,ARLY_SORO_0058,sichelii,worker,Smartphone Samsung s10,S2
704,ARLY_SORO_0058,sichelii,worker,Smartphone Samsung s10,S3
705,ARLY_SORO_0059,sichelii,worker,Smartphone Samsung s10,P1
706,ARLY_SORO_0059,sichelii,worker,Smartphone Samsung s10,P2
707,ARLY_SORO_0059,sichelii,worker,Smartphone Samsung s10,S1
708,ARLY_SORO_0059,sichelii,worker,Smartphone Samsung s10,S2
709,ARLY_SORO_0059,sichelii,worker,Smartphone Samsung s10,S3
710,ARLY_SORO_0060,soroeensis,worker,Smartphone Samsung s10,P1
711,ARLY_SORO_0060,soroeensis,worker,Smartphone Samsung s10,P2
712,ARLY_SORO_0060,soroeensis,worker,Smartphone Samsung s10,S1
713,ARLY_SORO_0060,soroeensis,worker,Smartphone Samsung s10,S2
714,ARLY_SORO_0060,soroeensis,worker,Smartphone Samsung s10,S3
715,ARLY_SORO_0061,wurflenii,worker,Smartphone Samsung s10,P1
716,ARLY_SORO_0061,wurflenii,worker,Smartphone Samsung s10,P2
717,ARLY_SORO_0061,wurflenii,worker,Smartphone Samsung s10,S1
718,ARLY_SORO_0061,wurflenii,worker,Smartphone Samsung s10,S2
719,ARLY_SORO_0061,wurflenii,worker,Smartphone Samsung s10,S3
720,ARLY_SORO_0062,soroeensis,drone,Smartphone Samsung s10,P1
721,ARLY_SORO_0062,soroeensis,drone,Smartphone Samsung s10,P2
722,ARLY_SORO_0062,soroeensis,drone,Smartphone Samsung s10,S1
723,ARLY_SORO_0062,soroeensis,drone,Smartphone Samsung s10,S2
724,ARLY_SORO_0062,soroeensis,drone,Smartphone Samsung s10,S3
725,ARLY_SORO_0063,wurflenii,worker,Smartphone Samsung s10,P1
