photo_id,inv_id,tps_id,image_path,status,registration_cost,n_outlier_landmarks,error_reason,processing_time_s
ISSERTES_0173_P_2,ISSERTES_0173,2422,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ISSERTES_0173_P_2.jpg,OK,0.0043434313555851,0.0,,0.001
ISSERTES_0173_S_1,ISSERTES_0173,2423,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ISSERTES_0173_S_1.jpg,OK,0.004299700307036,0.0,,0.001
ISSERTES_0173_S_2,ISSERTES_0173,2424,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ISSERTES_0173_S_2.jpg,OK,0.0043301512046955,0.0,,0.001
ISSERTES_0173_S_3,ISSERTES_0173,2425,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ISSERTES_0173_S_3.jpg,OK,0.0043935018442925,0.0,,0.001
ISSERTES_0174_P_1,ISSERTES_0174,2426,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ISSERTES_0174_P_1.jpg,OK,0.0042600018021973,0.0,,0.001
ISSERTES_0174_P_2,ISSERTES_0174,2427,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ISSERTES_0174_P_2.jpg,OK,0.0042257232587196,0.0,,0.0011
ISSERTES_0174_S_1,ISSERTES_0174,2428,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ISSERTES_0174_S_1.jpg,OK,0.0042327117417626,0.0,,0.001
ISSERTES_0174_S_2,ISSERTES_0174,2429,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ISSERTES_0174_S_2.jpg,OK,0.0042392188163757,0.0,,0.001
ISSERTES_0174_S_3,ISSERTES_0174,2430,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ISSERTES_0174_S_3.jpg,OK,0.0042265535191027,0.0,,0.001
ISSERTES_0175_P_1,ISSERTES_0175,2431,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ISSERTES_0175_P_1.jpg,OK,0.0043820555522394,0.0,,0.001
ISSERTES_0175_P_2,ISSERTES_0175,2432,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ISSERTES_0175_P_2.jpg,OK,0.004325389554324,0.0,,0.001
ISSERTES_0175_S_1,ISSERTES_0175,2433,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ISSERTES_0175_S_1.jpg,OK,0.0043411976490174,0.0,,0.0011
ISSERTES_0175_S_2,ISSERTES_0175,2434,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ISSERTES_0175_S_2.jpg,OK,0.0043618830736963,0.0,,0.001
ISSERTES_0175_S_3,ISSERTES_0175,2435,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ISSERTES_0175_S_3.jpg,OK,0.0043285007447511,0.0,,0.0011
ISSERTES_0176_P_1,ISSERTES_0176,2436,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ISSERTES_0176_P_1.jpg,OK,0.0047884427129311,1.0,,0.001
ISSERTES_0176_P_2,ISSERTES_0176,2437,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ISSERTES_0176_P_2.jpg,OK,0.0047838063978573,1.0,,0.0011
ISSERTES_0176_S_1,ISSERTES_0176,2438,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ISSERTES_0176_S_1.jpg,OK,0.0048186807588011,0.0,,0.001
ISSERTES_0176_S_2,ISSERTES_0176,2439,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ISSERTES_0176_S_2.jpg,OK,0.0048172075260086,1.0,,0.001
ISSERTES_0176_S_3,ISSERTES_0176,2440,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ISSERTES_0176_S_3.jpg,OK,0.0048716806121527,0.0,,0.001
ISSERTES_0177_P_1,ISSERTES_0177,2441,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ISSERTES_0177_P_1.jpg,OK,0.0044896539313584,1.0,,0.001
