photo_id,inv_id,tps_id,image_path,status,registration_cost,n_outlier_landmarks,error_reason,processing_time_s
ARLY_0001_P_1,ARLY_0001,1,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0001_P_1.jpg,SUSPECT,0.004506423385965252,18,,0.0018
ARLY_0001_P_2,ARLY_0001,2,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0001_P_2.jpg,OK,0.005053471065440465,1,,0.0012
ARLY_0001_P_3,ARLY_0001,3,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0001_P_3.jpg,FAILED,inf,,"13 landmarks, 18 expected",0.0000
ARLY_0001_P_4,ARLY_0001,4,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0001_P_4.jpg,FAILED,inf,,"17 landmarks, 18 expected",0.0000
ARLY_0001_P_5,ARLY_0001,5,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0001_P_5.jpg,SUSPECT,0.006806492631673142,17,,0.0013
ARLY_0001_S_1,ARLY_0001,6,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0001_S_1.jpg,OK,0.003968433299950186,7,,0.0013
ARLY_0001_S_2,ARLY_0001,7,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0001_S_2.jpg,SUSPECT,0.0103392245230355,17,,0.0014
ARLY_0001_S_3,ARLY_0001,8,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0001_S_3.jpg,OK,0.005292346223003925,3,,0.0014
ARLY_0001_S_4,ARLY_0001,9,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0001_S_4.jpg,FAILED,inf,,"16 landmarks, 18 expected",0.0000
ARLY_0001_S_5,ARLY_0001,10,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0001_S_5.jpg,FAILED,inf,,"15 landmarks, 18 expected",0.0000
ARLY_0004_P_1,ARLY_0004,11,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0004_P_1.jpg,OK,0.005444118909534182,2,,0.0014
ARLY_0004_P_2,ARLY_0004,12,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0004_P_2.jpg,SUSPECT,0.006395733363489308,15,,0.0013
ARLY_0004_P_3,ARLY_0004,13,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0004_P_3.jpg,FAILED,inf,,"12 landmarks, 18 expected",0.0000
ARLY_0004_P_4,ARLY_0004,14,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0004_P_4.jpg,SUSPECT,0.007479723963930697,17,,0.0021
ARLY_0004_P_5,ARLY_0004,15,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0004_P_5.jpg,SUSPECT,0.006844146876834954,14,,0.0013
ARLY_0004_S_1,ARLY_0004,16,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0004_S_1.jpg,OK,0.005009443691313776,1,,0.0012
ARLY_0004_S_2,ARLY_0004,17,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0004_S_2.jpg,OK,0.004630222357111381,3,,0.0014
ARLY_0004_S_3,ARLY_0004,18,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0004_S_3.jpg,OK,0.004560789878926064,0,,0.0012
ARLY_0004_S_4,ARLY_0004,19,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0004_S_4.jpg,OK,0.004545696794658569,0,,0.0010
ARLY_0005_P_1,ARLY_0005,20,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0005_P_1.jpg,OK,0.004699423226475509,0,,0.0010
ARLY_0005_P_2,ARLY_0005,21,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0005_P_2.jpg,OK,0.004685597592473339,0,,0.0010
ARLY_0005_P_3,ARLY_0005,22,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0005_P_3.jpg,SUSPECT,0.008071847806067966,16,,0.0013
ARLY_0005_P_4,ARLY_0005,23,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0005_P_4.jpg,FAILED,inf,,"15 landmarks, 18 expected",0.0000
ARLY_0005_P_5,ARLY_0005,24,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0005_P_5.jpg,SUSPECT,0.011204217883841983,18,,0.0014
ARLY_0005_S_1,ARLY_0005,25,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0005_S_1.jpg,FAILED,inf,,"17 landmarks, 18 expected",0.0000
ARLY_0005_S_2,ARLY_0005,26,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0005_S_2.jpg,OK,0.004550435703680682,0,,0.0014
ARLY_0005_S_3,ARLY_0005,27,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0005_S_3.jpg,SUSPECT,0.006129978961906227,18,,0.0013
ARLY_0005_S_4,ARLY_0005,28,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0005_S_4.jpg,SUSPECT,0.010969294301123273,18,,0.0009
ARLY_0005_S_5,ARLY_0005,29,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0005_S_5.jpg,OK,0.004481565695919832,0,,0.0010
ARLY_0006_P_1,ARLY_0006,30,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0006_P_1.jpg,OK,0.004576106799526424,0,,0.0010
ARLY_0006_P_2,ARLY_0006,31,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0006_P_2.jpg,OK,0.004675860984098399,0,,0.0011
ARLY_0006_P_3,ARLY_0006,32,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0006_P_3.jpg,OK,0.0044264443454632854,0,,0.0011
ARLY_0006_S_1,ARLY_0006,33,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0006_S_1.jpg,OK,0.004578103687313756,0,,0.0011
ARLY_0006_S_2,ARLY_0006,34,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0006_S_2.jpg,OK,0.00447025678508239,0,,0.0010
ARLY_0006_S_3,ARLY_0006,35,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0006_S_3.jpg,OK,0.004536911234924275,0,,0.0010
ARLY_0007_P_1,ARLY_0007,36,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0007_P_1.jpg,OK,0.004668517852912739,0,,0.0011
ARLY_0007_P_2,ARLY_0007,37,/Users/superbg/Documents/IEES/idmybee/data/Bombus/collection/extraction/light/images/ARLY_0007_P_2.jpg,OK,0.004725483610252025,0,,0.0011
