idx,image,status,x,y,w,h,theta,confidence,similarity,aspect_ratio,n_detections,input_path,output_path
139,WB1_23_0117_3,OK,1679,2487,358,878,0.0,0.781,0.836,2.45,5,/Volumes/EXT DATA/IDMB/images/terrain/mehdi/WB1_23_0117_3.jpg,data/images/crop/terrain/mehdi/WB1_23_0117_3.jpg
140,WB1_23_0118_1,OK,1679,2726,349,894,3.846,0.874,0.825,2.56,2,/Volumes/EXT DATA/IDMB/images/terrain/mehdi/WB1_23_0118_1.jpg,data/images/crop/terrain/mehdi/WB1_23_0118_1.jpg
141,WB1_23_0118_2,OK,1658,2646,350,901,6.582,0.926,0.813,2.57,2,/Volumes/EXT DATA/IDMB/images/terrain/mehdi/WB1_23_0118_2.jpg,data/images/crop/terrain/mehdi/WB1_23_0118_2.jpg
142,WB1_23_0118_3,OK,1639,2688,353,902,3.846,0.956,0.809,2.56,2,/Volumes/EXT DATA/IDMB/images/terrain/mehdi/WB1_23_0118_3.jpg,data/images/crop/terrain/mehdi/WB1_23_0118_3.jpg
143,WB1_23_0119_1,OK,1293,2378,394,988,0.0,0.893,0.769,2.51,2,/Volumes/EXT DATA/IDMB/images/terrain/mehdi/WB1_23_0119_1.jpg,data/images/crop/terrain/mehdi/WB1_23_0119_1.jpg
144,WB1_23_0119_2,OK,1480,2309,398,992,0.0,0.833,0.774,2.5,2,/Volumes/EXT DATA/IDMB/images/terrain/mehdi/WB1_23_0119_2.jpg,data/images/crop/terrain/mehdi/WB1_23_0119_2.jpg
145,WB1_23_0119_3,OK,1490,2331,402,1020,0.0,0.903,0.803,2.54,3,/Volumes/EXT DATA/IDMB/images/terrain/mehdi/WB1_23_0119_3.jpg,data/images/crop/terrain/mehdi/WB1_23_0119_3.jpg
146,WB1_23_0120_1,OK,1571,2648,776,371,-9.66,0.987,0.811,2.09,2,/Volumes/EXT DATA/IDMB/images/terrain/mehdi/WB1_23_0120_1.jpg,data/images/crop/terrain/mehdi/WB1_23_0120_1.jpg
147,WB1_23_0120_2,OK,1610,2675,773,370,-9.36,0.982,0.822,2.09,3,/Volumes/EXT DATA/IDMB/images/terrain/mehdi/WB1_23_0120_2.jpg,data/images/crop/terrain/mehdi/WB1_23_0120_2.jpg
148,WB1_23_0120_3,OK,1674,2714,764,369,-9.367,0.984,0.856,2.07,4,/Volumes/EXT DATA/IDMB/images/terrain/mehdi/WB1_23_0120_3.jpg,data/images/crop/terrain/mehdi/WB1_23_0120_3.jpg
149,WB1_23_0121_1,OK,1347,2579,283,724,0.0,0.966,0.815,2.56,3,/Volumes/EXT DATA/IDMB/images/terrain/mehdi/WB1_23_0121_1.jpg,data/images/crop/terrain/mehdi/WB1_23_0121_1.jpg
150,WB1_23_0121_2,OK,1388,2577,280,713,0.0,0.974,0.802,2.55,2,/Volumes/EXT DATA/IDMB/images/terrain/mehdi/WB1_23_0121_2.jpg,data/images/crop/terrain/mehdi/WB1_23_0121_2.jpg
151,WB1_23_0121_3,OK,1626,2748,283,717,0.0,0.971,0.813,2.53,3,/Volumes/EXT DATA/IDMB/images/terrain/mehdi/WB1_23_0121_3.jpg,data/images/crop/terrain/mehdi/WB1_23_0121_3.jpg
152,WB1_23_0122_1,OK,1461,2555,339,788,0.0,0.982,0.785,2.33,3,/Volumes/EXT DATA/IDMB/images/terrain/mehdi/WB1_23_0122_1.jpg,data/images/crop/terrain/mehdi/WB1_23_0122_1.jpg
153,WB1_23_0122_2,OK,1467,2573,327,768,0.0,0.976,0.87,2.35,2,/Volumes/EXT DATA/IDMB/images/terrain/mehdi/WB1_23_0122_2.jpg,data/images/crop/terrain/mehdi/WB1_23_0122_2.jpg
154,WB1_23_0122_3,OK,1528,2569,327,772,0.0,0.982,0.828,2.36,2,/Volumes/EXT DATA/IDMB/images/terrain/mehdi/WB1_23_0122_3.jpg,data/images/crop/terrain/mehdi/WB1_23_0122_3.jpg
155,WB1_23_0123_1,OK,1276,2620,705,352,-15.945,0.95,0.759,2.0,2,/Volumes/EXT DATA/IDMB/images/terrain/mehdi/WB1_23_0123_1.jpg,data/images/crop/terrain/mehdi/WB1_23_0123_1.jpg
156,WB1_23_0123_2,OK,1229,2623,707,352,-16.535,0.969,0.807,2.01,4,/Volumes/EXT DATA/IDMB/images/terrain/mehdi/WB1_23_0123_2.jpg,data/images/crop/terrain/mehdi/WB1_23_0123_2.jpg
157,WB1_23_0123_3,OK,1275,2653,701,350,-16.06,0.983,0.789,2.0,3,/Volumes/EXT DATA/IDMB/images/terrain/mehdi/WB1_23_0123_3.jpg,data/images/crop/terrain/mehdi/WB1_23_0123_3.jpg
158,WB1_23_0124_1,OK,1269,2788,784,409,-21.425,0.784,0.795,1.92,3,/Volumes/EXT DATA/IDMB/images/terrain/mehdi/WB1_23_0124_1.jpg,data/images/crop/terrain/mehdi/WB1_23_0124_1.jpg
159,WB1_23_0124_2,OK,1329,2773,793,418,-20.943,0.912,0.794,1.9,3,/Volumes/EXT DATA/IDMB/images/terrain/mehdi/WB1_23_0124_2.jpg,data/images/crop/terrain/mehdi/WB1_23_0124_2.jpg
160,WB1_23_0124_3,OK,1308,2841,789,419,-19.983,0.935,0.797,1.88,3,/Volumes/EXT DATA/IDMB/images/terrain/mehdi/WB1_23_0124_3.jpg,data/images/crop/terrain/mehdi/WB1_23_0124_3.jpg
161,WB1_23_0125_1,OK,1368,2439,390,949,0.0,0.96,0.798,2.43,6,/Volumes/EXT DATA/IDMB/images/terrain/mehdi/WB1_23_0125_1.jpg,data/images/crop/terrain/mehdi/WB1_23_0125_1.jpg
162,WB1_23_0125_2,OK,1502,2449,386,957,0.0,0.954,0.837,2.48,5,/Volumes/EXT DATA/IDMB/images/terrain/mehdi/WB1_23_0125_2.jpg,data/images/crop/terrain/mehdi/WB1_23_0125_2.jpg
163,WB1_23_0125_3,OK,1402,2425,386,945,0.0,0.959,0.828,2.45,3,/Volumes/EXT DATA/IDMB/images/terrain/mehdi/WB1_23_0125_3.jpg,data/images/crop/terrain/mehdi/WB1_23_0125_3.jpg
164,WB1_23_0076_1,OK,898,2702,238,554,0.0,0.986,0.862,2.32,1,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0076_1.jpg,data/images/crop/terrain/tarek/WB1_23_0076_1.jpg
165,WB1_23_0076_2,OK,450,2594,292,684,0.0,0.961,0.833,2.34,1,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0076_2.jpg,data/images/crop/terrain/tarek/WB1_23_0076_2.jpg
166,WB1_23_0076_3,OK,432,2596,297,684,0.0,0.943,0.852,2.3,2,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0076_3.jpg,data/images/crop/terrain/tarek/WB1_23_0076_3.jpg
167,WB1_23_0077_1,OK,587,2554,320,842,0.0,0.922,0.812,2.63,2,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0077_1.jpg,data/images/crop/terrain/tarek/WB1_23_0077_1.jpg
168,WB1_23_0077_2,OK,502,2419,338,886,0.0,0.94,0.784,2.63,1,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0077_2.jpg,data/images/crop/terrain/tarek/WB1_23_0077_2.jpg
169,WB1_23_0077_3,OK,443,2356,346,886,0.0,0.39,0.809,2.56,1,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0077_3.jpg,data/images/crop/terrain/tarek/WB1_23_0077_3.jpg
170,WB1_23_0078_1,OK,522,3017,284,774,0.0,0.98,0.847,2.73,1,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0078_1.jpg,data/images/crop/terrain/tarek/WB1_23_0078_1.jpg
171,WB1_23_0078_2,OK,565,3220,274,734,0.0,0.918,0.805,2.67,1,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0078_2.jpg,data/images/crop/terrain/tarek/WB1_23_0078_2.jpg
172,WB1_23_0078_3,OK,886,3071,292,819,0.0,0.983,0.815,2.8,1,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0078_3.jpg,data/images/crop/terrain/tarek/WB1_23_0078_3.jpg
173,WB1_23_0079_1,OK,612,2880,351,864,0.0,0.976,0.864,2.46,1,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0079_1.jpg,data/images/crop/terrain/tarek/WB1_23_0079_1.jpg
174,WB1_23_0079_2,OK,632,2932,346,850,0.0,0.978,0.859,2.45,1,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0079_2.jpg,data/images/crop/terrain/tarek/WB1_23_0079_2.jpg
175,WB1_23_0079_3,OK,515,2972,338,832,0.0,0.969,0.848,2.47,1,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0079_3.jpg,data/images/crop/terrain/tarek/WB1_23_0079_3.jpg
176,WB1_23_0080_1,OK,490,2329,256,630,0.0,0.959,0.846,2.46,1,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0080_1.jpg,data/images/crop/terrain/tarek/WB1_23_0080_1.jpg
177,WB1_23_0080_2,OK,439,2210,288,706,0.0,0.976,0.812,2.45,1,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0080_2.jpg,data/images/crop/terrain/tarek/WB1_23_0080_2.jpg
178,WB1_23_0080_3,OK,396,2234,266,666,0.0,0.979,0.847,2.51,1,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0080_3.jpg,data/images/crop/terrain/tarek/WB1_23_0080_3.jpg
179,WB1_23_0081_1,OK,452,2461,297,868,0.0,0.778,0.81,2.92,2,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0081_1.jpg,data/images/crop/terrain/tarek/WB1_23_0081_1.jpg
180,WB1_23_0081_2,OK,444,2390,865,263,-6.654,0.352,0.815,3.28,2,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0081_2.jpg,data/images/crop/terrain/tarek/WB1_23_0081_2.jpg
181,WB1_23_0081_3,OK,1098,88,176,918,0.0,0.161,0.471,5.23,2,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0081_3.jpg,data/images/crop/terrain/tarek/WB1_23_0081_3.jpg
182,WB1_23_0082_1,OK,488,2160,306,814,0.0,0.967,0.793,2.66,2,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0082_1.jpg,data/images/crop/terrain/tarek/WB1_23_0082_1.jpg
183,WB1_23_0082_2,OK,418,2176,292,792,0.0,0.895,0.785,2.71,1,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0082_2.jpg,data/images/crop/terrain/tarek/WB1_23_0082_2.jpg
184,WB1_23_0082_3,OK,394,2120,288,752,0.0,0.904,0.808,2.61,1,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0082_3.jpg,data/images/crop/terrain/tarek/WB1_23_0082_3.jpg
185,WB1_23_0083_1,OK,524,2749,829,279,-23.54,0.928,0.791,2.97,1,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0083_1.jpg,data/images/crop/terrain/tarek/WB1_23_0083_1.jpg
186,WB1_23_0083_2,OK,630,2869,783,268,-24.852,0.865,0.826,2.92,1,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0083_2.jpg,data/images/crop/terrain/tarek/WB1_23_0083_2.jpg
187,WB1_23_0083_3,OK,535,2880,765,255,-23.962,0.792,0.778,3.0,3,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0083_3.jpg,data/images/crop/terrain/tarek/WB1_23_0083_3.jpg
188,WB1_23_0084_1,OK,536,2952,297,747,0.0,0.958,0.819,2.52,2,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0084_1.jpg,data/images/crop/terrain/tarek/WB1_23_0084_1.jpg
189,WB1_23_0084_2,OK,554,2943,297,738,0.0,0.962,0.801,2.48,2,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0084_2.jpg,data/images/crop/terrain/tarek/WB1_23_0084_2.jpg
190,WB1_23_0084_3,OK,549,2979,297,747,0.0,0.957,0.848,2.52,3,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0084_3.jpg,data/images/crop/terrain/tarek/WB1_23_0084_3.jpg
191,WB1_23_0085_1,OK,619,2722,288,644,0.0,0.962,0.848,2.23,1,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0085_1.jpg,data/images/crop/terrain/tarek/WB1_23_0085_1.jpg
192,WB1_23_0085_2,OK,443,2747,292,634,0.0,0.965,0.813,2.17,1,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0085_2.jpg,data/images/crop/terrain/tarek/WB1_23_0085_2.jpg
193,WB1_23_0085_3,OK,556,2691,297,626,0.0,0.976,0.835,2.11,2,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0085_3.jpg,data/images/crop/terrain/tarek/WB1_23_0085_3.jpg
194,WB1_23_0086_1,OK,382,2770,265,684,0.0,0.84,0.772,2.58,2,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0086_1.jpg,data/images/crop/terrain/tarek/WB1_23_0086_1.jpg
195,WB1_23_0086_2,OK,344,2828,266,662,0.0,0.898,0.777,2.49,1,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0086_2.jpg,data/images/crop/terrain/tarek/WB1_23_0086_2.jpg
196,WB1_23_0086_3,OK,315,2811,629,258,-2.203,0.857,0.796,2.44,1,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0086_3.jpg,data/images/crop/terrain/tarek/WB1_23_0086_3.jpg
197,WB1_23_0087_1,OK,389,2716,732,310,-1.848,0.989,0.791,2.36,1,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0087_1.jpg,data/images/crop/terrain/tarek/WB1_23_0087_1.jpg
198,WB1_23_0087_2,OK,450,2833,302,720,0.0,0.905,0.818,2.39,1,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0087_2.jpg,data/images/crop/terrain/tarek/WB1_23_0087_2.jpg
199,WB1_23_0087_3,OK,423,2876,714,293,-0.939,0.941,0.777,2.44,1,/Volumes/EXT DATA/IDMB/images/terrain/tarek/WB1_23_0087_3.jpg,data/images/crop/terrain/tarek/WB1_23_0087_3.jpg
200,WB1_23_0126_1,OK,689,2310,284,727,0.0,0.991,0.876,2.56,2,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0126_1.jpg,data/images/crop/terrain/tonie/WB1_23_0126_1.jpg
201,WB1_23_0126_2,OK,811,2357,307,772,0.0,0.993,0.9,2.51,2,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0126_2.jpg,data/images/crop/terrain/tonie/WB1_23_0126_2.jpg
202,WB1_23_0126_3,OK,905,2014,334,853,0.0,0.979,0.897,2.55,1,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0126_3.jpg,data/images/crop/terrain/tonie/WB1_23_0126_3.jpg
203,WB1_23_0127_1,OK,727,1867,321,596,0.0,0.816,0.852,1.86,5,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0127_1.jpg,data/images/crop/terrain/tonie/WB1_23_0127_1.jpg
204,WB1_23_0127_2,OK,728,1427,315,596,1.193,0.5,0.846,1.89,4,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0127_2.jpg,data/images/crop/terrain/tonie/WB1_23_0127_2.jpg
205,WB1_23_0127_3,OK,806,1765,271,648,17.103,0.849,0.885,2.39,5,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0127_3.jpg,data/images/crop/terrain/tonie/WB1_23_0127_3.jpg
206,WB1_23_0128_1,OK,571,2226,424,754,0.0,0.966,0.81,1.78,5,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0128_1.jpg,data/images/crop/terrain/tonie/WB1_23_0128_1.jpg
207,WB1_23_0128_2,OK,700,2192,411,741,0.0,0.927,0.793,1.8,6,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0128_2.jpg,data/images/crop/terrain/tonie/WB1_23_0128_2.jpg
208,WB1_23_0128_3,OK,682,2190,443,777,0.0,0.975,0.867,1.76,7,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0128_3.jpg,data/images/crop/terrain/tonie/WB1_23_0128_3.jpg
209,WB1_23_0129_1,OK,415,2118,397,813,0.0,0.971,0.891,2.05,6,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0129_1.jpg,data/images/crop/terrain/tonie/WB1_23_0129_1.jpg
210,WB1_23_0129_2,OK,607,2123,318,695,4.456,0.894,0.89,2.19,6,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0129_2.jpg,data/images/crop/terrain/tonie/WB1_23_0129_2.jpg
211,WB1_23_0129_3,OK,510,1745,384,885,0.0,0.975,0.908,2.31,5,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0129_3.jpg,data/images/crop/terrain/tonie/WB1_23_0129_3.jpg
212,WB1_23_0129_4,OK,418,1686,338,700,2.77,0.975,0.871,2.07,3,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0129_4.jpg,data/images/crop/terrain/tonie/WB1_23_0129_4.jpg
213,WB1_23_0130_1,OK,537,2121,242,625,13.393,0.981,0.876,2.58,3,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0130_1.jpg,data/images/crop/terrain/tonie/WB1_23_0130_1.jpg
214,WB1_23_0130_2,OK,445,2282,258,642,15.255,0.979,0.852,2.49,2,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0130_2.jpg,data/images/crop/terrain/tonie/WB1_23_0130_2.jpg
215,WB1_23_0130_3,OK,519,2050,246,624,12.529,0.978,0.89,2.53,3,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0130_3.jpg,data/images/crop/terrain/tonie/WB1_23_0130_3.jpg
216,WB1_23_0131_1,OK,474,1745,294,849,0.0,0.706,0.788,2.89,3,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0131_1.jpg,data/images/crop/terrain/tonie/WB1_23_0131_1.jpg
217,WB1_23_0131_2,OK,587,2061,284,732,0.0,0.983,0.824,2.57,1,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0131_2.jpg,data/images/crop/terrain/tonie/WB1_23_0131_2.jpg
218,WB1_23_0131_3,OK,707,2163,280,772,0.0,0.971,0.851,2.76,4,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0131_3.jpg,data/images/crop/terrain/tonie/WB1_23_0131_3.jpg
219,WB1_23_0132_1,OK,632,1854,294,722,0.0,0.975,0.884,2.46,4,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0132_1.jpg,data/images/crop/terrain/tonie/WB1_23_0132_1.jpg
220,WB1_23_0132_2,OK,725,1865,298,736,0.0,0.978,0.887,2.47,4,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0132_2.jpg,data/images/crop/terrain/tonie/WB1_23_0132_2.jpg
221,WB1_23_0132_3,OK,765,2100,289,709,0.0,0.99,0.903,2.45,3,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0132_3.jpg,data/images/crop/terrain/tonie/WB1_23_0132_3.jpg
222,WB1_23_0133_1,OK,788,1829,217,510,0.0,0.963,0.845,2.35,6,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0133_1.jpg,data/images/crop/terrain/tonie/WB1_23_0133_1.jpg
223,WB1_23_0133_2,OK,718,1831,221,524,0.0,0.948,0.884,2.37,4,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0133_2.jpg,data/images/crop/terrain/tonie/WB1_23_0133_2.jpg
224,WB1_23_0133_3,OK,605,2032,280,677,0.0,0.979,0.916,2.42,1,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0133_3.jpg,data/images/crop/terrain/tonie/WB1_23_0133_3.jpg
225,WB1_23_0134_1,OK,680,1856,343,835,0.0,0.988,0.866,2.43,4,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0134_1.jpg,data/images/crop/terrain/tonie/WB1_23_0134_1.jpg
226,WB1_23_0134_2,OK,727,2059,316,786,0.0,0.989,0.927,2.49,4,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0134_2.jpg,data/images/crop/terrain/tonie/WB1_23_0134_2.jpg
227,WB1_23_0134_3,OK,725,2043,321,781,0.0,0.989,0.916,2.44,3,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0134_3.jpg,data/images/crop/terrain/tonie/WB1_23_0134_3.jpg
228,WB1_23_0135_1,OK,429,1883,316,722,0.0,0.988,0.811,2.29,4,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0135_1.jpg,data/images/crop/terrain/tonie/WB1_23_0135_1.jpg
229,WB1_23_0135_2,OK,549,1881,312,727,0.0,0.978,0.9,2.33,3,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0135_2.jpg,data/images/crop/terrain/tonie/WB1_23_0135_2.jpg
230,WB1_23_0135_3,OK,474,1820,316,732,0.0,0.983,0.882,2.31,3,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0135_3.jpg,data/images/crop/terrain/tonie/WB1_23_0135_3.jpg
231,WB1_23_0135_4,OK,497,1838,316,722,0.0,0.99,0.882,2.29,4,/Volumes/EXT DATA/IDMB/images/terrain/tonie/WB1_23_0135_4.jpg,data/images/crop/terrain/tonie/WB1_23_0135_4.jpg
232,WB1_23_0106_1,OK,969,2789,180,469,0.0,0.799,0.759,2.61,1,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0106_1.jpg,data/images/crop/terrain/victor/WB1_23_0106_1.jpg
233,WB1_23_0106_2,OK,1070,2629,156,422,0.0,0.884,0.807,2.7,2,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0106_2.jpg,data/images/crop/terrain/victor/WB1_23_0106_2.jpg
234,WB1_23_0106_3,OK,846,2715,141,379,0.0,0.784,0.868,2.69,2,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0106_3.jpg,data/images/crop/terrain/victor/WB1_23_0106_3.jpg
235,WB1_23_0107_1,OK,1480,2283,191,453,0.0,0.791,0.862,2.37,1,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0107_1.jpg,data/images/crop/terrain/victor/WB1_23_0107_1.jpg
236,WB1_23_0107_2,OK,1408,2645,203,504,0.0,0.951,0.862,2.48,5,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0107_2.jpg,data/images/crop/terrain/victor/WB1_23_0107_2.jpg
237,WB1_23_0107_3,OK,1039,2711,211,516,0.0,0.947,0.842,2.44,2,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0107_3.jpg,data/images/crop/terrain/victor/WB1_23_0107_3.jpg
238,WB1_23_0108_1,OK,1266,2533,223,555,0.0,0.93,0.854,2.49,2,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0108_1.jpg,data/images/crop/terrain/victor/WB1_23_0108_1.jpg
239,WB1_23_0108_2,OK,1002,2584,191,480,0.0,0.938,0.815,2.51,3,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0108_2.jpg,data/images/crop/terrain/victor/WB1_23_0108_2.jpg
240,WB1_23_0108_3,OK,859,3275,207,523,0.0,0.903,0.822,2.53,2,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0108_3.jpg,data/images/crop/terrain/victor/WB1_23_0108_3.jpg
241,WB1_23_0109_1,OK,1139,1916,160,434,0.0,0.607,0.865,2.71,2,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0109_1.jpg,data/images/crop/terrain/victor/WB1_23_0109_1.jpg
242,WB1_23_0109_2,OK,998,2844,195,527,0.0,0.978,0.842,2.7,2,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0109_2.jpg,data/images/crop/terrain/victor/WB1_23_0109_2.jpg
243,WB1_23_0110_1,OK,1373,2424,531,220,-1.206,0.921,0.866,2.42,3,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0110_1.jpg,data/images/crop/terrain/victor/WB1_23_0110_1.jpg
244,WB1_23_0110_2,OK,996,2859,211,516,0.0,0.914,0.865,2.44,3,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0110_2.jpg,data/images/crop/terrain/victor/WB1_23_0110_2.jpg
245,WB1_23_0111_1,OK,1240,2469,164,465,0.0,0.726,0.843,2.83,2,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0111_1.jpg,data/images/crop/terrain/victor/WB1_23_0111_1.jpg
246,WB1_23_0111_2,OK,928,2393,168,449,0.0,0.573,0.855,2.67,1,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0111_2.jpg,data/images/crop/terrain/victor/WB1_23_0111_2.jpg
247,WB1_23_0111_3,OK,1172,2791,160,430,0.0,0.738,0.869,2.68,2,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0111_3.jpg,data/images/crop/terrain/victor/WB1_23_0111_3.jpg
248,WB1_23_0112_1,OK,1162,2520,234,629,0.0,0.931,0.813,2.68,2,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0112_1.jpg,data/images/crop/terrain/victor/WB1_23_0112_1.jpg
249,WB1_23_0112_2,OK,989,2976,244,640,3.302,0.783,0.868,2.62,2,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0112_2.jpg,data/images/crop/terrain/victor/WB1_23_0112_2.jpg
250,WB1_23_0113_1,OK,1115,1605,693,239,-17.103,0.91,0.86,2.9,1,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0113_1.jpg,data/images/crop/terrain/victor/WB1_23_0113_1.jpg
251,WB1_23_0113_2,OK,1331,1712,646,223,-9.462,0.812,0.871,2.9,2,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0113_2.jpg,data/images/crop/terrain/victor/WB1_23_0113_2.jpg
252,WB1_23_0113_3,OK,1051,1792,658,230,-8.531,0.581,0.842,2.86,2,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0113_3.jpg,data/images/crop/terrain/victor/WB1_23_0113_3.jpg
253,WB1_23_0114_1,OK,1419,2879,181,465,10.081,0.335,0.865,2.57,2,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0114_1.jpg,data/images/crop/terrain/victor/WB1_23_0114_1.jpg
254,WB1_23_0114_2,OK,1356,3072,193,515,17.103,0.495,0.815,2.67,2,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0114_2.jpg,data/images/crop/terrain/victor/WB1_23_0114_2.jpg
255,WB1_23_0114_3,SUSPECT,2207,1883,625,594,-90.0,0.426,0.417,1.05,3,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0114_3.jpg,data/images/crop/terrain/victor/WB1_23_0114_3.jpg
256,WB1_23_0114_4,OK,1395,3064,174,467,11.31,0.427,0.856,2.69,3,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0114_4.jpg,data/images/crop/terrain/victor/WB1_23_0114_4.jpg
257,WB1_23_0115_1,OK,1354,2316,211,543,0.0,0.9,0.815,2.57,2,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0115_1.jpg,data/images/crop/terrain/victor/WB1_23_0115_1.jpg
