idx,image,status,x,y,w,h,theta,confidence,similarity,aspect_ratio,n_detections,input_path,output_path
258,WB1_23_0115_2,OK,1047,2099,471,180,-0.666,0.539,0.867,2.62,1,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0115_2.jpg,data/images/crop/terrain/victor/WB1_23_0115_2.jpg
259,WB1_23_0115_3,OK,709,2706,502,199,-4.514,0.47,0.818,2.53,1,/Volumes/EXT DATA/IDMB/images/terrain/victor/WB1_23_0115_3.jpg,data/images/crop/terrain/victor/WB1_23_0115_3.jpg
260,WB1_23_0016_1,OK,1431,2435,267,499,0.0,0.913,0.763,1.87,1,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0016_1.jpg,data/images/crop/terrain/yvan/WB1_23_0016_1.jpg
261,WB1_23_0016_2,OK,209,227,224,417,0.0,0.423,0.836,1.86,1,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0016_2.jpg,data/images/crop/terrain/yvan/WB1_23_0016_2.jpg
262,WB1_23_0016_3,OK,1446,2273,246,442,0.0,0.732,0.713,1.79,2,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0016_3.jpg,data/images/crop/terrain/yvan/WB1_23_0016_3.jpg
263,WB1_23_0017_1,OK,198,298,197,391,0.0,0.518,0.839,1.98,1,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0017_1.jpg,data/images/crop/terrain/yvan/WB1_23_0017_1.jpg
264,WB1_23_0017_2,OK,1316,2771,427,195,-28.072,0.201,0.77,2.19,3,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0017_2.jpg,data/images/crop/terrain/yvan/WB1_23_0017_2.jpg
265,WB1_23_0017_3,OK,1628,2335,209,408,0.0,0.489,0.741,1.95,6,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0017_3.jpg,data/images/crop/terrain/yvan/WB1_23_0017_3.jpg
266,WB1_23_0018_1,OK,1244,2734,182,402,0.0,0.65,0.809,2.2,6,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0018_1.jpg,data/images/crop/terrain/yvan/WB1_23_0018_1.jpg
267,WB1_23_0018_2,OK,206,262,196,413,0.0,0.457,0.849,2.11,3,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0018_2.jpg,data/images/crop/terrain/yvan/WB1_23_0018_2.jpg
268,WB1_23_0018_3,OK,1154,2843,206,432,0.0,0.905,0.836,2.1,3,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0018_3.jpg,data/images/crop/terrain/yvan/WB1_23_0018_3.jpg
269,WB1_23_0019_1,OK,1478,2452,172,398,0.0,0.729,0.854,2.31,5,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0019_1.jpg,data/images/crop/terrain/yvan/WB1_23_0019_1.jpg
270,WB1_23_0019_2,OK,844,2153,196,540,0.0,0.702,0.856,2.76,1,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0019_2.jpg,data/images/crop/terrain/yvan/WB1_23_0019_2.jpg
271,WB1_23_0019_3,OK,212,182,189,422,0.0,0.417,0.816,2.24,1,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0019_3.jpg,data/images/crop/terrain/yvan/WB1_23_0019_3.jpg
272,WB1_23_0020_1,OK,1174,2793,192,466,0.0,0.792,0.827,2.42,5,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0020_1.jpg,data/images/crop/terrain/yvan/WB1_23_0020_1.jpg
273,WB1_23_0020_2,OK,1041,2766,199,469,0.0,0.726,0.809,2.36,1,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0020_2.jpg,data/images/crop/terrain/yvan/WB1_23_0020_2.jpg
274,WB1_23_0020_3,OK,962,2938,199,479,0.0,0.52,0.807,2.41,1,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0020_3.jpg,data/images/crop/terrain/yvan/WB1_23_0020_3.jpg
275,WB1_23_0021_1,OK,1058,2656,169,375,0.0,0.674,0.811,2.22,2,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0021_1.jpg,data/images/crop/terrain/yvan/WB1_23_0021_1.jpg
276,WB1_23_0021_2,FAILED,,,,,,,,,0,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0021_2.jpg,
277,WB1_23_0021_3,OK,1134,2697,270,628,0.0,0.981,0.829,2.33,1,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0021_3.jpg,data/images/crop/terrain/yvan/WB1_23_0021_3.jpg
278,WB1_23_0022_1,OK,945,2143,243,587,0.0,0.978,0.825,2.42,1,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0022_1.jpg,data/images/crop/terrain/yvan/WB1_23_0022_1.jpg
279,WB1_23_0022_2,OK,749,2703,270,608,0.0,0.951,0.843,2.25,1,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0022_2.jpg,data/images/crop/terrain/yvan/WB1_23_0022_2.jpg
280,WB1_23_0022_3,OK,768,2212,233,564,0.0,0.99,0.814,2.42,1,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0022_3.jpg,data/images/crop/terrain/yvan/WB1_23_0022_3.jpg
281,WB1_23_0023_1,OK,1203,2477,317,719,0.0,0.934,0.866,2.27,1,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0023_1.jpg,data/images/crop/terrain/yvan/WB1_23_0023_1.jpg
282,WB1_23_0023_2,OK,355,266,309,706,0.0,0.68,0.885,2.28,1,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0023_2.jpg,data/images/crop/terrain/yvan/WB1_23_0023_2.jpg
283,WB1_23_0023_3,OK,1055,1990,348,786,0.0,0.849,0.841,2.26,1,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0023_3.jpg,data/images/crop/terrain/yvan/WB1_23_0023_3.jpg
284,WB1_23_0024_1,OK,1186,2008,263,665,0.0,0.948,0.757,2.53,1,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0024_1.jpg,data/images/crop/terrain/yvan/WB1_23_0024_1.jpg
285,WB1_23_0024_2,OK,1183,2707,270,638,0.0,0.89,0.846,2.36,1,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0024_2.jpg,data/images/crop/terrain/yvan/WB1_23_0024_2.jpg
286,WB1_23_0024_3,OK,680,2290,327,807,0.0,0.909,0.861,2.46,1,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0024_3.jpg,data/images/crop/terrain/yvan/WB1_23_0024_3.jpg
287,WB1_23_0025_1,OK,1205,1981,236,614,0.0,0.966,0.814,2.6,1,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0025_1.jpg,data/images/crop/terrain/yvan/WB1_23_0025_1.jpg
288,WB1_23_0025_2,OK,418,348,336,833,0.0,0.345,0.854,2.48,1,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0025_2.jpg,data/images/crop/terrain/yvan/WB1_23_0025_2.jpg
289,WB1_23_0025_3,OK,1088,2413,398,982,0.0,0.174,0.791,2.47,1,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0025_3.jpg,data/images/crop/terrain/yvan/WB1_23_0025_3.jpg
290,WB1_23_0026_1,OK,1195,1738,304,810,0.0,0.949,0.797,2.67,1,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0026_1.jpg,data/images/crop/terrain/yvan/WB1_23_0026_1.jpg
291,WB1_23_0026_2,OK,991,1505,324,854,0.0,0.946,0.784,2.64,2,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0026_2.jpg,data/images/crop/terrain/yvan/WB1_23_0026_2.jpg
292,WB1_23_0026_3,OK,1114,2141,415,1060,0.0,0.678,0.758,2.55,3,/Volumes/EXT DATA/IDMB/images/terrain/yvan/WB1_23_0026_3.jpg,data/images/crop/terrain/yvan/WB1_23_0026_3.jpg
